Time [s],Light,USB,TMP36 [C],TC [C],Batt [V]
114.14,50.01,4.0059,24.28,25.1,4.1476
114.18,50.04,4.0043,24.2,25.1,4.1445
114.22,49.96,4.0028,24.2,25.1,4.1445
114.27,49.96,3.9789,24.28,25.1,4.1461
114.31,50.04,4.0107,24.51,25.1,4.1476
114.36,49.99,4.0059,24.2,25.1,4.1429
114.4,49.94,4.0028,24.36,25.1,4.1492
114.44,50.04,4.0075,24.36,25.1,4.1461
114.48,50.01,4.0075,24.28,25.1,4.1445
114.52,50.06,4.0059,24.36,25.1,4.1461
114.57,50.04,4.0091,24.28,25.1,4.1492
114.61,50.06,4.0028,24.12,25.1,4.1429
114.66,50.11,3.9805,24.51,25.1,4.1492
114.7,49.91,4.0059,24.36,25.1,4.1492
114.74,49.74,4.0043,24.51,25.1,4.1508
114.78,49.52,4.0043,24.43,25.1,4.1461
114.82,49.35,4.0028,24.59,25.1,4.1476
114.87,49.18,4.0043,24.43,25.1,4.1476
114.91,49.16,4.0075,24.36,25.1,4.1461
114.95,49.04,3.9996,24.43,25.1,4.1429
114.99,48.91,3.9996,24.28,25.1,4.1429
115.04,48.82,3.9852,24.2,25.1,4.1476
115.08,48.52,4.0043,24.36,25.1,4.1492
115.12,48.38,4.0012,24.28,25.1,4.1508
115.17,48.13,4.0075,24.28,25.1,4.1413
115.21,47.81,4.0059,24.28,25.1,4.1476
115.25,47.42,3.998,24.2,25.1,4.1492
115.29,47.03,3.998,24.43,25.1,4.1461
115.33,46.79,4.0059,24.36,25.1,4.1492
115.38,46.54,4.0075,24.2,25.1,4.1476
115.42,46.13,3.9821,24.2,25.1,4.1445
115.47,45.67,4.0107,24.36,25.1,4.1476
115.51,45.52,4.0075,24.36,25.1,4.1461
115.55,45.52,4.0059,24.36,25.1,4.1508
115.59,45.57,4.0059,24.2,25.1,4.1476
115.63,45.35,3.9996,24.28,25.1,4.1429
115.68,45.1,3.998,24.28,25.2,4.1445
115.72,44.88,4.0043,24.28,25.1,4.1476
115.77,44.74,4.0028,24.36,25.2,4.1492
115.81,44.84,3.9789,24.36,25.1,4.1461
115.85,45.3,4.0059,24.36,25.2,4.1508
115.89,45.76,4.0012,24.51,25.2,4.1461
115.93,45.91,4.0107,24.2,25.2,4.1445
115.98,45.86,4.0043,24.43,25.2,4.1508
116.02,45.84,3.9996,24.2,25.2,4.1492
116.06,45.37,4.0059,24.43,25.2,4.1492
116.1,44.93,4.0043,24.28,25.2,4.1461
116.15,44.74,3.9836,24.28,25.2,4.1476
116.19,44.44,4.0075,24.28,25.2,4.1461
116.23,44.05,4.0043,24.36,25.2,4.1492
116.28,43.66,4.0028,24.2,25.2,4.1461
116.32,43.49,3.998,24.43,25.2,4.1524
116.36,43.39,4.0091,24.67,25.2,4.1476
116.4,43.37,4.0059,24.28,25.2,4.1492
116.44,43.54,4.0043,24.28,25.2,4.1476
116.49,43.76,4.0107,24.2,25.2,4.1461
116.53,43.61,3.9757,24.12,25.2,4.1492
116.58,43.17,3.9996,24.12,25.2,4.1492
116.62,42.91,4.0075,24.28,25.2,4.1492
116.66,42.71,4.0059,24.36,25.2,4.1445
116.7,42.42,4.0091,24.2,25.2,4.1524
116.74,42.1,4.0043,24.36,25.2,4.1445
116.79,42.0,4.0091,24.36,25.2,4.1445
116.83,42.05,4.0075,24.28,25.2,4.1429
116.87,42.05,4.0012,24.43,25.2,4.1429
116.92,41.9,3.9821,24.43,25.2,4.1461
116.96,41.56,4.0028,24.36,25.2,4.1461
117.0,41.39,4.0059,24.36,25.2,4.1461
117.04,41.34,4.0075,24.2,25.2,4.1461
117.09,40.98,4.0012,24.51,25.2,4.1476
117.13,40.63,4.0059,24.43,25.2,4.1508
117.17,40.34,4.0059,24.2,25.2,4.1476
117.21,40.02,4.0059,24.51,25.2,4.1476
117.25,39.34,4.0043,24.2,25.2,4.1492
117.3,38.71,3.9805,24.28,25.2,4.1476
117.34,38.97,4.0043,24.12,25.2,4.1492
117.39,39.29,4.0028,24.2,25.2,4.1461
117.43,39.32,4.0107,24.28,25.2,4.1476
117.47,39.39,4.0075,24.43,25.2,4.1508
117.51,39.34,4.0028,24.43,25.2,4.1492
117.55,39.41,4.0043,24.04,25.2,4.1524
117.6,39.83,4.0075,24.67,25.2,4.1476
117.64,39.8,4.0075,24.43,25.2,4.1476
117.69,39.85,3.9757,24.28,25.2,4.1524
117.73,40.07,3.998,24.2,25.2,4.1461
117.79,40.22,3.9773,24.28,25.2,4.1445
117.83,40.49,3.9789,24.36,25.2,4.1429
117.88,40.27,3.9821,24.36,25.2,4.1461
117.92,40.05,3.9821,24.51,25.2,4.1445
117.96,40.07,3.9805,24.28,25.2,4.1476
118.0,40.12,3.9821,24.28,25.2,4.1445
118.05,40.02,3.9836,24.36,25.2,4.1492
118.09,39.98,3.9836,24.28,25.2,4.1508
118.13,40.0,4.0123,24.36,25.2,4.1492
118.18,39.88,4.0059,24.43,25.2,4.1492
118.22,39.88,4.0123,24.51,25.2,4.1461
118.26,40.07,4.0091,24.43,25.3,4.1476
118.3,39.98,4.0028,24.28,25.2,4.1508
118.34,39.54,4.0075,24.28,25.3,4.1461
118.39,39.85,4.0091,24.43,25.3,4.1508
118.43,40.2,3.9916,24.04,25.3,4.1508
118.48,39.98,4.0107,24.2,25.2,4.1461
118.52,39.49,4.0059,24.43,25.2,4.1508
118.56,39.22,4.0059,24.28,25.3,4.1476
118.6,39.27,4.0075,24.36,25.3,4.1461
118.64,39.27,4.0059,24.36,25.3,4.1445
118.69,38.78,3.998,24.36,25.3,4.1508
118.73,38.41,4.0012,24.28,25.3,4.1476
118.77,38.39,4.0075,24.43,25.3,4.1461
118.82,38.41,3.9821,24.43,25.3,4.1492
118.86,38.1,4.0059,24.28,25.3,4.1461
118.9,38.02,3.9996,24.12,25.3,4.1445
118.94,38.12,3.9996,24.43,25.3,4.1445
118.99,37.83,3.9996,24.36,25.3,4.1508
119.03,37.56,4.0059,24.28,25.3,4.1492
119.07,37.34,4.0012,24.2,25.3,4.1476
119.11,37.02,4.0043,24.43,25.3,4.1476
119.15,36.85,4.0059,24.43,25.3,4.1413
119.2,36.53,3.9852,24.12,25.3,4.1461
119.24,36.29,4.0059,24.12,25.3,4.1445
119.29,35.82,4.0107,24.67,25.3,4.1492
119.33,35.51,4.0028,24.43,25.3,4.1476
119.37,35.38,4.0075,24.36,25.3,4.1461
119.41,35.16,4.0075,24.36,25.3,4.1461
119.45,35.14,4.0107,24.43,25.3,4.1492
119.5,34.92,4.0075,24.36,25.3,4.1476
119.54,34.55,4.0075,24.43,25.3,4.1461
119.59,34.31,3.9836,24.28,25.3,4.1476
119.63,34.38,3.9996,24.28,25.3,4.1476
119.67,34.24,4.0107,24.2,25.3,4.1429
119.71,34.14,4.0043,24.43,25.3,4.1461
119.75,33.77,4.0028,24.2,25.4,4.1492
119.8,33.68,4.0059,24.43,25.4,4.1476
119.84,33.65,4.0043,24.2,25.3,4.1476
119.88,33.53,4.0059,24.43,25.3,4.1445
119.93,33.43,4.0028,24.36,25.4,4.1445
119.97,33.38,3.9852,24.2,25.4,4.1492
120.01,33.28,4.0012,24.28,25.4,4.1429
120.05,33.16,4.0091,24.28,25.4,4.1461
120.1,32.97,4.0075,24.28,25.4,4.1476
120.14,32.77,4.0075,24.43,25.4,4.1461
120.18,32.65,4.0075,24.28,25.4,4.1461
120.22,32.75,4.0091,24.28,25.4,4.1476
120.26,32.7,4.0059,24.43,25.4,4.1461
120.31,32.58,3.9996,24.12,25.4,4.1397
120.35,32.16,3.9852,24.36,25.4,4.1445
120.4,31.87,4.0043,24.04,25.4,4.1492
120.44,31.94,4.0075,24.28,25.4,4.1429
120.48,32.09,4.0028,24.43,25.4,4.1476
120.52,31.84,4.0028,24.36,25.4,4.1492
120.56,31.55,4.0091,24.43,25.4,4.1461
120.61,31.53,4.0075,24.28,25.4,4.1461
120.65,31.38,4.0028,24.36,25.5,4.1508
120.7,31.58,3.9805,24.04,25.5,4.1492
120.74,31.6,4.0043,24.36,25.5,4.1461
120.78,31.5,4.0043,24.28,25.5,4.1445
120.82,31.33,4.0028,24.2,25.5,4.1476
120.86,31.28,3.9964,24.43,25.5,4.1429
120.91,31.04,4.0043,24.43,25.6,4.1461
120.95,30.21,4.0075,24.36,25.6,4.1445
120.99,30.04,3.998,24.43,25.7,4.1492
121.03,29.94,4.0059,24.28,25.7,4.1429
121.08,32.09,3.9805,24.36,25.7,4.1492
121.12,38.93,4.0059,24.43,25.8,4.1508
121.16,42.83,4.0043,24.36,25.8,4.1492
121.21,44.59,4.0075,24.28,25.8,4.1429
121.25,45.23,4.0059,24.04,25.8,4.1445
121.29,45.25,4.0075,24.43,25.8,4.1445
121.33,45.15,4.0043,24.28,25.8,4.1492
121.37,44.69,4.0075,24.28,25.9,4.1492
121.42,43.71,4.0091,24.51,25.9,4.1445
121.46,41.9,3.9805,24.36,25.8,4.1492
121.51,39.32,4.0059,24.36,25.8,4.1492
121.55,36.65,4.0107,24.28,25.8,4.1445
121.59,34.9,4.0043,24.43,25.8,4.1508
121.63,33.28,4.0075,24.2,25.8,4.1461
121.67,31.87,4.0043,24.36,25.8,4.1476
121.72,30.16,4.0059,24.2,25.8,4.1508
121.76,28.94,4.0028,24.36,25.8,4.1476
121.82,28.42,3.9805,24.04,25.8,4.1429
121.87,28.03,3.9836,24.59,25.8,4.1476
121.91,27.94,4.0075,24.43,25.7,4.1476
121.95,27.99,4.0075,24.12,25.7,4.1508
121.99,27.89,4.0028,24.2,25.7,4.1476
122.03,28.16,4.0075,24.28,25.7,4.1445
122.08,28.01,4.0091,24.36,25.7,4.1445
122.12,27.72,4.0059,24.04,25.7,4.1476
122.16,27.91,4.0123,24.28,25.7,4.1429
122.21,27.91,4.0059,24.36,25.7,4.1429
122.25,27.99,3.9836,24.36,25.7,4.1445
122.29,27.96,4.0091,24.28,25.7,4.1461
122.34,27.89,4.0075,24.28,25.7,4.1476
122.38,27.67,4.0123,24.28,25.7,4.1492
122.42,27.55,4.0059,24.36,25.7,4.1445
122.46,27.42,4.0107,24.51,25.7,4.1461
122.5,27.5,4.0059,24.28,25.7,4.1492
122.55,27.62,4.0059,24.51,25.7,4.1461
122.59,27.81,3.9805,23.88,25.7,4.1476
122.64,27.84,4.0012,24.43,25.7,4.1476
122.68,28.6,4.0028,24.36,25.7,4.1461
122.72,30.06,4.0059,24.43,25.7,4.1461
122.76,31.99,4.0028,24.36,25.6,4.1492
122.8,35.46,3.998,24.28,25.6,4.1492
122.85,41.47,4.0043,24.36,25.6,4.1476
122.89,45.32,3.9996,24.36,25.6,4.1492
122.93,46.89,4.0059,24.28,25.6,4.1413
122.98,47.81,3.9805,24.28,25.6,4.1476
123.02,48.28,4.0107,23.96,25.6,4.1445
123.06,48.62,3.9996,24.12,25.6,4.1476
123.1,48.84,4.0075,24.43,25.6,4.1461
123.15,49.06,4.0043,24.28,25.6,4.1461
123.19,49.23,4.0059,24.36,25.6,4.1445
123.23,49.23,4.0012,24.36,25.6,4.1461
123.27,49.26,4.0028,24.36,25.6,4.1445
123.31,49.4,4.0012,23.96,25.6,4.1445
123.36,49.33,3.9821,24.36,25.6,4.1476
123.4,49.3,4.0028,24.28,25.6,4.1429
123.45,49.38,3.998,24.28,25.5,4.1461
123.49,49.38,4.0075,24.2,25.5,4.1492
123.53,49.43,4.0043,24.28,25.5,4.1492
123.57,49.38,4.0059,24.51,25.5,4.1508
123.61,49.47,4.0075,24.2,25.6,4.1492
123.66,49.43,3.9996,24.43,25.5,4.1492
123.7,49.47,4.0028,24.43,25.5,4.1429
123.75,49.38,3.9805,24.36,25.5,4.1508
123.79,49.43,4.0043,24.43,25.5,4.1492
123.83,49.45,4.0107,24.43,25.5,4.1461
123.87,49.38,4.0043,24.12,25.5,4.1413
123.91,49.5,4.0107,24.36,25.5,4.1445
123.96,49.45,4.0075,24.04,25.5,4.1524
124.0,49.45,3.998,24.28,25.5,4.1461
124.04,49.4,4.0059,24.59,25.5,4.1461
124.08,49.47,4.0059,24.28,25.5,4.1445
124.13,49.45,3.9821,24.2,25.5,4.1461
124.17,49.45,4.0075,24.43,25.5,4.1492
124.21,49.43,4.0075,24.28,25.5,4.1492
124.25,49.45,4.0059,24.2,25.5,4.1413
124.3,49.43,4.0075,24.36,25.5,4.1461
124.34,49.45,3.9996,24.43,25.5,4.1492
124.38,49.45,4.0075,24.43,25.5,4.1476
124.42,49.43,4.0075,24.28,25.5,4.1445
124.47,49.47,4.0059,24.28,25.5,4.1429
124.51,49.4,3.9805,24.43,25.5,4.1445
124.55,49.47,4.0059,24.28,25.5,4.1445
124.6,49.47,4.0028,24.59,25.5,4.1476
124.64,49.43,4.0028,24.2,25.5,4.1461
124.68,49.38,4.0059,24.2,25.5,4.1476
124.72,49.47,4.0028,24.12,25.5,4.1413
124.76,49.52,3.9932,24.28,25.5,4.1492
124.81,49.45,4.0075,24.28,25.5,4.1445
124.85,49.47,3.9789,23.88,25.5,4.1476
124.9,49.43,4.0043,24.43,25.4,4.1461
124.94,49.43,4.0059,24.36,25.5,4.1492
124.98,49.45,4.0012,24.59,25.5,4.1508
125.02,49.4,4.0028,24.43,25.5,4.1476
125.06,49.47,4.0091,24.28,25.5,4.1492
125.11,49.5,4.0059,24.43,25.4,4.1476
125.15,49.43,4.0028,24.28,25.4,4.1445
125.19,49.47,4.0028,24.36,25.5,4.1445
125.24,49.45,3.9836,24.28,25.4,4.1413
125.28,49.38,4.0043,24.59,25.4,4.1461
125.32,49.4,4.0028,24.43,25.4,4.1461
125.36,49.45,4.0028,24.43,25.4,4.1461
125.41,49.4,4.0012,24.43,25.4,4.1492
125.45,49.4,3.9996,24.28,25.4,4.1492
125.49,49.45,4.0028,24.36,25.4,4.1508
125.53,49.43,4.0059,24.36,25.4,4.1461
125.57,49.43,3.9996,24.43,25.4,4.1461
125.62,49.47,3.9836,24.36,25.4,4.1461
125.66,49.4,3.998,24.28,25.4,4.1461
125.71,49.38,4.0028,24.43,25.4,4.1492
125.75,49.5,3.9996,24.28,25.4,4.1476
125.79,49.47,4.0059,24.2,25.4,4.1476
125.85,49.43,3.9773,23.88,25.4,4.1492
125.9,49.43,3.9789,24.43,25.4,4.1476
125.94,49.33,3.9773,24.43,25.4,4.1445
125.98,49.45,3.9789,24.36,25.4,4.1413
126.03,49.47,3.9773,24.28,25.4,4.1445
126.07,49.4,4.0043,24.36,25.4,4.1476
126.11,49.35,4.0043,24.36,25.4,4.1508
126.15,49.43,4.0043,24.2,25.4,4.1476
126.2,49.38,4.0091,24.28,25.4,4.1461
126.24,49.4,4.0043,24.36,25.4,4.1429
126.28,49.38,4.0107,24.43,25.4,4.1492
126.32,49.3,4.0059,24.36,25.4,4.1508
126.36,49.33,4.0075,24.51,25.4,4.1461
126.41,49.04,3.9821,24.28,25.4,4.1508
126.45,48.77,3.998,24.51,25.4,4.1476
126.5,48.57,4.0043,24.51,25.4,4.1476
126.54,48.38,4.0059,24.2,25.4,4.1476
126.58,48.03,3.998,24.36,25.4,4.1429
126.62,47.5,4.0043,24.36,25.4,4.1476
126.66,46.79,4.0043,24.28,25.4,4.1429
126.71,45.91,4.0091,24.43,25.4,4.1476
126.75,45.3,3.998,24.2,25.4,4.1445
126.8,44.86,3.9773,23.96,25.4,4.1461
126.84,43.88,4.0012,24.2,25.4,4.1461
126.88,43.15,4.0043,24.28,25.4,4.1429
126.92,42.66,4.0043,24.28,25.4,4.1445
126.96,42.05,4.0075,24.28,25.4,4.1476
127.01,41.42,4.0028,24.51,25.4,4.1461
127.05,40.93,4.0012,24.2,25.4,4.1476
127.09,40.07,4.0043,24.36,25.4,4.1476
127.14,38.51,3.9836,24.12,25.4,4.1476
127.18,37.17,4.0075,24.36,25.4,4.1461
127.22,36.97,4.0075,24.2,25.4,4.1461
127.26,37.0,4.0075,24.12,25.4,4.1492
127.31,34.55,4.0091,24.43,25.4,4.1492
127.35,32.36,4.0059,24.43,25.4,4.1445
127.39,32.5,4.0043,24.28,25.4,4.1524
127.43,31.53,3.998,24.36,25.4,4.1476
127.47,28.94,4.0107,24.2,25.4,4.1461
127.52,26.64,3.9868,24.36,25.4,4.1461
127.56,25.45,4.0091,23.88,25.4,4.1492
127.61,24.32,4.0012,24.28,25.4,4.1492
127.65,23.69,4.0075,24.43,25.4,4.1445
127.69,23.86,4.0107,24.51,25.4,4.1445
127.73,25.05,4.0075,24.36,25.4,4.1445
127.77,25.45,3.9996,24.12,25.4,4.1476
127.82,25.47,4.0043,24.36,25.4,4.1476
127.86,25.47,4.0059,24.43,25.4,4.1476
127.91,25.23,3.9836,24.2,25.4,4.1476
127.95,25.18,4.0075,24.28,25.4,4.1492
127.99,25.49,4.0091,24.28,25.4,4.1492
128.03,25.74,4.0139,24.2,25.4,4.1461
128.07,25.84,4.0075,24.36,25.4,4.1492
128.12,25.86,4.0075,24.2,25.4,4.1461
128.16,25.98,4.0075,24.2,25.4,4.1476
128.2,25.91,4.0059,24.51,25.4,4.1524
128.24,25.79,4.0059,24.43,25.4,4.1413
128.29,26.11,3.9821,24.2,25.4,4.1445
128.33,26.32,4.0059,24.28,25.4,4.1429
128.37,26.3,4.0075,24.28,25.4,4.1461
128.42,26.3,4.0059,24.51,25.4,4.1461
128.46,26.3,4.0012,24.36,25.4,4.1461
128.5,26.47,4.0075,24.28,25.4,4.1445
128.54,26.54,4.0043,24.2,25.4,4.1476
128.58,26.59,4.0012,24.28,25.4,4.1476
128.63,26.52,4.0043,24.28,25.4,4.1461
128.67,26.57,3.9757,24.28,25.4,4.1476
128.72,26.64,4.0028,24.36,25.4,4.1461
128.76,26.69,4.0059,24.12,25.4,4.1476
128.8,26.69,4.0059,24.12,25.4,4.1476
128.84,26.76,4.0075,24.28,25.4,4.1429
128.88,26.69,4.0107,24.2,25.4,4.1445
128.93,26.79,4.0043,24.59,25.4,4.1461
128.97,26.84,4.0043,24.28,25.4,4.1461
129.02,26.76,4.0075,24.36,25.4,4.1461
129.06,26.81,3.9821,24.36,25.4,4.1445
129.1,26.74,4.0059,24.2,25.4,4.1508
129.14,26.76,4.0059,24.28,25.4,4.1461
129.18,26.79,4.0075,24.2,25.4,4.1445
129.23,26.76,4.0091,24.2,25.4,4.1492
129.27,26.91,3.9996,24.28,25.4,4.1476
129.31,27.03,4.0107,23.96,25.4,4.1461
129.35,26.98,4.0059,24.2,25.4,4.1492
129.4,26.94,3.9868,23.96,25.4,4.1476
129.44,27.01,4.0075,24.36,25.4,4.1476
129.48,27.01,4.0043,24.2,25.4,4.1476
129.53,27.01,4.0075,24.51,25.4,4.1461
129.57,27.11,4.0043,24.28,25.4,4.1445
129.61,27.13,4.0091,24.2,25.4,4.1445
129.65,27.06,4.0091,24.36,25.4,4.1461
129.69,27.11,4.0043,24.36,25.4,4.1492
129.74,27.11,4.0059,24.43,25.4,4.1461
129.78,27.16,3.9821,24.12,25.4,4.1429
129.83,27.25,4.0059,24.43,25.4,4.1492
129.89,27.18,3.9773,23.96,25.4,4.1445
129.93,27.2,3.9836,24.36,25.4,4.1476
129.97,27.2,3.9805,24.04,25.4,4.1461
130.02,27.2,3.9821,24.43,25.4,4.1445
130.06,27.18,3.9868,24.2,25.4,4.1476
130.1,27.23,3.9852,24.2,25.4,4.1461
130.14,27.18,3.9821,24.43,25.4,4.1429
130.2,27.13,3.9805,24.2,25.4,4.1524
130.25,27.16,4.0075,24.59,25.4,4.1476
130.29,27.11,4.0075,24.51,25.4,4.1445
130.33,27.18,4.0091,24.43,25.4,4.1476
130.37,27.3,4.0012,24.28,25.4,4.1492
130.41,27.33,4.0043,24.28,25.4,4.1476
130.46,27.35,3.9996,24.2,25.4,4.1461
130.5,27.47,4.0091,24.2,25.4,4.1445
130.54,27.47,4.0028,24.2,25.4,4.1461
130.59,27.59,3.9836,24.43,25.4,4.1461
130.63,27.62,4.0059,24.43,25.4,4.1476
130.67,27.55,4.0043,24.67,25.4,4.1508
130.71,27.47,4.0043,24.2,25.4,4.1429
130.76,27.4,4.0059,24.28,25.4,4.1445
130.8,27.42,4.0123,24.43,25.4,4.1476
130.84,27.37,4.0028,24.2,25.4,4.1445
130.88,27.23,3.9996,24.28,25.4,4.1429
130.93,27.13,4.0075,24.43,25.4,4.1461
130.97,27.16,3.9789,24.51,25.4,4.1461
131.01,27.06,4.0091,24.28,25.4,4.1445
131.06,26.94,4.0059,24.28,25.4,4.1476
131.1,26.91,4.0075,24.28,25.4,4.1413
131.14,26.84,4.0091,24.2,25.4,4.1508
131.18,26.81,4.0059,24.12,25.4,4.1476
131.22,26.62,4.0028,24.28,25.4,4.1461
131.27,26.47,4.0043,24.28,25.4,4.1429
131.31,26.35,4.0059,24.2,25.4,4.1461
131.36,26.08,3.9805,24.43,25.4,4.1524
131.4,26.03,4.0139,24.12,25.4,4.1492
131.44,25.93,4.0091,24.2,25.4,4.1461
131.48,25.69,4.0107,24.28,25.4,4.1476
131.52,25.54,4.0075,24.36,25.4,4.1524
131.57,25.4,4.0107,24.36,25.4,4.1445
131.61,25.54,4.0075,24.2,25.4,4.1445
131.65,25.4,4.0043,24.43,25.4,4.1445
131.7,25.45,3.9805,24.04,25.4,4.1461
131.74,24.64,4.0059,24.28,25.4,4.1524
131.78,24.74,4.0075,24.2,25.4,4.1461
131.82,26.15,4.0043,24.43,25.4,4.1492
131.87,30.31,3.9996,24.12,25.4,4.1492
131.91,34.95,4.0075,24.36,25.4,4.1508
131.95,39.15,3.9996,24.36,25.4,4.1461
131.99,42.52,3.998,24.43,25.4,4.1492
132.03,45.32,4.0043,24.28,25.4,4.1445
132.08,47.18,3.9821,24.28,25.4,4.1492
132.12,47.91,4.0059,24.43,25.4,4.1476
132.17,48.45,4.0043,24.51,25.4,4.1445
132.21,48.79,4.0012,24.28,25.4,4.1476
132.25,49.06,4.0075,24.28,25.4,4.1429
132.29,49.23,4.0075,24.12,25.4,4.1476
132.33,49.28,4.0043,24.36,25.4,4.154
132.38,49.28,4.0075,24.28,25.4,4.1429
132.42,49.3,4.0107,24.36,25.4,4.1461
132.47,49.38,3.9821,24.2,25.3,4.1508
132.51,49.33,4.0012,24.43,25.4,4.1445
132.55,49.33,3.9996,24.36,25.4,4.1461
132.59,49.33,4.0059,24.2,25.4,4.1476
132.63,49.35,3.9996,24.36,25.4,4.1476
132.68,49.33,3.9996,24.28,25.4,4.1476
132.72,49.45,4.0043,24.28,25.4,4.1476
132.76,49.4,4.0059,24.36,25.4,4.1429
132.8,49.35,4.0059,24.2,25.4,4.1476
132.85,49.43,3.9852,24.2,25.4,4.1413
132.89,49.38,4.0059,24.2,25.4,4.1476
132.93,49.43,4.0028,24.36,25.4,4.1476
132.98,49.43,4.0028,24.12,25.4,4.1445
133.02,49.38,4.0028,24.36,25.4,4.1476
133.06,49.3,4.0043,24.12,25.4,4.1492
133.1,49.28,4.0107,24.28,25.4,4.1508
133.14,49.28,4.0043,24.28,25.4,4.1461
133.19,49.04,4.0075,24.12,25.4,4.1413
133.23,48.84,3.9773,24.36,25.3,4.1429
133.28,48.42,4.0123,24.2,25.4,4.1476
133.32,47.99,4.0028,24.75,25.4,4.1476
133.36,47.62,4.0091,24.2,25.4,4.1445
133.4,47.16,4.0075,24.36,25.4,4.1492
133.44,46.74,4.0028,24.28,25.4,4.1461
133.49,46.25,4.0043,24.36,25.4,4.1476
133.53,45.86,4.0028,24.36,25.4,4.1492
133.58,45.52,3.9805,24.04,25.4,4.1413
133.62,45.49,4.0075,24.36,25.3,4.1461
133.66,45.4,4.0012,24.28,25.4,4.1445
133.7,45.49,3.998,24.43,25.4,4.1429
133.74,45.62,3.998,24.12,25.4,4.1461
133.79,45.64,4.0028,24.2,25.4,4.1524
133.83,45.62,4.0075,24.2,25.4,4.1476
133.89,45.67,3.9836,24.12,25.4,4.1461
133.93,45.57,3.9821,24.2,25.4,4.1445
133.98,45.64,3.9805,24.28,25.4,4.1461
134.02,45.69,4.0012,24.12,25.4,4.1476
134.06,45.57,4.0028,24.12,25.3,4.1492
134.1,45.64,4.0059,24.28,25.4,4.1445
134.15,45.62,4.0043,24.43,25.4,4.1476
134.19,45.64,4.0075,24.2,25.4,4.1429
134.23,45.57,4.0043,24.36,25.4,4.1492
134.27,45.64,4.0091,24.28,25.4,4.1492
134.31,45.67,4.0107,24.36,25.4,4.1429
134.36,45.69,3.9773,24.36,25.4,4.1508
134.41,45.54,3.9996,24.28,25.4,4.1429
134.45,45.54,4.0059,24.28,25.4,4.1445
134.49,45.49,4.0075,24.04,25.4,4.1476
134.53,45.49,4.0059,24.43,25.3,4.1429
134.57,45.52,4.0075,24.43,25.4,4.1461
134.62,45.54,3.9996,24.36,25.4,4.1461
134.66,45.57,4.0059,24.2,25.4,4.1461
134.7,45.52,4.0059,24.43,25.4,4.1413
134.75,45.54,3.9836,24.43,25.4,4.1476
134.79,45.64,4.0043,24.2,25.4,4.1476
134.83,45.62,4.0075,24.2,25.4,4.1445
134.87,45.64,4.0059,24.12,25.4,4.1524
134.92,45.62,4.0012,24.2,25.4,4.1492
134.96,45.57,4.0075,24.28,25.4,4.1461
135.0,45.59,4.0075,24.28,25.4,4.1461
135.04,45.64,4.0091,24.2,25.4,4.1461
135.08,45.69,4.0075,24.36,25.4,4.1461
135.13,45.64,3.9757,24.2,25.4,4.1461
135.17,45.62,4.0028,24.04,25.4,4.1445
135.22,45.62,4.0028,24.36,25.4,4.1476
135.26,45.67,4.0107,24.28,25.4,4.1476
135.3,45.67,4.0091,24.28,25.4,4.1461
135.34,45.67,4.0059,24.43,25.4,4.1508
135.38,45.64,4.0091,24.43,25.4,4.1445
135.43,45.64,4.0059,24.43,25.4,4.1492
135.47,45.54,4.0012,24.36,25.4,4.1445
135.52,45.57,3.9852,24.04,25.4,4.1429
135.56,45.64,4.0059,24.36,25.4,4.1445
135.6,45.57,4.0028,24.36,25.4,4.1476
135.64,45.62,4.0012,24.2,25.4,4.1508
135.68,45.54,3.9964,24.51,25.4,4.1445
135.73,45.62,3.9996,24.12,25.4,4.1461
135.77,45.62,4.0012,24.36,25.4,4.1476
135.81,45.74,4.0059,24.43,25.4,4.1492
135.86,45.71,3.9805,24.04,25.4,4.1429
135.9,45.67,4.0043,24.12,25.4,4.1461
135.94,45.74,4.0028,24.2,25.4,4.1492
135.98,45.67,4.0012,24.51,25.4,4.1492
136.03,45.69,3.9964,24.04,25.4,4.1461
136.07,45.67,4.0028,24.43,25.4,4.1524
136.11,45.69,4.0075,24.36,25.4,4.1429
136.15,45.69,4.0107,24.28,25.4,4.1429
136.19,45.62,4.0043,24.36,25.4,4.1429
136.24,45.62,3.9821,24.28,25.4,4.1461
136.28,45.71,4.0059,24.28,25.4,4.1445
136.32,45.71,3.9996,24.43,25.4,4.1445
136.37,45.52,4.0059,24.28,25.4,4.1476
136.41,45.4,4.0107,24.2,25.4,4.1429
136.45,45.23,3.9996,24.36,25.4,4.1476
136.49,44.93,3.998,24.12,25.4,4.1461
136.53,44.76,4.0059,24.43,25.4,4.1492
136.58,44.42,4.0012,24.28,25.4,4.1492
136.62,44.32,3.9805,24.12,25.4,4.1461
136.67,44.05,3.998,24.36,25.4,4.1461
136.71,44.03,4.0075,24.59,25.4,4.1461
136.75,44.15,4.0059,24.12,25.4,4.1476
136.79,44.42,4.0043,24.04,25.4,4.1476
136.83,45.05,4.0043,24.36,25.4,4.1445
136.88,45.81,4.0059,24.28,25.4,4.1476
136.92,46.59,4.0028,24.28,25.4,4.1492
136.96,47.33,4.0043,24.2,25.4,4.1429
137.01,47.96,3.9789,24.28,25.4,4.1461
137.05,48.52,4.0075,24.28,25.4,4.1508
137.09,48.79,4.0028,24.36,25.4,4.1476
137.13,49.18,4.0123,24.36,25.4,4.1492
137.18,49.3,4.0012,24.36,25.4,4.1445
