Time [s],Light,USB,TMP36 [C],TC [C],Batt [V]
137.22,49.35,4.0059,24.2,25.4,4.1445
137.26,49.21,4.0028,24.36,25.4,4.1508
137.3,49.35,4.0059,24.28,25.4,4.1476
137.34,49.28,4.0075,24.2,25.4,4.1492
137.39,49.38,3.9821,24.36,25.4,4.1492
137.43,49.33,4.0012,24.2,25.4,4.1461
137.48,49.33,4.0075,24.12,25.4,4.1461
137.52,49.38,4.0059,24.28,25.4,4.1461
137.56,49.43,4.0028,24.28,25.4,4.1461
137.6,49.47,4.0059,24.04,25.4,4.1445
137.64,49.45,4.0012,24.2,25.4,4.1476
137.69,49.38,4.0059,23.96,25.4,4.1476
137.73,49.38,3.9996,24.28,25.4,4.1429
137.78,49.4,3.9836,24.28,25.4,4.1476
137.82,49.4,3.998,24.28,25.4,4.1429
137.86,49.35,4.0059,24.2,25.4,4.1445
137.92,49.38,3.9789,24.12,25.4,4.1413
137.97,49.43,3.9805,24.04,25.4,4.1445
138.01,49.38,3.9836,24.12,25.3,4.1461
138.05,49.35,3.9773,24.12,25.4,4.1508
138.09,49.33,3.9852,24.43,25.4,4.1445
138.14,49.13,3.9773,24.36,25.4,4.1445
138.18,49.04,4.0075,24.36,25.4,4.1524
138.22,48.69,4.0059,24.36,25.3,4.1492
138.27,48.25,4.0059,24.2,25.3,4.1476
138.31,47.74,4.0075,24.04,25.3,4.1476
138.35,47.23,4.0091,24.43,25.3,4.1445
138.39,46.69,4.0091,24.36,25.3,4.1492
138.43,46.15,4.0028,24.2,25.4,4.1445
138.48,45.64,4.0059,24.36,25.3,4.1413
138.52,44.88,3.9836,24.36,25.4,4.1492
138.57,44.37,4.0012,24.51,25.3,4.1492
138.61,43.81,3.9996,24.51,25.4,4.1508
138.65,43.52,4.0028,24.43,25.4,4.1429
138.69,43.52,4.0043,24.36,25.4,4.1508
138.73,43.42,4.0059,24.28,25.3,4.1461
138.78,43.52,4.0075,24.04,25.4,4.1445
138.82,43.76,4.0091,24.2,25.4,4.1476
138.86,44.0,4.0059,24.36,25.4,4.1461
138.91,43.96,3.9821,24.43,25.4,4.1492
138.95,43.98,4.0043,24.28,25.4,4.1413
138.99,43.93,3.9996,24.28,25.4,4.1524
139.03,43.96,3.9996,24.51,25.4,4.1429
139.08,44.03,4.0059,24.28,25.4,4.1492
139.12,44.0,4.0059,24.28,25.4,4.1476
139.16,43.76,4.0059,24.36,25.4,4.1508
139.2,43.35,4.0091,24.2,25.4,4.1445
139.24,43.2,4.0091,24.43,25.4,4.1492
139.29,43.25,3.9805,24.12,25.4,4.1461
139.33,43.35,4.0059,24.2,25.4,4.1476
139.38,43.32,4.0043,24.43,25.4,4.1492
139.42,43.39,4.0059,24.2,25.4,4.1429
139.46,43.32,4.0012,24.36,25.4,4.1445
139.5,43.32,4.0028,24.36,25.4,4.1461
139.54,43.39,4.0012,24.36,25.4,4.1476
139.59,43.54,4.0043,24.2,25.4,4.1476
139.63,43.52,4.0059,24.43,25.4,4.1476
139.68,43.64,3.9805,24.51,25.4,4.1476
139.72,43.93,4.0091,24.43,25.4,4.1492
139.76,44.52,4.0059,24.12,25.4,4.1492
139.8,45.23,4.0059,24.43,25.4,4.1461
139.84,45.98,4.0028,24.43,25.4,4.1476
139.89,46.64,4.0028,24.2,25.4,4.1461
139.93,47.16,3.9996,24.28,25.4,4.1492
139.97,47.72,4.0043,24.12,25.4,4.1508
140.02,47.86,4.0028,24.51,25.4,4.1397
140.06,48.23,3.9836,24.2,25.4,4.1429
140.1,48.5,4.0043,24.2,25.4,4.1476
140.14,48.6,4.0043,24.51,25.4,4.1445
140.19,48.94,4.0043,24.28,25.4,4.1429
140.23,49.16,4.0059,24.28,25.4,4.1524
140.27,49.28,4.0059,24.12,25.4,4.1461
140.31,49.38,4.0075,24.28,25.4,4.1445
140.35,49.47,4.0107,24.28,25.4,4.1508
140.4,49.6,3.9852,23.96,25.4,4.1429
140.44,49.65,4.0107,24.51,25.4,4.1461
140.49,49.69,4.0075,24.36,25.4,4.1445
140.53,49.62,4.0059,24.28,25.4,4.1461
140.57,49.72,4.0075,24.36,25.4,4.1445
140.61,49.69,4.0059,24.2,25.4,4.1461
140.65,49.74,4.0075,24.36,25.4,4.1476
140.7,49.67,4.0075,24.51,25.4,4.1445
140.74,49.72,4.0075,24.59,25.4,4.1492
140.79,49.69,3.9836,24.28,25.4,4.1508
140.83,49.67,4.0075,24.36,25.4,4.1461
140.87,49.72,3.998,24.28,25.4,4.1476
140.91,49.69,4.0028,24.36,25.4,4.1492
140.95,49.72,4.0075,24.28,25.4,4.1429
141.0,49.74,4.0028,24.12,25.4,4.1524
141.04,49.69,4.0091,24.59,25.4,4.1492
141.08,49.77,4.0043,24.43,25.4,4.1476
141.12,49.77,4.0075,24.51,25.4,4.1429
141.17,49.72,3.9836,24.51,25.4,4.1476
141.21,49.74,4.0107,24.2,25.4,4.1476
141.25,49.72,4.0028,24.12,25.4,4.1429
141.3,49.69,4.0091,24.36,25.4,4.1492
141.34,49.69,4.0028,24.59,25.4,4.1508
141.38,49.74,4.0091,24.2,25.4,4.1461
141.42,49.74,4.0059,24.36,25.4,4.1476
141.46,49.77,4.0043,24.43,25.4,4.1508
141.51,49.74,4.0075,24.2,25.4,4.1445
141.55,49.72,3.9836,24.2,25.4,4.1445
141.6,49.74,4.0091,24.2,25.4,4.1508
141.64,49.74,4.0043,24.43,25.4,4.1476
141.68,49.74,4.0028,24.12,25.4,4.1476
141.72,49.74,4.0043,24.43,25.4,4.1492
141.76,49.77,4.0075,24.43,25.4,4.1461
141.81,49.72,4.0059,24.12,25.4,4.1492
141.85,49.77,3.9996,24.28,25.4,4.1508
141.9,49.79,4.0028,24.36,25.4,4.1476
141.96,49.72,3.9773,24.2,25.4,4.1429
142.0,49.82,3.9773,24.12,25.4,4.1429
142.04,49.77,3.9868,24.51,25.3,4.1476
142.09,49.82,3.9868,24.36,25.4,4.1445
142.13,49.87,3.9789,24.28,25.4,4.1492
142.17,49.77,3.9821,24.36,25.4,4.1461
142.21,49.82,3.9805,24.28,25.4,4.1461
142.25,49.74,3.9852,24.28,25.4,4.1461
142.3,49.77,3.9805,24.43,25.4,4.1476
142.34,49.82,3.9836,24.43,25.3,4.154
142.39,49.77,4.0075,24.51,25.3,4.1492
142.43,49.77,4.0059,24.43,25.4,4.1461
142.47,49.77,4.0059,24.28,25.4,4.1445
142.51,49.69,4.0059,24.43,25.3,4.1492
142.55,49.82,4.0059,24.28,25.4,4.1492
142.6,49.74,3.9996,24.43,25.4,4.1508
142.64,49.77,4.0075,24.28,25.4,4.1461
142.69,49.74,3.9789,24.12,25.4,4.1461
142.73,49.79,4.0075,24.36,25.4,4.1492
142.77,49.74,4.0075,24.28,25.4,4.1524
142.81,49.84,3.9996,24.28,25.4,4.1492
142.85,49.79,3.9964,24.36,25.4,4.1429
142.9,49.67,4.0012,24.43,25.3,4.1476
142.94,49.77,4.0012,24.43,25.4,4.1476
142.98,49.77,4.0059,24.51,25.4,4.1476
143.02,49.77,4.0043,24.43,25.4,4.1413
143.07,49.77,3.9789,24.43,25.4,4.1476
143.11,49.74,4.0059,24.28,25.3,4.1445
143.15,49.77,3.9996,24.12,25.3,4.1397
143.2,49.69,3.9996,24.28,25.4,4.1461
143.24,49.82,4.0059,24.36,25.3,4.1492
143.28,49.77,4.0059,24.2,25.4,4.1445
143.32,49.74,4.0091,24.28,25.4,4.1476
143.36,49.77,4.0075,24.59,25.3,4.1461
143.41,49.72,4.0059,24.43,25.3,4.1508
143.45,49.77,3.9821,24.28,25.3,4.1508
143.5,49.77,4.0043,24.36,25.3,4.1461
143.54,49.72,4.0059,24.36,25.3,4.1445
143.58,49.72,4.0059,24.28,25.3,4.1461
143.62,49.79,4.0028,24.51,25.3,4.1445
143.66,49.82,4.0043,24.04,25.4,4.1492
143.71,49.72,4.0043,24.43,25.3,4.1445
143.75,49.79,4.0012,24.04,25.3,4.1492
143.79,49.72,4.0028,24.04,25.3,4.1461
143.84,49.74,3.9836,24.2,25.3,4.1461
143.88,49.74,4.0059,24.51,25.4,4.1476
143.92,49.72,4.0028,24.43,25.4,4.1476
143.96,49.84,3.9996,24.43,25.3,4.1476
144.01,49.77,4.0043,24.28,25.3,4.1492
144.05,49.74,4.0012,24.51,25.3,4.1445
144.09,49.77,4.0028,24.36,25.3,4.1461
144.13,49.74,4.0059,24.2,25.3,4.1508
144.18,49.77,4.0043,24.43,25.3,4.1429
144.22,49.79,3.9773,24.59,25.4,4.1461
144.26,49.79,4.0107,24.36,25.3,4.1492
144.31,49.79,4.0059,24.28,25.3,4.1445
144.35,49.72,4.0091,24.43,25.3,4.1445
144.39,49.77,4.0075,24.43,25.3,4.1492
144.43,49.82,4.0028,24.2,25.3,4.1476
144.47,49.82,4.0028,24.36,25.3,4.1476
144.52,49.72,3.998,24.12,25.3,4.1476
144.56,49.77,3.9789,23.96,25.3,4.1429
144.61,49.74,4.0043,24.2,25.3,4.1461
144.65,49.79,4.0059,24.28,25.3,4.1492
144.69,49.74,3.9996,24.28,25.3,4.1445
144.73,49.74,4.0043,24.36,25.3,4.1445
144.77,49.79,3.9996,24.43,25.3,4.1461
144.82,49.84,4.0059,24.36,25.3,4.1461
144.86,49.79,4.0043,24.43,25.3,4.1429
144.9,49.77,4.0043,24.51,25.3,4.1476
144.95,49.69,3.9805,24.43,25.3,4.1445
144.99,49.55,4.0059,24.43,25.3,4.1445
145.03,49.43,3.9996,24.36,25.3,4.1461
145.07,49.11,4.0059,24.59,25.3,4.1445
145.12,48.84,4.0123,24.36,25.3,4.1476
145.16,48.55,4.0043,24.43,25.3,4.1508
145.2,48.25,4.0059,24.43,25.3,4.154
145.24,47.89,4.0028,24.2,25.3,4.1492
145.28,47.59,4.0075,24.36,25.3,4.1413
145.33,47.33,3.9805,24.28,25.3,4.1461
145.37,47.28,4.0043,24.28,25.3,4.1476
145.42,47.33,4.0028,24.28,25.3,4.1492
145.46,47.5,4.0012,24.36,25.3,4.1429
145.5,47.5,4.0091,24.28,25.3,4.1508
145.54,47.37,4.0043,24.36,25.3,4.1476
145.58,47.33,4.0028,24.28,25.3,4.1476
145.63,47.45,4.0075,24.12,25.3,4.1492
145.67,47.35,4.0075,24.36,25.3,4.1461
145.72,47.23,3.9805,24.36,25.3,4.1508
145.76,46.96,4.0059,24.28,25.3,4.1476
145.8,46.69,4.0012,24.28,25.3,4.1492
145.84,46.42,4.0091,24.28,25.3,4.1492
145.88,46.35,4.0043,24.59,25.3,4.1397
145.93,46.52,4.0075,24.51,25.3,4.1445
145.99,46.57,3.9821,23.88,25.3,4.1445
146.03,46.76,3.9805,24.28,25.3,4.1445
146.07,46.67,3.9836,24.51,25.3,4.1413
146.12,46.76,3.9821,24.36,25.3,4.1476
146.16,46.64,4.0043,24.43,25.3,4.1476
146.2,46.67,4.0043,24.2,25.3,4.1492
146.24,46.5,4.0059,24.43,25.3,4.1413
146.29,46.59,4.0043,24.2,25.3,4.1461
146.33,46.67,4.0028,24.36,25.3,4.1492
146.37,46.69,3.9964,24.36,25.3,4.1476
146.41,46.69,4.0043,24.2,25.3,4.1492
146.46,46.74,4.0107,24.28,25.3,4.1429
146.5,46.67,3.9868,24.59,25.3,4.1492
146.55,46.57,4.0012,24.67,25.3,4.1445
146.59,46.52,4.0043,24.12,25.3,4.1461
146.63,46.54,4.0043,24.43,25.3,4.1476
146.67,46.54,3.998,24.51,25.3,4.1445
146.71,46.47,3.998,24.59,25.3,4.1476
146.76,46.47,4.0043,24.43,25.3,4.1476
146.8,46.59,4.0043,24.28,25.3,4.1461
146.85,46.59,3.9805,24.12,25.3,4.1445
146.89,46.57,3.9996,24.28,25.3,4.1476
146.93,46.54,4.0075,24.2,25.3,4.1476
146.97,46.62,4.0012,24.36,25.3,4.1445
147.01,46.62,3.9996,24.12,25.3,4.1492
147.06,46.64,4.0091,24.36,25.4,4.1397
147.1,46.69,4.0059,24.59,25.3,4.1492
147.14,46.62,4.0059,24.2,25.3,4.1476
147.18,46.54,4.0043,24.28,25.3,4.1461
147.23,46.54,3.9821,24.36,25.3,4.1476
147.27,46.62,4.0059,24.36,25.3,4.1461
147.31,46.62,4.0043,24.2,25.3,4.1476
147.36,46.62,4.0075,24.43,25.3,4.1413
147.4,46.52,4.0012,24.43,25.3,4.1445
147.44,46.67,4.0075,24.2,25.3,4.1508
147.48,46.62,4.0059,24.43,25.3,4.1476
147.52,46.57,4.0075,24.2,25.3,4.1492
147.57,46.52,4.0059,24.36,25.4,4.1381
147.61,46.54,3.9836,24.28,25.3,4.1413
147.66,46.59,4.0075,24.28,25.3,4.1445
147.7,46.54,4.0028,24.43,25.4,4.1461
147.74,46.62,3.998,24.36,25.3,4.1461
147.78,46.59,4.0012,24.43,25.3,4.1397
147.82,46.59,3.9964,24.36,25.3,4.1429
147.87,46.59,4.0059,24.36,25.3,4.1492
147.91,46.59,4.0028,24.12,25.3,4.1445
147.95,46.62,4.0059,24.36,25.3,4.1476
148.0,46.59,3.9805,24.36,25.3,4.1476
148.04,46.62,3.9996,24.12,25.3,4.1461
148.08,46.62,4.0059,24.43,25.3,4.1476
148.12,46.62,4.0059,24.28,25.3,4.1461
148.17,46.57,4.0028,24.28,25.3,4.1492
148.21,46.67,4.0091,24.2,25.4,4.1492
148.25,46.67,4.0012,24.2,25.3,4.1445
148.29,46.67,4.0059,24.28,25.3,4.1476
148.33,46.57,4.0028,24.51,25.3,4.1429
148.38,46.62,3.9805,24.36,25.3,4.1476
148.42,46.57,4.0123,24.36,25.3,4.1508
148.46,46.62,4.0091,24.36,25.4,4.1445
148.51,46.64,4.0059,24.28,25.3,4.1461
148.55,46.76,4.0043,24.12,25.3,4.1429
148.59,46.76,4.0043,24.36,25.3,4.1492
148.63,46.76,3.998,24.59,25.4,4.1461
148.67,46.72,4.0075,24.43,25.4,4.1508
148.72,46.62,4.0059,24.51,25.3,4.1461
148.76,46.59,3.9836,23.88,25.4,4.1461
148.81,46.64,4.0059,24.36,25.3,4.1492
148.85,46.5,4.0012,24.28,25.3,4.1429
148.89,46.47,4.0043,24.2,25.3,4.1476
148.93,46.47,4.0043,24.28,25.4,4.1445
148.97,46.57,4.0012,24.2,25.4,4.1445
149.02,46.54,3.9996,24.12,25.3,4.1492
149.06,46.57,4.0075,24.51,25.3,4.1524
149.11,46.4,3.9805,24.04,25.4,4.1476
149.15,46.28,4.0059,24.2,25.4,4.1508
149.19,46.32,4.0043,24.36,25.3,4.1476
149.23,46.25,4.0043,24.28,25.4,4.1445
149.27,46.2,4.0059,24.43,25.4,4.1461
149.32,46.15,4.0059,24.51,25.4,4.1476
149.36,46.28,4.0028,24.2,25.4,4.1476
149.4,46.37,4.0075,24.28,25.4,4.1476
149.44,46.3,4.0059,24.43,25.4,4.1397
149.49,46.32,3.9805,24.36,25.4,4.1461
149.53,46.15,4.0107,24.2,25.4,4.1476
149.57,46.13,3.9996,24.36,25.4,4.1461
149.62,46.23,4.0012,24.43,25.4,4.1476
149.66,46.28,4.0028,24.51,25.4,4.1413
149.7,46.42,4.0075,24.28,25.4,4.1445
149.74,46.35,4.0059,24.04,25.4,4.1492
149.78,46.25,3.9964,24.51,25.4,4.1429
149.83,46.2,3.9964,24.28,25.4,4.1476
149.87,46.13,3.9805,24.36,25.4,4.1508
149.92,46.13,4.0028,24.36,25.4,4.1508
149.96,45.91,4.0028,24.12,25.4,4.1476
150.02,45.89,3.9821,24.12,25.4,4.1476
150.06,45.59,3.9868,24.12,25.4,4.1461
150.11,44.98,3.9805,24.28,25.4,4.1445
150.15,44.98,3.9852,24.2,25.4,4.1429
150.19,44.88,3.9868,24.43,25.4,4.1461
150.23,44.66,3.9836,24.28,25.4,4.1492
150.28,44.91,3.9821,24.51,25.4,4.1476
150.32,45.23,4.0075,24.36,25.3,4.1429
150.36,45.35,4.0043,24.36,25.4,4.1492
150.41,45.49,4.0028,24.12,25.4,4.1492
150.45,46.06,4.0075,24.28,25.4,4.1445
150.49,46.62,4.0075,24.28,25.4,4.1476
150.53,47.08,4.0091,24.36,25.4,4.1524
150.57,47.45,4.0012,24.43,25.4,4.1524
150.62,47.89,4.0075,24.59,25.4,4.1413
150.66,48.25,3.9805,24.51,25.4,4.1461
150.71,48.52,4.0043,24.28,25.4,4.1476
150.75,48.69,3.9996,24.2,25.4,4.1461
150.79,48.91,4.0075,24.12,25.4,4.1492
150.83,48.94,4.0012,24.2,25.4,4.1508
150.87,49.08,4.0059,24.43,25.4,4.1445
150.92,49.3,4.0043,24.36,25.4,4.1492
150.96,49.38,4.0012,24.2,25.4,4.1445
151.01,49.47,4.0043,24.51,25.4,4.1397
151.05,49.45,3.9836,24.36,25.4,4.1476
151.09,49.43,4.0091,24.28,25.4,4.1492
151.13,49.38,4.0043,24.36,25.4,4.1445
151.17,49.43,4.0091,24.12,25.4,4.1476
151.22,49.38,4.0075,24.04,25.4,4.1445
151.26,49.4,4.0059,24.2,25.4,4.1445
151.3,49.45,4.0012,23.96,25.4,4.1461
151.34,49.4,4.0012,24.36,25.4,4.1461
151.39,49.45,3.9757,24.04,25.4,4.1429
151.43,49.45,4.0075,24.36,25.4,4.1445
151.47,49.38,4.0091,24.12,25.4,4.1492
151.52,49.43,4.0075,24.28,25.4,4.1445
151.56,49.47,4.0107,24.2,25.4,4.1476
151.6,49.45,4.0043,24.2,25.4,4.1461
151.64,49.43,4.0028,24.28,25.4,4.1476
151.68,49.47,4.0075,24.36,25.4,4.1445
151.73,49.47,4.0043,24.36,25.4,4.1445
151.77,49.45,3.9836,24.43,25.4,4.1445
151.82,49.52,3.998,24.36,25.4,4.1492
151.86,49.5,4.0091,24.36,25.4,4.1461
151.9,49.47,4.0012,24.28,25.4,4.1492
151.94,49.5,4.0059,24.2,25.4,4.1476
151.98,49.5,4.0012,24.36,25.4,4.1476
152.03,49.57,3.9996,24.28,25.4,4.1445
152.07,49.47,4.0075,24.28,25.4,4.1492
152.11,49.5,3.9996,24.2,25.4,4.1429
152.16,49.45,3.9836,24.28,25.4,4.1476
152.2,49.47,4.0075,24.36,25.4,4.1461
152.24,49.4,4.0075,24.36,25.3,4.1492
152.28,49.45,4.0059,24.36,25.4,4.1524
152.33,49.4,4.0043,24.28,25.4,4.1413
152.37,49.4,4.0043,24.43,25.4,4.1476
152.41,49.43,4.0091,24.2,25.4,4.1461
152.45,49.5,4.0059,24.2,25.4,4.1476
152.49,49.62,4.0043,24.12,25.4,4.1461
152.54,49.67,3.9821,24.59,25.3,4.1476
152.58,49.67,4.0059,24.2,25.4,4.1461
152.63,49.65,4.0075,24.12,25.4,4.1492
152.67,49.72,4.0059,24.36,25.4,4.1461
152.71,49.74,4.0075,24.36,25.4,4.1492
152.75,49.84,4.0075,24.43,25.4,4.1476
152.79,49.84,4.0043,24.2,25.4,4.1492
152.84,49.79,4.0028,24.2,25.3,4.1476
152.88,49.89,4.0091,24.28,25.3,4.1413
152.93,49.87,3.9773,24.12,25.3,4.1461
152.97,49.91,4.0012,24.36,25.3,4.1429
153.01,49.91,4.0012,24.28,25.3,4.1461
153.05,49.91,4.0075,24.43,25.3,4.1476
153.09,49.91,3.9996,24.28,25.3,4.1492
153.14,49.91,3.9996,24.28,25.3,4.1476
153.18,49.96,4.0091,24.36,25.3,4.1524
153.22,49.96,4.0075,24.28,25.4,4.1413
153.27,49.94,4.0075,24.04,25.4,4.1413
153.31,49.99,3.9789,24.04,25.3,4.1476
153.35,49.84,4.0075,24.36,25.3,4.1508
153.39,49.99,3.9996,24.12,25.3,4.1461
153.44,49.96,4.0059,24.2,25.3,4.1461
153.48,49.94,4.0091,24.28,25.4,4.1476
153.52,49.99,4.0059,24.28,25.3,4.1492
153.56,49.94,4.0091,24.04,25.3,4.1476
153.6,49.96,3.998,24.28,25.4,4.1492
153.65,49.94,3.9836,23.96,25.4,4.1461
153.69,49.94,4.0012,24.28,25.3,4.1476
153.74,49.94,4.0059,24.51,25.3,4.1492
153.78,49.94,4.0059,24.51,25.3,4.1476
153.82,49.96,4.0091,24.2,25.3,4.1492
153.86,49.89,4.0075,24.36,25.3,4.1508
153.9,49.99,4.0028,24.36,25.3,4.1445
153.95,49.94,4.0059,24.28,25.3,4.1445
153.99,49.91,3.9996,24.28,25.3,4.1461
154.06,49.94,3.9821,24.04,25.3,4.1476
154.1,49.89,3.9852,24.36,25.3,4.1461
154.14,49.91,3.9789,24.51,25.3,4.1461
154.18,49.94,3.9836,24.2,25.3,4.1413
154.23,49.89,3.9836,24.36,25.3,4.1445
154.27,50.01,3.9868,24.36,25.3,4.1476
154.31,50.01,3.9821,24.2,25.3,4.1445
154.35,49.91,3.9821,24.36,25.3,4.1476
154.39,49.94,3.9884,24.2,25.3,4.1429
154.46,49.96,3.9836,24.2,25.3,4.1413
154.5,49.96,3.9996,24.12,25.3,4.1476
154.54,49.94,4.0012,24.43,25.3,4.1445
154.58,49.91,4.0059,24.43,25.3,4.1476
154.62,49.96,4.0059,24.28,25.3,4.1476
154.67,49.91,4.0012,23.96,25.3,4.1445
154.71,49.96,3.9996,24.04,25.3,4.1476
154.75,49.96,4.0028,24.2,25.3,4.1445
154.79,49.91,4.0043,24.36,25.3,4.1397
154.84,49.91,3.9852,24.28,25.3,4.1476
154.88,49.96,4.0075,24.43,25.3,4.1461
154.92,49.94,4.0059,24.43,25.3,4.1429
154.97,49.94,4.0028,24.28,25.3,4.1461
155.01,49.87,4.0028,24.28,25.3,4.1476
155.05,49.96,4.0043,24.12,25.3,4.1476
155.09,49.94,4.0043,24.43,25.3,4.1508
155.13,49.96,4.0043,24.12,25.3,4.1476
155.18,49.96,4.0075,24.2,25.3,4.1429
155.22,49.87,3.9836,24.12,25.3,4.1492
155.27,49.89,4.0059,24.28,25.3,4.1461
155.31,49.91,4.0043,24.28,25.3,4.1429
155.35,49.96,4.0043,24.12,25.3,4.1476
155.39,49.91,4.0091,24.28,25.3,4.1461
155.43,49.94,4.0059,24.51,25.3,4.1492
155.48,49.89,4.0059,24.28,25.3,4.1461
155.52,49.94,3.9996,24.28,25.3,4.1492
155.57,49.94,3.9789,23.96,25.3,4.1461
155.61,49.94,4.0059,24.36,25.3,4.1461
155.65,49.87,4.0059,24.59,25.3,4.1476
155.69,49.87,4.0012,24.36,25.3,4.1476
155.73,49.91,4.0059,24.36,25.3,4.1445
155.78,49.79,4.0028,24.36,25.3,4.1461
155.82,49.82,4.0059,24.36,25.3,4.1492
155.86,49.74,4.0012,24.28,25.3,4.1508
155.9,49.72,4.0043,24.28,25.3,4.1413
155.95,49.82,3.9836,24.2,25.3,4.1492
155.99,49.79,4.0012,24.28,25.3,4.1429
156.03,49.84,4.0075,24.2,25.3,4.1476
156.08,49.77,4.0059,24.28,25.3,4.1476
156.12,49.94,4.0043,24.43,25.3,4.1476
156.16,49.89,4.0075,24.12,25.3,4.1476
156.2,49.77,4.0012,24.28,25.3,4.1476
156.24,49.84,4.0059,24.2,25.3,4.1461
156.29,49.84,4.0091,24.36,25.3,4.1413
156.33,49.82,3.9821,24.28,25.3,4.1445
156.38,49.82,4.0059,24.2,25.3,4.1461
156.42,49.57,3.9996,24.28,25.3,4.1476
156.46,49.01,4.0043,24.28,25.3,4.1461
156.5,48.96,4.0028,24.04,25.3,4.1461
156.54,49.26,4.0012,24.04,25.3,4.1476
156.59,49.52,3.9996,24.12,25.3,4.1476
156.63,49.52,4.0059,24.28,25.3,4.1492
156.67,49.43,4.0012,24.28,25.3,4.1445
156.72,49.3,3.9805,24.36,25.3,4.1476
156.76,49.33,3.998,24.28,25.3,4.1461
156.8,49.23,4.0075,24.28,25.3,4.1492
156.84,49.18,3.9996,24.51,25.3,4.1429
156.89,49.21,4.0043,24.43,25.3,4.1445
156.93,49.23,4.0059,24.28,25.3,4.1445
156.97,49.3,4.0043,24.28,25.3,4.1476
157.01,49.28,4.0012,24.28,25.3,4.1476
157.05,49.33,4.0059,24.43,25.3,4.1492
157.1,49.47,3.9805,24.28,25.3,4.1492
157.14,49.35,4.0059,24.43,25.3,4.1429
157.19,49.38,4.0043,24.36,25.3,4.1476
157.23,49.47,4.0059,24.43,25.3,4.1445
157.27,49.55,4.0059,24.2,25.3,4.1445
157.31,49.47,4.0012,24.2,25.3,4.1476
157.35,49.47,3.9996,24.28,25.3,4.1461
157.4,49.45,4.0075,24.36,25.3,4.1476
157.44,49.47,4.0059,24.36,25.3,4.1445
157.49,49.4,3.9805,24.43,25.3,4.1492
157.53,49.35,3.998,24.28,25.3,4.1445
157.57,49.4,4.0075,24.36,25.3,4.1461
157.61,49.35,3.9996,24.12,25.3,4.1461
157.65,49.4,4.0028,24.36,25.3,4.1476
157.7,49.4,4.0043,24.36,25.3,4.1476
157.74,49.43,4.0028,24.59,25.3,4.1476
157.78,49.43,4.0028,24.04,25.3,4.1445
157.83,49.52,3.9821,24.12,25.3,4.1445
157.87,49.5,4.0012,24.12,25.3,4.1445
157.91,49.43,4.0059,24.28,25.3,4.1461
157.95,49.45,4.0059,24.36,25.3,4.1492
158.0,49.5,3.998,24.2,25.3,4.1429
158.06,49.57,3.9789,24.04,25.3,4.1461
158.1,49.67,3.9821,24.2,25.3,4.1461
158.14,49.62,3.9805,24.36,25.3,4.1492
158.18,49.62,3.9821,24.28,25.3,4.1429
158.23,49.43,3.9805,24.51,25.3,4.1508
158.27,49.26,4.0091,24.28,25.3,4.1492
158.31,49.13,4.0012,24.2,25.3,4.1397
158.36,49.18,4.0043,24.28,25.3,4.1476
158.4,49.45,4.0012,24.28,25.3,4.1445
158.44,49.6,4.0091,24.2,25.3,4.1476
158.48,49.47,4.0059,24.04,25.3,4.1461
158.52,49.33,4.0043,24.28,25.3,4.1461
158.57,49.33,4.0059,24.36,25.3,4.1445
158.62,49.35,3.9836,24.28,25.3,4.1476
158.66,49.4,3.9996,24.28,25.3,4.1445
158.7,49.47,4.0059,24.28,25.3,4.1413
158.74,49.43,3.9996,24.12,25.3,4.1461
158.78,49.57,3.9996,24.04,25.3,4.1445
158.83,49.5,4.0075,24.28,25.3,4.1476
158.87,49.55,4.0012,24.51,25.3,4.1461
158.91,49.6,4.0075,24.43,25.3,4.1492
158.95,49.57,4.0059,24.2,25.3,4.1413
159.0,49.65,3.9836,24.43,25.3,4.1445
159.04,49.67,4.0075,24.28,25.3,4.1492
159.08,49.62,4.0075,24.2,25.3,4.1461
159.13,49.62,4.0028,24.2,25.3,4.1492
159.17,49.67,4.0075,24.28,25.3,4.1476
159.21,49.6,4.0091,24.04,25.3,4.1445
159.25,49.67,4.0091,24.28,25.3,4.1492
159.29,49.6,4.0028,24.28,25.3,4.1461
159.34,49.6,4.0028,24.28,25.3,4.1445
159.38,49.57,3.9852,24.28,25.3,4.1461
159.43,49.62,4.0043,24.2,25.3,4.1508
159.47,49.6,4.0107,24.28,25.3,4.1476
159.51,49.65,4.0028,24.2,25.3,4.1445
159.55,49.65,4.0059,24.04,25.3,4.1476
159.59,49.62,4.0075,24.43,25.3,4.1492
159.64,49.69,4.0043,24.28,25.3,4.1461
159.68,49.72,4.0012,24.28,25.3,4.1508
159.73,49.65,3.998,24.28,25.3,4.1413
159.77,49.65,3.9821,24.2,25.3,4.1461
159.81,49.65,3.9996,24.2,25.3,4.1429
159.85,49.67,3.9996,24.28,25.3,4.1461
159.89,49.65,4.0028,24.2,25.3,4.1429
159.94,49.69,4.0012,24.36,25.3,4.1476
159.98,49.65,4.0028,24.2,25.3,4.1445
160.02,49.72,3.9996,24.36,25.3,4.1445
160.06,49.67,3.9996,24.28,25.3,4.1476
160.11,49.67,3.9757,24.12,25.3,4.1429
160.15,49.69,4.0075,24.28,25.3,4.1476
160.19,49.74,3.998,24.43,25.3,4.1445
160.24,49.77,3.9996,23.96,25.3,4.1445
