Time [us], A0, A1
7759368,698,400
7762108,699,401
7764824,698,400
7767564,699,400
7770288,698,393
7773012,694,393
7775744,701,400
7778464,703,401
7781192,702,400
7783928,700,401
7786648,702,393
7789368,704,392
7792096,704,400
7794824,704,401
7797544,702,401
7800276,704,401
7803000,706,394
7805720,706,392
7808448,705,398
7811168,706,401
7813896,706,401
7816632,709,400
7819352,708,395
7822072,707,392
7824808,708,397
7827528,709,401
7830256,707,400
7832992,711,400
7835720,712,395
7838448,710,392
7841176,712,396
7843912,713,401
7846640,712,401
7849368,714,400
7852096,713,396
7854824,713,392
7857560,712,395
7860284,714,400
7863008,714,400
7865744,715,401
7868472,727,397
7871192,715,392
7873928,715,394
7876656,717,401
7879376,717,400
7882104,720,400
7884832,716,398
7887548,719,393
7890272,718,393
7893000,719,400
7895720,720,400
7898448,720,401
7901168,717,400
7903900,722,393
7906636,721,393
7909352,722,400
7912080,723,401
7914816,723,401
7917536,722,400
7920272,722,393
7922992,723,393
7925720,724,400
7928448,725,401
7931176,726,400
7933912,724,400
7936648,726,394
7939376,726,392
7942096,725,399
7944832,725,400
7947568,727,400
7950292,727,401
7953024,727,394
7955744,734,392
7958456,730,398
7961184,731,401
7963904,730,401
7966624,728,401
7969352,729,395
7972072,731,392
7974800,733,397
7977528,732,401
7980256,734,401
7982976,733,401
7985712,736,395
7988424,735,392
7991144,735,396
7993876,736,401
7996600,735,401
7999324,737,401
8002056,736,396
8004776,740,392
8007496,737,395
8010216,737,400
8012936,736,400
8015664,739,401
8018388,738,397
8021104,740,393
8023832,739,394
8026560,741,400
8029288,741,401
8032008,741,400
8034736,740,399
8037456,743,393
8040180,743,393
8042912,744,400
8045640,744,401
8048360,744,400
8051080,744,400
8053816,746,393
8056536,743,393
8059256,747,400
8061984,746,401
8064712,747,401
8067448,747,401
8070184,745,393
8072912,748,392
8075640,749,400
8078368,748,401
8081088,749,401
8083816,749,401
8086536,751,393
8089248,751,392
8091984,753,399
8094716,753,401
8097452,751,401
8100168,752,400
8102896,753,394
8105632,759,392
8108364,756,398
8111080,755,400
8113808,757,401
8116536,754,401
8119256,758,395
8121992,760,392
8124720,758,396
8127448,758,401
8130184,757,401
8132912,760,401
8135640,762,396
8138368,756,392
8141096,765,396
8143824,762,400
8146560,763,401
8149284,763,400
8152008,764,396
8154736,765,392
8157464,765,395
8160176,767,401
8162912,768,400
8165640,767,401
8168344,768,398
8171064,769,392
8173792,772,394
8176512,771,400
8179240,770,401
8181968,773,401
8184680,770,399
8187408,770,392
8190136,772,393
8192856,775,400
8195592,775,401
8198308,774,400
8201032,774,400
8203764,777,393
8206480,775,392
8209192,776,400
8211920,775,401
8214648,776,400
8217368,778,400
8220096,780,393
8222824,780,392
8225544,783,400
8228264,782,401
8230992,780,401
8233712,782,401
8236448,781,394
8239176,785,392
8241904,783,399
8244632,785,401
8247360,784,401
8250080,785,401
8252816,786,394
8255536,788,392
8258248,789,398
8260988,786,401
8263720,790,401
8266448,789,401
8269168,789,395
8271896,789,392
8274624,790,396
8277352,788,401
8280080,790,400
8282800,791,401
8285528,793,396
8288248,791,392
8290984,792,396
8293712,793,401
8296432,795,401
8299160,795,400
8301896,797,397
8304616,795,392
8307344,796,395
8310072,796,401
8312792,797,401
8315520,797,401
8318248,798,398
8320976,800,392
8323696,800,394
8326416,800,400
8329136,797,400
8331872,801,401
8334592,802,399
8337316,803,392
8340048,805,393
8342768,805,400
8345492,806,401
8348216,802,401
8350936,807,400
8353668,806,393
8356392,809,392
8359112,808,400
8361832,809,401
8364552,809,401
8367296,806,401
8370016,810,394
8372744,812,392
8375464,810,400
8378184,812,401
8380912,814,401
8383640,812,401
8386360,813,394
8389080,810,392
8391808,815,399
8394528,818,401
8397248,816,401
8399968,820,401
8402696,820,395
8405424,819,392
8408144,819,397
8410872,820,400
8413600,819,400
8416324,821,400
8419048,818,395
8421776,821,392
8424504,823,396
8427224,823,401
8429952,822,401
8432680,824,400
8435400,824,396
8438124,824,393
8440848,824,395
8443568,826,400
8446292,825,400
8449008,827,400
8451736,828,397
8454464,826,392
8457184,829,394
8459920,829,400
8462648,830,401
8465372,831,401
8468096,831,399
8470824,835,393
8473544,833,393
8476264,833,401
8478992,832,401
8481720,834,401
8484456,834,400
8487176,836,393
8489896,832,393
8492632,835,400
8495352,836,401
8498072,837,401
8500800,837,401
8503520,836,394
8506232,838,392
8508968,838,400
8511688,839,401
8514412,841,401
8517144,839,401
8519876,841,394
8522600,845,392
8525324,843,399
8528056,844,401
8530768,842,401
8533496,844,401
8536216,845,394
8538944,844,392
8541676,844,398
8544392,845,401
8547112,846,401
8549848,848,401
8552568,848,395
8555292,849,392
8558016,849,396
8560744,848,401
8563464,849,401
8566184,850,401
8568912,849,395
8571632,850,392
8574352,863,395
8577088,852,401
8579808,852,401
8582528,852,401
8585256,853,397
8587976,851,392
8590704,854,395
8593432,855,400
8596152,853,401
8598888,855,401
8601624,857,398
8604344,855,393
8607064,858,394
8609800,856,400
8612520,857,401
8615240,856,401
8617960,857,399
8620692,856,393
8623420,858,393
8626136,858,400
8628872,859,401
8631600,860,401
8634332,859,400
8637064,862,393
8639796,861,393
8642520,861,400
8645248,860,401
8647976,862,401
8650704,862,401
8653432,863,394
8656144,864,393
8658872,861,400
8661600,864,401
8664324,864,401
8667048,864,401
8669776,864,394
8672504,863,392
8675224,865,399
8677952,866,401
8680680,866,401
8683404,866,401
8686128,869,395
8688856,868,392
8691584,868,398
8694320,869,401
8697032,868,401
8699760,867,401
8702488,869,395
8705208,868,392
8707936,869,396
8710676,866,401
8713400,868,400
8716120,870,401
8718856,870,396
8721576,870,392
8724300,870,395
8727032,867,400
8729752,875,400
8732480,872,401
8735200,873,397
8737928,875,392
8740648,874,394
8743376,875,400
8746104,874,401
8748824,876,401
8751548,876,398
8754264,872,393
8756992,875,394
8759728,875,400
8762456,875,401
8765184,876,401
8767912,875,399
8770640,877,393
8773360,879,393
8776088,877,400
8778816,878,401
8781536,878,401
8784272,879,400
8787008,879,393
8789736,880,393
8792464,880,400
8795192,881,401
8797912,880,401
8800648,882,401
8803376,879,394
8806092,881,392
8808828,881,400
8811560,882,401
8814272,883,401
8817008,881,401
8819744,883,394
8822464,882,392
8825184,884,399
8827920,882,401
8830640,883,401
8833368,885,401
8836088,883,395
8838824,885,392
8841544,887,397
8844264,885,401
8846992,885,401
8849724,886,401
8852440,886,395
8855168,886,392
8857904,885,396
8860632,885,401
8863360,888,401
8866088,890,401
8868808,889,396
8871536,895,392
8874256,888,395
8876984,889,401
8879720,888,400
8882440,890,401
8885160,889,397
8887888,888,392
8890608,892,394
8893336,891,400
8896056,892,401
8898784,894,401
8901496,894,398
8904216,892,392
8906944,892,393
8909664,894,400
8912392,894,401
8915104,894,401
8917832,895,400
8920572,896,393
8923296,896,393
8926016,895,400
8928744,896,401
8931464,898,401
8934192,897,400
8936928,897,393
8939656,897,393
8942384,898,400
8945104,899,401
8947824,899,401
8950544,899,401
8953272,900,394
8956000,900,392
8958720,899,399
8961448,901,401
8964168,904,401
8966888,901,401
8969616,904,394
8972340,903,392
8975068,903,398
8977800,903,401
8980528,903,401
8983248,904,401
8985984,903,395
8988712,900,392
8991432,903,397
8994160,904,401
8996896,906,401
8999624,904,401
9002352,901,396
9005088,900,392
9007816,905,396
9010536,905,401
9013264,905,401
9015984,907,401
9018712,905,397
9021432,909,392
9024160,907,395
9026896,906,401
9029624,907,401
9032348,907,401
9035072,908,397
9037800,907,393
9040528,909,394
9043248,908,401
9045976,909,401
9048704,908,401
9051440,910,399
9054160,910,392
9056888,910,393
9059624,910,400
9062348,910,401
9065072,911,401
9067792,910,400
9070516,911,393
9073244,910,393
9075968,912,400
9078696,913,401
9081424,915,400
9084144,912,400
9086872,913,393
9089608,913,392
9092332,915,400
9095056,915,401
9097792,913,401
9100520,913,401
9103240,914,394
9105968,920,392
9108696,916,399
9111424,915,400
9114152,916,401
9116880,916,401
9119608,915,394
9122340,915,392
9125056,918,398
9127784,917,401
9130512,918,401
9133240,917,401
9135960,919,395
9138688,920,392
9141408,919,397
9144136,919,401
9146872,919,401
9149592,919,401
9152316,920,396
9155048,919,392
9157776,919,396
9160496,920,400
9163216,920,401
9165944,923,401
9168664,921,397
9171392,921,393
9174112,922,395
9176840,922,401
9179576,922,401
9182300,922,401
9185024,922,398
9187764,923,393
9190480,922,394
9193200,923,401
9195936,924,401
9198664,925,401
9201376,923,399
9204104,924,393
9206832,924,394
9209552,925,400
9212284,924,400
9215016,926,401
9217744,927,400
9220472,928,393
9223200,924,393
9225928,926,400
9228656,926,401
9231384,927,401
9234104,927,401
9236836,926,393
9239544,928,393
9242272,929,400
9245000,927,401
9247720,927,401
9250448,928,401
9253168,928,394
9255896,930,392
9258632,928,399
9261352,926,401
9264072,927,401
9266808,927,401
9269528,927,395
9272248,928,392
9274976,928,398
9277700,928,401
9280424,928,400
9283144,928,401
9285872,926,395
9288600,928,392
9291332,930,396
9294056,928,401
9296784,929,401
9299504,930,401
9302224,932,396
9304952,929,392
9307680,930,395
9310408,930,401
9313136,929,401
9315872,930,401
9318600,931,397
9321324,929,393
9324048,932,394
9326776,931,401
9329504,931,401
9332232,932,401
9334968,930,398
9337696,931,393
9340424,932,394
9343160,931,401
9345888,933,401
9348616,931,401
9351352,931,399
9354080,931,393
9356816,932,393
9359544,934,401
9362272,933,401
9365000,931,401
9367736,934,400
9370468,935,393
9373192,939,393
9375928,933,400
9378656,932,401
9381376,933,401
9384104,934,401
9386832,934,394
9389560,935,393
9392280,934,400
9395008,934,401
9397744,934,401
9400472,935,401
9403200,934,394
9405936,934,392
9408656,935,399
9411376,937,401
9414096,936,401
9416824,936,401
9419552,935,394
9422292,935,392
9425020,935,398
9427736,935,401
9430464,937,401
9433184,936,401
9435912,936,395
9438640,936,392
9441368,936,397
9444088,936,401
9446824,937,401
9449544,937,401
9452264,934,396
9454992,936,392
9457728,937,396
9460448,937,400
9463176,937,401
9465904,938,401
9468632,938,397
9471372,938,393
9474096,936,395
9476816,938,401
9479544,937,401
9482272,936,401
9485000,939,398
9487740,938,393
9490472,940,394
9493192,939,400
9495932,938,401
9498664,938,401
9501392,939,399
9504124,939,393
9506856,940,393
9509584,939,400
9512316,940,401
9515048,938,401
9517776,939,400
9520504,941,393
9523232,941,393
9525952,941,400
9528680,941,401
9531400,941,400
9534120,940,401
9536848,942,393
9539568,942,393
9542304,941,400
9545024,941,400
9547752,942,401
9550480,941,401
9553208,942,394
9555932,943,392
9558664,942,399
9561392,943,400
9564120,942,401
9566856,943,401
9569584,937,394
9572300,942,392
9575024,942,398
9577752,942,401
9580472,941,401
9583208,942,400
9585936,941,395
9588664,943,392
9591392,942,396
9594116,943,401
9596848,943,401
9599576,940,400
9602300,942,396
9605024,942,392
9607764,943,396
9610488,942,401
9613208,942,401
9615940,943,401
9618664,941,397
9621392,942,392
9624120,943,395
9626848,942,401
9629568,943,401
9632296,943,401
9635016,942,398
9637744,943,392
9640476,943,394
9643200,944,401
9645928,944,401
9648664,944,401
9651384,944,399
9654104,942,392
9656844,943,393
9659576,944,400
9662308,944,401
9665032,943,401
9667768,944,400
9670500,943,393
9673228,943,393
9675960,943,400
9678688,944,401
9681420,943,400
9684152,942,401
9686876,945,393
9689608,944,393
9692332,944,400
9695056,944,401
9697776,944,401
9700496,945,401
9703216,946,394
9705952,944,392
9708672,945,399
9711392,945,400
9714120,944,401
9716840,944,401
9719552,944,395
9722280,944,392
9725008,946,398
9727736,945,401
9730472,945,401
9733200,945,401
9735920,947,395
9738656,944,392
9741384,945,397
9744104,946,401
9746840,946,401
9749576,944,401
9752304,946,396
9755032,947,392
9757768,946,396
9760488,945,401
9763216,946,401
9765944,946,401
9768672,946,397
9771400,946,393
9774128,946,395
9776856,947,401
9779584,946,401
9782324,946,401
9785048,947,398
9787784,946,393
9790512,943,394
9793232,948,400
9795968,948,401
9798696,948,401
9801424,944,399
9804148,948,393
9806880,948,393
9809600,948,400
9812332,947,400
9815056,948,401
9817784,948,400
9820512,949,393
9823240,948,393
9825968,948,400
9828704,947,401
9831432,948,401
9834160,949,401
9836896,948,393
9839632,947,392
9842360,948,400
9845088,948,401
9847824,946,401
9850544,948,401
9853272,946,394
9856008,947,392
9858728,949,399
9861456,947,401
9864176,948,400
9866912,947,400
9869648,947,394
9872368,951,392
9875096,949,398
9877824,948,401
9880544,947,401
9883264,948,401
9886000,949,395
9888720,948,392
9891448,948,397
9894168,949,401
9896888,949,401
9899616,948,401
9902348,950,396
9905072,949,392
9907808,950,396
9910536,950,401
9913256,950,401
9915984,949,401
9918712,953,396
9921440,950,392
9924168,951,395
9926888,950,401
9929616,951,401
9932352,951,401
9935076,950,398
9937800,950,392
9940528,951,394
9943248,950,400
9945976,950,401
9948704,951,401
9951424,950,399
9954144,951,393
9956880,951,393
9959608,951,400
9962336,951,401
9965064,950,401
9967800,951,400
9970528,950,393
9973264,950,393
9975992,953,400
9978720,951,401
9981448,951,401
9984168,951,400
9986896,951,393
9989624,950,393
9992348,951,400
9995064,951,401
9997792,952,401
10000512,952,401
10003272,959,394
10006048,952,392
10008808,952,400
10011576,952,401
10014352,951,401
10017120,952,401
10019896,952,394
10022656,951,392
10025424,950,399
10028184,952,401
10030952,951,401
10033728,953,401
10036496,953,394
10039264,952,392
10042040,952,399
10044816,952,401
10047568,952,401
10050332,952,401
10053104,952,394
10055872,951,392
10058640,952,399
10061408,953,401
10064176,952,401
10066952,953,401
10069720,953,394
10072488,952,392
10075256,951,399
10078024,952,401
10080792,952,401
10083552,953,401
10086324,952,395
10089088,951,392
10091864,952,399
10094640,952,401
10097392,951,401
10100160,951,401
10102936,956,394
10105712,953,392
10108480,952,399
10111248,952,401
10114016,952,401
10116792,952,401
10119560,952,394
10122336,953,392
10125104,952,398
10127880,952,401
10130648,952,401
10133416,951,400
10136184,952,395
10138956,953,392
10141736,953,398
10144496,951,401
10147264,950,401
10150040,951,401
10152816,962,394
10155592,952,392
10158360,953,398
10161120,952,401
10163888,952,401
10166664,952,401
10169432,951,394
10172200,953,392
10174976,952,398
10177744,954,401
10180504,952,401
10183280,953,401
10186056,950,395
10188832,951,392
10191600,951,398
10194368,951,401
10197136,952,401
10199904,952,401
10202680,952,395
10205448,952,392
10208208,952,397
10210984,952,401
10213760,952,401
10216532,953,401
10219288,952,395
10222056,953,392
10224832,951,397
10227600,951,401
10230368,953,401
10233136,952,401
10235912,950,395
10238672,953,392
10241448,952,397
10244200,953,401
10246960,952,401
10249720,952,401
10252480,952,395
10255232,952,392
10258000,952,397
10260760,952,401
10263520,953,401
10266288,951,401
10269056,951,395
10271824,952,392
10274592,950,396
10277372,953,401
10280136,951,401
10282904,952,401
10285672,952,396
10288440,952,392
10291216,951,396
10293984,954,401
10296760,952,401
10299520,953,401
10302280,952,396
10305048,953,392
10307824,953,396
10310600,952,401
10313368,952,401
10316128,952,401
10318904,955,396
10321664,952,393
10324440,952,396
10327208,952,401
10329976,952,400
10332736,952,401
10335496,951,396
10338256,952,391
10341032,952,395
10343816,952,401
10346592,952,401
10349356,952,401
10352128,950,396
10354896,952,392
10357664,954,395
10360432,952,400
10363200,952,400
10365968,953,401
10368736,952,396
10371516,953,393
10374280,953,395
10377048,952,401
10379824,951,401
10382592,951,401
10385356,952,397
10388120,952,393
10390896,953,395
10393672,952,401
10396440,953,401
10399220,953,401
10401984,951,397
10404760,952,392
10407528,952,395
10410308,952,401
10413080,952,401
10415844,953,401
10418616,951,397
10421380,953,393
10424144,954,395
10426920,951,401
10429696,952,401
10432456,951,401
10435224,953,397
10438000,951,392
10440768,946,395
10443528,952,401
10446300,952,401
10449056,952,401
10451824,951,397
10454600,951,392
10457368,953,394
10460128,952,401
10462896,951,401
10465664,952,401
10468432,952,397
10471200,952,392
10473976,952,394
10476744,952,401
10479512,952,401
10482280,953,401
10485048,952,398
10487824,954,393
10490592,952,394
10493364,952,401
10496128,954,401
10498880,951,401
10501652,955,398
10504416,953,392
10507176,950,394
10509952,951,401
10512728,950,401
10515496,952,401
10518256,951,398
10521032,953,393
10523800,952,394
10526560,952,400
10529332,952,401
10532096,954,401
10534864,952,398
10537640,951,393
10540408,949,394
10543176,952,401
10545948,953,401
10548712,952,401
10551488,951,399
10554240,950,393
10557016,951,394
10559792,952,400
10562568,951,401
10565328,953,401
10568096,950,399
10570868,953,393
10573632,952,393
10576400,953,400
10579160,952,401
10581928,951,401
10584704,951,399
10587480,952,393
10590256,951,394
10593024,952,401
10595792,952,401
10598560,952,401
10601324,952,399
10604096,951,393
10606864,953,393
10609632,952,400
10612400,952,400
10615168,952,401
10617936,952,399
10620700,953,393
10623464,952,394
10626232,950,401
10628992,952,401
10631760,952,401
10634528,953,399
