Time [us], A0, A1
27081480,715,401
27084248,711,397
27087020,713,392
27089784,713,395
27092556,712,400
27095324,713,401
27098088,710,401
27100856,710,397
27103624,708,392
27106384,709,395
27109160,710,400
27111928,708,401
27114704,705,401
27117464,707,397
27120232,706,392
27123008,706,395
27125784,704,401
27128552,703,401
27131320,702,401
27134088,701,397
27136848,700,392
27139624,701,395
27142392,700,401
27145160,698,401
27147928,700,401
27150704,697,397
27153480,691,392
27156248,696,394
27159024,695,400
27161784,696,401
27164548,695,401
27167328,694,397
27170096,695,392
27172856,693,394
27175624,690,400
27178392,693,401
27181160,690,400
27183928,692,398
27186708,688,393
27189476,693,394
27192248,689,401
27195016,690,401
27197784,690,401
27200564,685,398
27203328,687,393
27206104,686,394
27208872,686,400
27211632,688,400
27214400,685,401
27217160,685,398
27219928,683,392
27222704,676,394
27225472,683,401
27228240,684,401
27231008,680,401
27233784,676,398
27236556,681,392
27239320,678,394
27242088,681,400
27244868,679,400
27247632,674,400
27250392,675,398
27253168,677,392
27255936,675,394
27258704,676,401
27261472,675,401
27264240,675,401
27267008,672,398
27269780,673,393
27272552,674,394
27275320,672,400
27278080,670,401
27280856,672,401
27283624,672,399
27286384,671,393
27289160,671,394
27291928,672,400
27294704,669,401
27297472,668,400
27300248,669,399
27303012,668,393
27305780,664,393
27308556,665,400
27311320,665,400
27314088,665,400
27316864,664,399
27319632,655,392
27322408,661,393
27325168,663,400
27327944,662,401
27330704,660,401
27333464,660,399
27336244,658,393
27339016,657,393
27341784,658,400
27344556,655,401
27347328,656,401
27350096,656,399
27352856,655,393
27355624,655,393
27358392,655,400
27361152,654,401
27363928,652,401
27366704,651,400
27369464,647,393
27372240,651,393
27375016,649,400
27377776,650,400
27380552,651,401
27383320,647,400
27386088,645,393
27388848,646,393
27391616,647,400
27394384,643,401
27397160,645,401
27399928,644,400
27402704,640,393
27405464,642,393
27408228,644,400
27411000,640,401
27413760,640,400
27416528,639,400
27419300,631,393
27422076,631,393
27424852,636,400
27427620,636,400
27430388,635,401
27433164,635,400
27435940,632,393
27438716,634,393
27441488,633,400
27444264,635,400
27447036,633,401
27449820,630,400
27452592,631,393
27455364,628,393
27458140,627,400
27460916,629,400
27463688,626,400
27466452,629,400
27469236,624,392
27472012,625,393
27474780,621,400
27477560,623,401
27480324,622,400
27483092,620,400
27485868,621,393
27488644,624,392
27491412,617,400
27494180,617,401
27496956,618,401
27499716,615,400
27502484,610,393
27505252,615,393
27508028,615,400
27510800,612,401
27513560,612,401
27516332,611,400
27519108,612,393
27521876,609,392
27524652,611,400
27527420,608,401
27530184,608,400
27532964,609,400
27535732,609,393
27538504,605,393
27541276,605,400
27544052,605,400
27546820,605,400
27549584,603,400
27552356,603,393
27555132,603,392
27557912,603,400
27560676,601,400
27563444,602,400
27566204,599,400
27568972,595,393
27571740,598,393
27574500,597,400
27577268,595,401
27580044,597,401
27582820,595,401
27585588,596,394
27588356,593,392
27591132,590,400
27593900,592,401
27596668,593,400
27599436,592,400
27602212,592,393
27604980,588,392
27607756,590,400
27610536,588,400
27613300,589,401
27616068,588,400
27618844,579,393
27621612,592,392
27624380,588,400
27627164,587,401
27629932,584,400
27632696,585,400
27635468,582,394
27638236,582,392
27641020,584,400
27643780,583,400
27646560,582,400
27649332,583,401
27652104,583,394
27654876,580,392
27657652,579,399
27660412,580,401
27663180,577,400
27665956,580,400
27668724,579,394
27671484,578,392
27674260,576,399
27677036,579,401
27679808,575,400
27682584,576,400
27685356,577,393
27688124,577,392
27690884,575,399
27693660,575,400
27696436,573,400
27699208,573,400
27701972,574,394
27704748,571,392
27707508,575,399
27710276,574,400
27713052,572,401
27715812,574,400
27718576,572,394
27721340,570,392
27724124,572,399
27726896,569,400
27729660,566,400
27732436,567,400
27735204,569,394
27737980,566,392
27740748,568,399
27743516,567,401
27746292,566,400
27749064,567,400
27751832,562,394
27754604,566,392
27757372,567,399
27760148,565,401
27762924,565,401
27765676,565,400
27768444,563,394
27771220,565,392
27773996,560,398
27776764,562,401
27779536,563,401
27782300,564,400
27785076,562,394
27787852,561,392
27790620,562,398
27793380,561,400
27796156,562,400
27798932,561,400
27801700,560,394
27804468,558,392
27807236,559,398
27810012,561,400
27812780,558,401
27815560,557,401
27818340,560,395
27821112,558,392
27823892,558,398
27826660,558,400
27829436,556,401
27832204,557,401
27834980,565,394
27837748,557,392
27840524,553,398
27843292,555,400
27846068,553,400
27848844,557,400
27851604,552,394
27854380,551,392
27857148,551,398
27859924,552,400
27862692,551,400
27865460,550,400
27868232,550,394
27871004,549,392
27873772,549,397
27876544,552,400
27879308,551,400
27882084,548,400
27884852,550,395
27887624,547,392
27890396,546,397
27893180,545,400
27895956,547,400
27898724,548,400
27901492,546,395
27904268,543,392
27907036,545,397
27909804,544,401
27912576,541,401
27915348,544,400
27918116,543,394
27920892,542,392
27923660,540,397
27926428,542,400
27929212,539,400
27931988,542,400
27934760,541,395
27937536,538,392
27940308,538,397
27943076,537,400
27945852,540,401
27948620,537,400
27951388,538,395
27954156,537,392
27956932,533,397
27959700,536,400
27962468,534,400
27965236,534,400
27968012,534,395
27970772,533,392
27973536,534,396
27976308,532,400
27979084,536,401
27981864,530,401
27984636,532,395
27987412,528,392
27990172,532,396
27992948,532,400
27995724,531,400
27998492,528,400
28001268,530,395
28004044,528,392
28006820,527,396
28009584,530,401
28012356,527,400
28015132,528,400
28017900,528,395
28020668,527,392
28023436,525,396
28026212,524,400
28028984,525,401
28031748,523,401
28034524,522,395
28037308,520,392
28040076,521,396
28042852,522,400
28045628,519,401
28048404,519,401
28051172,513,395
28053956,520,392
28056716,520,396
28059484,516,400
28062252,517,401
28065020,518,400
28067780,520,395
28070552,518,392
28073324,517,395
28076096,516,400
28078868,517,401
28081644,519,400
28084412,517,396
28087188,515,392
28089956,516,396
28092732,514,400
28095504,512,401
28098276,511,401
28101052,512,396
28103828,509,392
28106600,510,396
28109364,511,401
28112132,512,400
28114908,510,400
28117684,509,396
28120460,508,392
28123236,509,395
28126004,512,400
28128780,509,400
28131552,507,400
28134312,508,396
28137088,508,392
28139856,508,395
28142632,504,400
28145400,506,401
28148180,509,401
28150948,504,396
28153712,510,392
28156480,497,395
28159252,503,401
28162028,504,400
28164784,503,400
28167560,503,396
28170324,493,392
28173080,503,395
28175856,500,400
28178624,501,400
28181384,501,401
28184160,493,396
28186936,500,392
28189704,498,395
28192464,500,400
28195240,498,400
28198012,498,400
28200764,497,396
28203528,498,392
28206296,500,395
28209064,495,400
28211844,494,400
28214604,496,400
28217368,496,397
28220136,493,392
28222908,492,394
28225672,494,400
28228424,490,401
28231200,492,400
28233968,493,397
28236736,491,392
28239504,493,394
28242280,488,400
28245048,492,400
28247800,491,400
28250572,491,397
28253336,490,392
28256104,490,394
28258872,488,400
28261632,488,400
28264392,485,400
28267160,488,397
28269936,487,392
28272704,487,394
28275464,486,400
28278236,489,401
28281004,487,400
28283764,485,398
28286532,474,392
28289304,484,394
28292072,485,400
28294840,481,400
28297608,483,401
28300372,482,398
28303136,480,392
28305916,482,394
28308672,481,400
28311440,481,400
28314212,479,400
28316988,479,398
28319752,480,392
28322524,474,394
28325296,479,400
28328068,479,401
28330832,477,400
28333608,478,398
28336372,478,393
28339148,479,394
28341920,476,400
28344692,474,400
28347464,475,401
28350236,474,399
28353008,476,392
28355772,475,393
28358528,477,400
28361304,473,400
28364080,472,400
28366840,473,399
28369612,465,393
28372380,470,393
28375144,471,400
28377912,468,401
28380684,470,400
28383448,467,399
28386208,463,392
28388980,465,393
28391744,466,400
28394520,464,401
28397288,465,400
28400056,465,399
28402816,462,392
28405592,464,393
28408360,465,400
28411132,460,401
28413896,463,400
28416672,463,399
28419432,463,393
28422208,456,393
28424968,460,400
28427744,459,400
28430504,460,400
28433264,462,399
28436040,460,392
28438808,456,393
28441580,456,400
28444356,457,400
28447136,457,400
28449904,455,399
28452672,454,392
28455440,456,393
28458208,454,400
28460976,450,400
28463744,452,400
28466520,453,400
28469288,450,392
28472060,451,393
28474836,453,400
28477608,449,400
28480368,450,401
28483148,450,400
28485904,453,393
28488676,448,392
28491432,447,400
28494200,446,400
28496968,444,400
28499728,446,400
28502492,445,393
28505260,445,393
28508024,442,400
28510800,442,400
28513564,442,400
28516328,442,400
28519100,443,393
28521876,443,392
28524632,441,400
28527400,438,400
28530176,440,400
28532956,443,400
28535724,439,393
28538496,441,392
28541272,439,400
28544048,439,401
28546808,437,401
28549576,434,400
28552336,431,393
28555108,429,393
28557888,436,400
28560656,436,400
28563424,437,400
28566200,436,400
28568988,435,393
28571752,436,392
28574512,433,400
28577288,431,400
28580056,432,400
28582820,432,400
28585592,435,393
28588360,432,392
28591136,431,400
28593908,433,400
28596680,432,400
28599448,433,400
28602216,426,393
28604996,430,392
28607756,428,400
28610520,428,400
28613296,429,400
28616060,427,400
28618824,429,393
28621592,429,392
28624360,429,400
28627132,428,400
28629900,428,401
28632664,427,400
28635432,424,394
28638204,427,392
28640976,425,400
28643748,428,401
28646512,425,401
28649272,425,400
28652040,421,393
28654808,422,392
28657584,423,399
28660352,421,401
28663128,422,401
28665904,425,400
28668672,421,393
28671452,417,392
28674236,420,399
28677008,420,400
28679776,419,400
28682552,422,400
28685320,420,393
28688088,417,392
28690852,418,399
28693612,418,400
28696376,416,400
28699152,416,400
28701920,417,394
28704688,416,392
28707448,415,399
28710220,418,400
28712992,415,400
28715760,417,400
28718532,413,394
28721296,414,392
28724056,416,399
28726832,416,400
28729600,414,401
28732360,416,400
28735132,412,394
28737904,413,392
28740672,410,398
28743444,413,400
28746216,412,400
28748984,410,400
28751744,410,394
28754520,413,392
28757300,408,399
28760072,411,400
28762832,407,400
28765612,409,401
28768360,411,394
28771128,407,392
28773900,408,398
28776664,411,400
28779432,407,400
28782200,406,400
28784976,409,394
28787752,405,392
28790516,405,398
28793288,402,400
28796056,405,400
28798816,408,400
28801584,403,394
28804344,404,392
28807116,404,398
28809884,403,400
28812652,401,400
28815424,401,401
28818184,401,394
28820952,404,392
28823704,401,397
28826460,400,401
28829224,401,401
28831992,400,400
28834752,401,395
28837524,398,392
28840296,398,397
28843072,398,401
28845840,396,400
28848612,396,400
28851384,394,395
28854152,396,392
28856928,396,397
28859700,398,400
28862472,394,400
28865232,394,400
28868008,392,395
28870776,394,392
28873536,392,397
28876316,393,400
28879092,391,400
28881856,394,400
28884624,389,395
28887392,395,392
28890160,391,397
28892920,392,400
28895688,392,401
28898448,390,400
28901208,394,395
28903984,392,392
28906748,391,396
28909516,387,400
28912288,390,401
28915064,389,401
28917832,391,395
28920600,388,392
28923364,388,396
28926140,388,400
28928904,386,400
28931672,387,400
28934440,386,395
28937208,386,392
28939984,382,396
28942760,384,400
28945520,381,400
28948292,383,400
28951064,386,395
28953824,375,392
28956592,380,396
28959360,384,400
28962136,383,400
28964912,381,400
28967672,386,395
28970440,381,391
28973208,380,395
28975976,381,400
28978744,382,400
28981512,381,400
28984288,380,395
28987064,381,392
28989840,377,395
28992608,378,401
28995372,378,400
28998144,375,400
29000912,379,396
29003672,377,392
29006440,380,395
29009220,379,400
29011984,377,400
29014752,376,400
29017532,378,396
29020304,374,392
29023072,376,395
29025840,377,400
29028608,374,401
29031368,375,400
29034148,371,396
29036924,374,392
29039688,374,395
29042456,375,400
29045224,375,401
29047992,374,401
29050756,376,396
29053520,372,392
29056288,376,395
29059056,370,400
29061820,373,400
29064588,372,400
29067356,368,396
29070120,371,392
29072888,371,395
29075656,369,400
29078424,369,400
29081196,369,400
29083968,369,397
29086736,368,392
29089496,370,394
29092272,367,400
29095036,369,401
29097792,369,400
29100576,368,397
29103340,369,392
29106104,371,394
29108880,366,400
29111640,365,400
29114416,366,400
29117180,366,397
29119952,366,392
29122716,368,394
29125480,367,400
29128248,364,400
29131016,363,400
29133784,361,397
29136556,365,392
29139328,365,394
29142096,362,400
29144856,362,400
29147636,361,401
29150396,364,398
29153160,363,392
29155940,361,394
29158712,359,400
29161488,362,400
29164256,360,400
29167036,356,397
29169800,362,392
29172568,358,394
29175328,358,400
29178088,358,400
29180856,360,400
29183632,358,398
29186400,361,392
29189176,359,394
29191944,355,400
29194728,355,401
29197480,356,401
29200252,353,398
29203024,355,392
29205792,353,394
29208560,355,400
29211328,357,400
29214104,355,400
29216872,354,398
29219636,354,392
29222412,352,393
29225176,349,400
29227948,354,400
29230732,353,401
29233500,356,398
29236280,351,392
29239052,351,394
29241828,351,400
29244580,350,401
29247344,353,400
29250124,351,398
29252888,351,392
29255652,349,393
29258424,350,400
29261200,350,401
29263968,350,400
29266728,349,399
29269496,350,393
29272268,347,393
29275032,349,400
29277808,349,400
29280592,347,400
29283360,348,399
29286120,345,392
29288900,346,393
29291660,349,400
29294420,343,401
29297196,344,401
29299960,342,399
29302732,342,393
29305508,342,393
29308280,343,400
29311048,342,400
29313820,343,400
29316592,342,399
29319356,341,393
29322124,341,393
29324896,340,400
29327668,342,400
29330424,340,400
29333200,338,399
29335980,339,392
29338748,340,393
29341512,339,400
29344292,339,400
29347064,338,400
29349832,336,399
29352608,337,393
29355376,336,393
29358152,335,400
29360912,335,400
29363684,337,400
29366444,338,400
29369204,334,393
29371972,339,393
29374728,336,400
29377488,335,400
29380264,335,401
29383044,334,400
29385820,336,393
29388580,335,392
29391348,334,400
29394116,337,400
29396880,333,401
29399660,334,400
29402420,333,393
29405192,333,393
29407964,332,400
29410728,333,401
29413492,332,401
29416256,331,400
29419036,333,393
29421804,341,392
29424564,330,400
29427336,331,400
29430112,331,401
29432880,329,400
29435648,331,393
29438412,333,393
29441172,328,400
29443936,329,401
29446708,327,400
29449464,328,400
29452236,324,393
29455008,329,392
29457780,327,400
29460544,328,400
29463312,328,400
29466092,327,400
29468860,327,393
29471624,325,392
29474392,326,400
29477168,325,401
29479944,325,400
29482716,327,400
29485488,326,393
29488256,326,392
29491016,325,400
29493796,324,400
29496560,322,400
29499320,325,401
29502100,324,393
29504864,326,392
29507628,323,400
29510384,324,401
29513160,326,400
29515928,324,401
29518700,324,393
29521468,322,392
29524232,323,399
29527000,322,400
29529768,323,400
29532536,323,400
29535304,323,393
29538064,325,392
29540836,322,399
29543616,322,401
29546380,322,401
29549152,325,400
29551928,322,394
29554704,325,392
29557464,321,399
29560252,322,400
29563008,323,400
29565776,322,400
29568548,322,394
29571316,322,392
29574084,322,399
29576856,324,400
29579628,322,400
29582392,321,400
29585152,320,394
29587924,318,392
29590680,321,399
29593448,321,400
29596228,319,400
29598996,318,400
29601764,318,394
29604532,319,392
29607300,319,399
29610068,318,401
29612832,321,401
29615608,317,401
29618372,317,394
29621140,315,392
29623916,315,399
29626692,317,400
29629464,316,400
29632236,316,400
29635020,317,394
29637788,315,392
29640568,314,399
29643340,312,401
29646108,314,400
29648876,314,400
29651652,314,394
29654420,318,392
29657196,314,398
29659964,315,400
29662740,313,401
29665508,312,401
29668284,315,394
29671060,306,392
29673836,313,398
29676612,312,400
29679380,312,401
29682156,312,400
29684924,311,394
29687692,310,391
29690452,310,398
29693228,310,400
29695996,310,401
29698772,309,401
29701540,309,394
29704308,309,392
29707084,309,398
29709852,310,400
29712616,309,400
29715380,307,400
29718148,308,394
29720924,305,392
29723696,308,398
29726468,308,400
29729244,307,400
29732012,305,400
29734772,307,394
29737540,309,392
29740308,304,398
29743076,307,401
29745836,307,401
29748608,304,401
29751380,299,394
29754156,304,392
29756932,305,397
29759700,302,400
29762468,303,400
29765244,303,400
29768020,305,394
29770792,303,392
29773560,303,397
29776332,304,400
29779100,302,400
29781868,304,400
29784644,303,395
29787412,301,392
29790180,301,397
29792956,302,401
29795740,302,401
29798508,303,401
29801276,302,395
29804052,301,392
29806820,294,397
29809592,301,401
29812364,303,401
29815132,300,400
29817904,301,394
29820676,298,392
29823452,301,397
29826236,301,400
29829004,298,400
29831772,300,400
29834540,300,395
29837300,300,392
29840076,300,397
29842844,296,400
29845616,300,400
29848380,301,400
29851156,296,395
29853924,298,392
29856676,298,396
29859444,297,400
29862220,297,400
29864992,297,400
29867764,298,395
29870540,295,392
29873308,296,396
29876084,296,400
29878868,297,400
29881644,296,400
29884412,300,395
29887188,290,392
29889956,294,396
29892724,297,400
29895484,296,401
29898260,294,401
29901028,297,395
29903788,290,392
29906560,295,396
29909332,296,401
29912112,294,400
29914884,295,400
29917660,301,395
29920420,285,392
29923188,290,396
29925964,293,401
29928724,290,400
29931484,291,400
29934260,290,395
29937036,289,392
29939804,290,396
29942576,287,400
29945348,291,400
29948116,290,400
29950884,291,396
29953660,291,392
29956420,289,396
29959192,291,400
29961964,288,400
29964740,293,401
29967508,290,396
29970276,301,392
29973044,289,395
29975812,287,400
29978584,286,401
29981356,288,400
29984132,286,396
29986900,288,391
29989668,288,395
29992444,285,400
29995212,286,400
29997980,286,400
30000756,288,396
30003532,285,392
30006304,285,395
30009076,284,400
30011844,286,400
30014616,284,400
30017380,287,396
30020156,284,392
30022932,281,395
30025700,284,400
30028460,281,400
30031236,279,400
30034012,282,396
30036772,280,392
30039540,280,395
30042316,280,401
30045092,283,401
30047868,279,400
30050644,279,396
30053408,278,392
30056172,278,395
30058948,279,401
30061716,276,400
30064476,278,400
30067252,280,397
30070020,277,392
30072796,277,395
30075576,274,400
30078356,277,401
30081124,277,401
30083892,274,397
30086668,281,392
30089436,275,394
30092212,273,401
30094988,275,401
30097764,275,401
30100532,274,397
30103300,275,392
30106076,274,394
30108844,273,400
30111616,274,400
30114388,272,400
30117164,272,397
30119948,276,392
30122716,273,394
30125484,273,400
30128252,273,400
30131028,272,400
30133796,274,397
30136568,275,392
30139332,272,394
30142116,273,400
30144884,272,401
30147660,271,400
30150428,271,397
30153204,272,392
30155972,273,394
30158748,272,400
30161508,271,400
30164284,270,400
30167060,269,397
30169828,270,392
30172600,268,394
30175372,268,400
30178140,268,400
30180916,267,400
30183684,269,397
30186452,270,392
30189220,268,394
30191988,267,400
30194752,269,401
30197516,267,400
30200292,266,398
30203068,269,392
30205828,267,394
30208608,266,400
30211380,268,400
30214160,270,401
30216932,266,398
30219708,268,392
30222476,267,394
30225252,269,400
30228036,267,400
30230804,265,400
30233576,267,398
30236348,265,392
30239124,268,394
30241900,268,400
30244668,267,400
30247444,266,400
30250212,266,398
30252988,267,392
30255764,266,393
30258532,270,400
30261308,267,400
30264076,265,401
30266860,265,398
30269632,266,392
30272404,266,394
30275180,264,400
30277956,266,400
30280728,267,400
30283500,264,398
30286284,265,392
30289052,266,394
30291812,266,400
30294584,265,400
30297348,265,401
30300124,264,398
30302908,262,393
30305684,264,393
30308452,263,400
30311228,264,400
30313996,264,401
30316764,264,398
30319532,266,392
30322316,265,393
30325092,266,400
30327872,265,400
30330644,263,400
30333412,265,398
30336188,264,392
30338964,264,394
30341732,265,400
30344508,263,401
30347292,267,400
30350060,265,398
30352836,264,393
30355608,266,393
30358372,264,400
30361156,265,401
30363932,264,400
30366692,264,398
30369468,262,392
30372252,265,393
30375028,264,400
30377796,264,400
30380576,265,400
30383340,264,399
30386116,264,392
30388900,264,393
30391668,267,400
30394440,265,400
30397212,265,400
30399988,265,399
30402756,261,393
30405524,264,393
30408300,265,400
30411084,264,400
30413864,263,401
30416632,263,399
30419396,266,392
30422172,265,393
30424948,264,400
30427716,264,400
30430484,265,400
30433260,264,399
30436036,267,392
30438804,263,393
30441576,265,400
30444340,262,400
30447116,265,400
30449892,264,399
30452660,263,392
30455436,265,393
30458220,261,400
30461000,265,400
30463764,263,401
30466540,264,399
30469316,264,393
30472084,264,393
30474860,266,400
30477636,263,400
30480404,262,401
30483164,265,399
30485940,265,392
30488700,265,393
30491468,265,400
30494244,264,400
30497020,263,400
30499780,264,399
30502548,268,393
30505324,267,393
30508104,265,400
30510876,266,400
30513652,265,401
30516412,264,399
30519172,263,392
30521956,263,392
30524732,266,400
30527504,265,400
30530276,264,400
30533052,267,399
30535820,264,393
30538592,263,393
30541364,265,400
30544140,264,400
30546916,266,400
30549684,263,400
30552460,264,393
30555224,255,393
30557996,264,400
30560772,263,401
30563532,265,401
30566308,264,400
30569084,265,393
30571852,263,392
30574632,264,400
30577396,264,400
30580172,264,400
30582948,263,400
30585716,267,393
30588484,264,392
30591244,263,400
30594020,263,400
30596796,264,400
30599576,264,400
30602340,263,393
30605116,266,392
30607876,265,400
30610644,267,400
30613404,264,400
30616180,264,400
30618956,265,393
30621728,265,392
30624500,265,400
30627276,263,400
30630052,264,400
30632820,262,400
30635592,262,393
30638364,263,392
30641132,263,400
30643916,262,401
30646692,265,400
30649460,263,400
30652228,267,393
30655004,262,392
30657764,264,400
30660532,264,400
30663308,263,400
30666092,266,400
30668868,264,393
30671640,264,392
30674412,264,400
30677188,264,400
30679956,264,400
30682724,264,400
30685492,266,393
30688272,265,392
30691044,264,400
30693820,265,400
30696592,263,400
30699364,265,400
30702140,263,393
30704916,265,392
30707684,263,400
30710452,263,400
30713228,264,400
30715996,268,400
30718756,263,393
30721524,264,392
30724292,263,400
30727060,264,400
30729828,263,400
30732600,265,400
30735348,264,393
30738116,264,392
30740884,264,400
30743644,263,401
30746412,268,401
30749188,265,401
30751956,263,393
30754724,266,392
30757500,265,399
30760276,262,400
30763060,264,400
30765828,264,400
30768600,262,394
30771364,264,392
30774132,264,399
30776908,266,400
30779676,265,400
30782436,265,400
30785212,265,393
30787988,263,392
30790756,265,399
30793524,265,400
30796300,265,400
30799076,264,400
30801844,265,393
30804624,266,392
30807388,264,399
30810168,263,401
30812940,265,400
30815708,265,400
30818476,265,394
30821244,265,392
30824020,265,399
30826796,265,400
30829556,264,401
30832332,263,401
30835108,266,394
30837876,264,392
30840644,261,399
30843420,263,401
30846188,264,400
30848956,264,400
30851724,264,394
30854492,262,392
30857268,262,399
30860036,266,401
30862804,265,401
30865564,265,401
30868340,263,394
30871100,264,392
30873868,264,399
30876624,267,400
30879396,265,400
30882172,264,400
30884948,265,394
30887708,264,393
30890484,263,399
30893260,266,400
30896020,264,400
30898788,263,401
30901564,265,394
30904336,265,392
30907108,262,398
30909892,264,400
30912660,265,401
30915428,265,401
30918204,264,394
30920980,267,392
30923756,266,399
30926524,264,401
30929300,265,400
30932068,265,400
30934836,265,393
30937616,265,391
30940372,264,398
30943140,263,401
30945908,263,400
30948684,265,400
30951456,263,394
30954228,265,392
30957004,265,398
30959772,263,400
30962532,264,400
30965316,265,400
30968084,263,394
30970848,255,392
30973632,264,398
30976404,264,401
30979172,265,400
30981948,265,401
30984716,264,394
30987484,267,392
30990244,265,398
30993028,264,401
30995804,263,401
30998576,264,400
31001332,265,394
31004108,264,392
31006884,265,398
31009652,262,401
31012420,263,401
31015188,263,401
31017956,264,395
31020732,265,392
31023508,266,398
31026284,265,401
31029060,265,400
31031828,263,400
31034600,265,394
31037372,263,391
31040148,263,397
31042916,264,400
31045688,262,400
31048460,264,401
31051236,264,394
31054012,263,392
31056772,264,397
31059540,266,400
31062316,267,400
31065100,264,400
31067868,261,394
31070644,266,392
31073412,264,397
31076188,263,400
31078964,264,400
31081724,262,400
31084492,264,395
31087268,264,392
31090044,261,398
31092808,265,401
31095584,264,402
31098356,263,401
31101124,264,397
31103884,266,391
31106660,263,393
31109436,264,396
31112208,265,402
31114988,263,403
31117764,264,396
31120532,263,392
31123300,262,397
31126084,263,402
31128852,263,401
31131616,265,400
31134388,267,394
31137164,265,392
31139932,264,397
31142700,262,401
31145468,265,401
31148236,266,400
31151004,263,395
31153772,266,392
31156548,267,396
31159320,264,400
31162092,265,400
31164868,263,401
31167640,264,396
31170412,264,393
31173188,263,397
31175964,265,400
31178732,264,399
31181508,264,401
31184284,261,396
31187052,261,392
31189820,264,396
31192600,265,401
31195364,267,400
31198132,264,400
31200900,267,395
31203676,259,392
31206452,262,396
31209212,263,400
31211980,264,400
31214756,263,400
31217524,263,395
31220300,263,392
31223068,266,396
31225836,265,400
31228608,264,400
31231380,263,400
31234156,264,396
31236924,263,392
31239692,265,396
31242452,265,401
31245220,263,401
31247996,264,400
31250772,265,396
31253548,264,392
31256316,264,396
31259084,266,400
31261852,264,401
31264624,265,401
31267396,266,396
31270164,257,392
31272940,265,395
31275708,266,400
31278476,264,401
31281244,264,400
31284012,264,396
31286780,264,392
31289548,264,395
31292316,265,400
31295100,263,401
31297876,265,400
31300652,264,396
31303420,263,392
31306196,265,395
31308964,264,401
31311716,264,400
31314484,264,401
31317252,265,396
31320028,266,392
31322804,264,395
31325584,266,400
31328356,265,400
31331132,264,400
31333916,264,396
31336684,264,392
31339444,265,395
31342220,264,400
31344996,264,400
31347768,264,401
31350540,264,396
31353324,264,392
31356092,265,395
31358860,264,400
31361632,263,400
31364404,265,401
31367176,264,397
31369948,261,392
31372724,265,395
31375484,265,401
31378260,263,401
31381028,264,400
31383780,267,397
31386540,265,392
31389316,262,394
31392100,263,400
31394864,264,400
31397632,265,401
31400404,264,397
31403180,265,392
31405948,263,394
31408716,264,400
31411476,264,401
31414244,265,400
31417028,264,397
31419804,264,392
31422584,265,394
31425356,264,400
31428132,263,401
31430900,265,400
31433668,265,397
31436444,263,393
31439228,264,394
31442004,265,400
31444764,265,401
31447532,265,400
31450300,267,397
31453076,265,392
31455852,265,394
31458632,264,400
31461400,264,400
31464172,266,400
31466940,264,397
31469708,265,392
31472468,263,394
31475244,263,400
31478012,264,400
31480780,263,401
31483556,265,397
31486332,266,393
31489100,266,393
31491860,265,401
31494632,263,400
31497404,265,401
31500180,264,398
31502956,264,392
31505732,264,394
31508504,264,400
31511276,264,401
31514060,264,401
31516828,263,398
31519600,266,392
31522380,264,394
31525140,263,400
31527916,264,400
31530692,266,400
31533468,265,398
31536244,265,392
31539020,263,394
31541796,265,400
31544564,265,400
31547332,265,401
31550100,264,398
31552876,262,392
31555656,265,394
31558420,264,400
31561196,266,401
31563964,264,401
31566732,265,398
31569500,264,392
31572284,264,394
31575056,265,400
31577828,263,400
31580608,264,400
31583372,263,398
31586148,266,393
31588932,264,393
31591700,266,400
31594468,264,400
31597244,264,400
31600020,265,398
31602788,263,393
31605556,265,394
31608332,265,400
31611108,264,401
31613876,264,400
31616652,265,399
31619420,267,393
31622196,264,394
31624964,264,400
31627732,262,400
31630500,264,401
31633268,266,399
31636052,263,393
31638828,264,394
31641604,266,400
31644372,264,400
31647148,264,400
31649916,264,399
31652676,265,392
31655452,264,393
31658220,265,400
31660996,265,400
31663764,264,401
31666540,264,399
31669316,265,393
31672084,266,393
31674844,264,400
31677616,264,401
31680388,264,401
31683164,264,399
31685940,266,392
31688712,262,394
31691476,264,400
31694252,265,400
31697020,264,400
31699788,262,399
31702556,264,392
31705324,264,393
31708092,265,400
31710860,264,400
31713640,264,400
31716420,264,399
31719196,265,393
31721972,262,393
31724732,266,400
31727492,264,400
31730276,264,401
31733060,265,399
31735836,264,393
31738608,264,393
31741380,264,400
31744156,262,401
31746924,264,400
31749692,265,400
31752452,266,393
31755228,265,393
31758012,265,400
31760780,264,401
31763548,265,400
31766316,262,400
31769100,264,393
31771876,264,393
31774652,266,400
31777428,264,400
31780204,264,400
31782980,263,399
31785740,265,393
31788516,264,393
31791292,265,400
31794068,265,401
31796844,264,401
31799616,264,400
31802388,264,393
31805156,264,393
31807932,265,400
31810700,262,400
31813460,265,400
31816236,265,400
31819012,266,393
31821780,265,393
31824556,265,400
31827332,265,400
31830100,266,400
31832876,267,400
31835652,264,393
31838420,264,393
31841196,265,400
31843972,264,400
31846756,265,401
31849520,265,400
31852292,264,393
31855068,266,393
31857836,265,400
31860608,264,400
31863380,265,400
31866140,265,400
31868900,266,393
31871676,265,393
31874452,264,400
31877220,264,400
31879988,265,400
31882772,264,400
31885532,263,393
31888308,263,393
31891092,265,400
31893868,264,400
31896648,264,401
31899412,263,400
31902188,265,393
31904956,265,393
31907724,264,400
31910500,265,400
31913276,265,401
31916048,263,400
31918820,264,393
31921600,264,393
