,Time [s],Light,USB,TMP36 [C],TC [C],Batt [V]
2546,114.82,49.35,4.0028,24.59,25.1,4.1476
2547,114.87,49.18,4.0043,24.43,25.1,4.1476
2548,114.91,49.16,4.0075,24.36,25.1,4.1461
2549,114.95,49.04,3.9996,24.43,25.1,4.1429
2550,114.99,48.91,3.9996,24.28,25.1,4.1429
2551,115.04,48.82,3.9852,24.2,25.1,4.1476
2552,115.08,48.52,4.0043,24.36,25.1,4.1492
2553,115.12,48.38,4.0012,24.28,25.1,4.1508
2554,115.17,48.13,4.0075,24.28,25.1,4.1413
2555,115.21,47.81,4.0059,24.28,25.1,4.1476
2556,115.25,47.42,3.998,24.2,25.1,4.1492
2557,115.29,47.03,3.998,24.43,25.1,4.1461
2558,115.33,46.79,4.0059,24.36,25.1,4.1492
2559,115.38,46.54,4.0075,24.2,25.1,4.1476
2560,115.42,46.13,3.9821,24.2,25.1,4.1445
2561,115.47,45.67,4.0107,24.36,25.1,4.1476
2562,115.51,45.52,4.0075,24.36,25.1,4.1461
2563,115.55,45.52,4.0059,24.36,25.1,4.1508
2564,115.59,45.57,4.0059,24.2,25.1,4.1476
2565,115.63,45.35,3.9996,24.28,25.1,4.1429
2566,115.68,45.1,3.998,24.28,25.2,4.1445
2567,115.72,44.88,4.0043,24.28,25.1,4.1476
2568,115.77,44.74,4.0028,24.36,25.2,4.1492
2569,115.81,44.84,3.9789,24.36,25.1,4.1461
2570,115.85,45.3,4.0059,24.36,25.2,4.1508
2571,115.89,45.76,4.0012,24.51,25.2,4.1461
2572,115.93,45.91,4.0107,24.2,25.2,4.1445
2573,115.98,45.86,4.0043,24.43,25.2,4.1508
2574,116.02,45.84,3.9996,24.2,25.2,4.1492
2575,116.06,45.37,4.0059,24.43,25.2,4.1492
2576,116.1,44.93,4.0043,24.28,25.2,4.1461
2577,116.15,44.74,3.9836,24.28,25.2,4.1476
2578,116.19,44.44,4.0075,24.28,25.2,4.1461
2579,116.23,44.05,4.0043,24.36,25.2,4.1492
2580,116.28,43.66,4.0028,24.2,25.2,4.1461
2581,116.32,43.49,3.998,24.43,25.2,4.1524
2582,116.36,43.39,4.0091,24.67,25.2,4.1476
2583,116.4,43.37,4.0059,24.28,25.2,4.1492
2584,116.44,43.54,4.0043,24.28,25.2,4.1476
2585,116.49,43.76,4.0107,24.2,25.2,4.1461
2586,116.53,43.61,3.9757,24.12,25.2,4.1492
2587,116.58,43.17,3.9996,24.12,25.2,4.1492
2588,116.62,42.91,4.0075,24.28,25.2,4.1492
2589,116.66,42.71,4.0059,24.36,25.2,4.1445
2590,116.7,42.42,4.0091,24.2,25.2,4.1524
2591,116.74,42.1,4.0043,24.36,25.2,4.1445
2592,116.79,42.0,4.0091,24.36,25.2,4.1445
2593,116.83,42.05,4.0075,24.28,25.2,4.1429
2594,116.87,42.05,4.0012,24.43,25.2,4.1429
2595,116.92,41.9,3.9821,24.43,25.2,4.1461
2596,116.96,41.56,4.0028,24.36,25.2,4.1461
2597,117.0,41.39,4.0059,24.36,25.2,4.1461
2598,117.04,41.34,4.0075,24.2,25.2,4.1461
2599,117.09,40.98,4.0012,24.51,25.2,4.1476
2600,117.13,40.63,4.0059,24.43,25.2,4.1508
2601,117.17,40.34,4.0059,24.2,25.2,4.1476
2602,117.21,40.02,4.0059,24.51,25.2,4.1476
2603,117.25,39.34,4.0043,24.2,25.2,4.1492
2604,117.3,38.71,3.9805,24.28,25.2,4.1476
2605,117.34,38.97,4.0043,24.12,25.2,4.1492
2606,117.39,39.29,4.0028,24.2,25.2,4.1461
2607,117.43,39.32,4.0107,24.28,25.2,4.1476
2608,117.47,39.39,4.0075,24.43,25.2,4.1508
2609,117.51,39.34,4.0028,24.43,25.2,4.1492
2610,117.55,39.41,4.0043,24.04,25.2,4.1524
2611,117.6,39.83,4.0075,24.67,25.2,4.1476
2612,117.64,39.8,4.0075,24.43,25.2,4.1476
2613,117.69,39.85,3.9757,24.28,25.2,4.1524
2614,117.73,40.07,3.998,24.2,25.2,4.1461
2615,117.79,40.22,3.9773,24.28,25.2,4.1445
2616,117.83,40.49,3.9789,24.36,25.2,4.1429
2617,117.88,40.27,3.9821,24.36,25.2,4.1461
2618,117.92,40.05,3.9821,24.51,25.2,4.1445
2619,117.96,40.07,3.9805,24.28,25.2,4.1476
2620,118.0,40.12,3.9821,24.28,25.2,4.1445
2621,118.05,40.02,3.9836,24.36,25.2,4.1492
2622,118.09,39.98,3.9836,24.28,25.2,4.1508
2623,118.13,40.0,4.0123,24.36,25.2,4.1492
2624,118.18,39.88,4.0059,24.43,25.2,4.1492
2625,118.22,39.88,4.0123,24.51,25.2,4.1461
2626,118.26,40.07,4.0091,24.43,25.3,4.1476
2627,118.3,39.98,4.0028,24.28,25.2,4.1508
2628,118.34,39.54,4.0075,24.28,25.3,4.1461
2629,118.39,39.85,4.0091,24.43,25.3,4.1508
2630,118.43,40.2,3.9916,24.04,25.3,4.1508
2631,118.48,39.98,4.0107,24.2,25.2,4.1461
2632,118.52,39.49,4.0059,24.43,25.2,4.1508
2633,118.56,39.22,4.0059,24.28,25.3,4.1476
2634,118.6,39.27,4.0075,24.36,25.3,4.1461
2635,118.64,39.27,4.0059,24.36,25.3,4.1445
2636,118.69,38.78,3.998,24.36,25.3,4.1508
2637,118.73,38.41,4.0012,24.28,25.3,4.1476
2638,118.77,38.39,4.0075,24.43,25.3,4.1461
2639,118.82,38.41,3.9821,24.43,25.3,4.1492
2640,118.86,38.1,4.0059,24.28,25.3,4.1461
2641,118.9,38.02,3.9996,24.12,25.3,4.1445
2642,118.94,38.12,3.9996,24.43,25.3,4.1445
2643,118.99,37.83,3.9996,24.36,25.3,4.1508
2644,119.03,37.56,4.0059,24.28,25.3,4.1492
2645,119.07,37.34,4.0012,24.2,25.3,4.1476
2646,119.11,37.02,4.0043,24.43,25.3,4.1476
2647,119.15,36.85,4.0059,24.43,25.3,4.1413
2648,119.2,36.53,3.9852,24.12,25.3,4.1461
2649,119.24,36.29,4.0059,24.12,25.3,4.1445
2650,119.29,35.82,4.0107,24.67,25.3,4.1492
2651,119.33,35.51,4.0028,24.43,25.3,4.1476
2652,119.37,35.38,4.0075,24.36,25.3,4.1461
2653,119.41,35.16,4.0075,24.36,25.3,4.1461
2654,119.45,35.14,4.0107,24.43,25.3,4.1492
2655,119.5,34.92,4.0075,24.36,25.3,4.1476
2656,119.54,34.55,4.0075,24.43,25.3,4.1461
2657,119.59,34.31,3.9836,24.28,25.3,4.1476
2658,119.63,34.38,3.9996,24.28,25.3,4.1476
2659,119.67,34.24,4.0107,24.2,25.3,4.1429
2660,119.71,34.14,4.0043,24.43,25.3,4.1461
2661,119.75,33.77,4.0028,24.2,25.4,4.1492
2662,119.8,33.68,4.0059,24.43,25.4,4.1476
2663,119.84,33.65,4.0043,24.2,25.3,4.1476
2664,119.88,33.53,4.0059,24.43,25.3,4.1445
2665,119.93,33.43,4.0028,24.36,25.4,4.1445
2666,119.97,33.38,3.9852,24.2,25.4,4.1492
2667,120.01,33.28,4.0012,24.28,25.4,4.1429
2668,120.05,33.16,4.0091,24.28,25.4,4.1461
2669,120.1,32.97,4.0075,24.28,25.4,4.1476
2670,120.14,32.77,4.0075,24.43,25.4,4.1461
2671,120.18,32.65,4.0075,24.28,25.4,4.1461
2672,120.22,32.75,4.0091,24.28,25.4,4.1476
2673,120.26,32.7,4.0059,24.43,25.4,4.1461
2674,120.31,32.58,3.9996,24.12,25.4,4.1397
2675,120.35,32.16,3.9852,24.36,25.4,4.1445
2676,120.4,31.87,4.0043,24.04,25.4,4.1492
2677,120.44,31.94,4.0075,24.28,25.4,4.1429
2678,120.48,32.09,4.0028,24.43,25.4,4.1476
2679,120.52,31.84,4.0028,24.36,25.4,4.1492
2680,120.56,31.55,4.0091,24.43,25.4,4.1461
2681,120.61,31.53,4.0075,24.28,25.4,4.1461
2682,120.65,31.38,4.0028,24.36,25.5,4.1508
2683,120.7,31.58,3.9805,24.04,25.5,4.1492
2684,120.74,31.6,4.0043,24.36,25.5,4.1461
2685,120.78,31.5,4.0043,24.28,25.5,4.1445
2686,120.82,31.33,4.0028,24.2,25.5,4.1476
2687,120.86,31.28,3.9964,24.43,25.5,4.1429
2688,120.91,31.04,4.0043,24.43,25.6,4.1461
2689,120.95,30.21,4.0075,24.36,25.6,4.1445
2690,120.99,30.04,3.998,24.43,25.7,4.1492
2691,121.03,29.94,4.0059,24.28,25.7,4.1429
2692,121.08,32.09,3.9805,24.36,25.7,4.1492
2693,121.12,38.93,4.0059,24.43,25.8,4.1508
2694,121.16,42.83,4.0043,24.36,25.8,4.1492
2695,121.21,44.59,4.0075,24.28,25.8,4.1429
2696,121.25,45.23,4.0059,24.04,25.8,4.1445
2697,121.29,45.25,4.0075,24.43,25.8,4.1445
2698,121.33,45.15,4.0043,24.28,25.8,4.1492
2699,121.37,44.69,4.0075,24.28,25.9,4.1492
2700,121.42,43.71,4.0091,24.51,25.9,4.1445
2701,121.46,41.9,3.9805,24.36,25.8,4.1492
2702,121.51,39.32,4.0059,24.36,25.8,4.1492
2703,121.55,36.65,4.0107,24.28,25.8,4.1445
2704,121.59,34.9,4.0043,24.43,25.8,4.1508
2705,121.63,33.28,4.0075,24.2,25.8,4.1461
2706,121.67,31.87,4.0043,24.36,25.8,4.1476
2707,121.72,30.16,4.0059,24.2,25.8,4.1508
2708,121.76,28.94,4.0028,24.36,25.8,4.1476
2709,121.82,28.42,3.9805,24.04,25.8,4.1429
2710,121.87,28.03,3.9836,24.59,25.8,4.1476
2711,121.91,27.94,4.0075,24.43,25.7,4.1476
2712,121.95,27.99,4.0075,24.12,25.7,4.1508
2713,121.99,27.89,4.0028,24.2,25.7,4.1476
2714,122.03,28.16,4.0075,24.28,25.7,4.1445
2715,122.08,28.01,4.0091,24.36,25.7,4.1445
2716,122.12,27.72,4.0059,24.04,25.7,4.1476
2717,122.16,27.91,4.0123,24.28,25.7,4.1429
2718,122.21,27.91,4.0059,24.36,25.7,4.1429
2719,122.25,27.99,3.9836,24.36,25.7,4.1445
2720,122.29,27.96,4.0091,24.28,25.7,4.1461
2721,122.34,27.89,4.0075,24.28,25.7,4.1476
2722,122.38,27.67,4.0123,24.28,25.7,4.1492
2723,122.42,27.55,4.0059,24.36,25.7,4.1445
2724,122.46,27.42,4.0107,24.51,25.7,4.1461
2725,122.5,27.5,4.0059,24.28,25.7,4.1492
2726,122.55,27.62,4.0059,24.51,25.7,4.1461
2727,122.59,27.81,3.9805,23.88,25.7,4.1476
2728,122.64,27.84,4.0012,24.43,25.7,4.1476
2729,122.68,28.6,4.0028,24.36,25.7,4.1461
2730,122.72,30.06,4.0059,24.43,25.7,4.1461
2731,122.76,31.99,4.0028,24.36,25.6,4.1492
2732,122.8,35.46,3.998,24.28,25.6,4.1492
2733,122.85,41.47,4.0043,24.36,25.6,4.1476
2734,122.89,45.32,3.9996,24.36,25.6,4.1492
2735,122.93,46.89,4.0059,24.28,25.6,4.1413
2736,122.98,47.81,3.9805,24.28,25.6,4.1476
2737,123.02,48.28,4.0107,23.96,25.6,4.1445
2738,123.06,48.62,3.9996,24.12,25.6,4.1476
2739,123.1,48.84,4.0075,24.43,25.6,4.1461
2740,123.15,49.06,4.0043,24.28,25.6,4.1461
2741,123.19,49.23,4.0059,24.36,25.6,4.1445
2742,123.23,49.23,4.0012,24.36,25.6,4.1461
2743,123.27,49.26,4.0028,24.36,25.6,4.1445
2744,123.31,49.4,4.0012,23.96,25.6,4.1445
2745,123.36,49.33,3.9821,24.36,25.6,4.1476
2746,123.4,49.3,4.0028,24.28,25.6,4.1429
2747,123.45,49.38,3.998,24.28,25.5,4.1461
2748,123.49,49.38,4.0075,24.2,25.5,4.1492
2749,123.53,49.43,4.0043,24.28,25.5,4.1492
2750,123.57,49.38,4.0059,24.51,25.5,4.1508
2751,123.61,49.47,4.0075,24.2,25.6,4.1492
2752,123.66,49.43,3.9996,24.43,25.5,4.1492
2753,123.7,49.47,4.0028,24.43,25.5,4.1429
2754,123.75,49.38,3.9805,24.36,25.5,4.1508
2755,123.79,49.43,4.0043,24.43,25.5,4.1492
2756,123.83,49.45,4.0107,24.43,25.5,4.1461
2757,123.87,49.38,4.0043,24.12,25.5,4.1413
2758,123.91,49.5,4.0107,24.36,25.5,4.1445
2759,123.96,49.45,4.0075,24.04,25.5,4.1524
2760,124.0,49.45,3.998,24.28,25.5,4.1461
2761,124.04,49.4,4.0059,24.59,25.5,4.1461
2762,124.08,49.47,4.0059,24.28,25.5,4.1445
2763,124.13,49.45,3.9821,24.2,25.5,4.1461
2764,124.17,49.45,4.0075,24.43,25.5,4.1492
2765,124.21,49.43,4.0075,24.28,25.5,4.1492
2766,124.25,49.45,4.0059,24.2,25.5,4.1413
2767,124.3,49.43,4.0075,24.36,25.5,4.1461
2768,124.34,49.45,3.9996,24.43,25.5,4.1492
2769,124.38,49.45,4.0075,24.43,25.5,4.1476
2770,124.42,49.43,4.0075,24.28,25.5,4.1445
2771,124.47,49.47,4.0059,24.28,25.5,4.1429
2772,124.51,49.4,3.9805,24.43,25.5,4.1445
2773,124.55,49.47,4.0059,24.28,25.5,4.1445
2774,124.6,49.47,4.0028,24.59,25.5,4.1476
2775,124.64,49.43,4.0028,24.2,25.5,4.1461
2776,124.68,49.38,4.0059,24.2,25.5,4.1476
2777,124.72,49.47,4.0028,24.12,25.5,4.1413
2778,124.76,49.52,3.9932,24.28,25.5,4.1492
2779,124.81,49.45,4.0075,24.28,25.5,4.1445
2780,124.85,49.47,3.9789,23.88,25.5,4.1476
2781,124.9,49.43,4.0043,24.43,25.4,4.1461
2782,124.94,49.43,4.0059,24.36,25.5,4.1492
2783,124.98,49.45,4.0012,24.59,25.5,4.1508
2784,125.02,49.4,4.0028,24.43,25.5,4.1476
2785,125.06,49.47,4.0091,24.28,25.5,4.1492
2786,125.11,49.5,4.0059,24.43,25.4,4.1476
2787,125.15,49.43,4.0028,24.28,25.4,4.1445
2788,125.19,49.47,4.0028,24.36,25.5,4.1445
2789,125.24,49.45,3.9836,24.28,25.4,4.1413
2790,125.28,49.38,4.0043,24.59,25.4,4.1461
2791,125.32,49.4,4.0028,24.43,25.4,4.1461
2792,125.36,49.45,4.0028,24.43,25.4,4.1461
2793,125.41,49.4,4.0012,24.43,25.4,4.1492
2794,125.45,49.4,3.9996,24.28,25.4,4.1492
2795,125.49,49.45,4.0028,24.36,25.4,4.1508
2796,125.53,49.43,4.0059,24.36,25.4,4.1461
2797,125.57,49.43,3.9996,24.43,25.4,4.1461
2798,125.62,49.47,3.9836,24.36,25.4,4.1461
2799,125.66,49.4,3.998,24.28,25.4,4.1461
2800,125.71,49.38,4.0028,24.43,25.4,4.1492
2801,125.75,49.5,3.9996,24.28,25.4,4.1476
2802,125.79,49.47,4.0059,24.2,25.4,4.1476
2803,125.85,49.43,3.9773,23.88,25.4,4.1492
2804,125.9,49.43,3.9789,24.43,25.4,4.1476
2805,125.94,49.33,3.9773,24.43,25.4,4.1445
2806,125.98,49.45,3.9789,24.36,25.4,4.1413
2807,126.03,49.47,3.9773,24.28,25.4,4.1445
2808,126.07,49.4,4.0043,24.36,25.4,4.1476
2809,126.11,49.35,4.0043,24.36,25.4,4.1508
2810,126.15,49.43,4.0043,24.2,25.4,4.1476
2811,126.2,49.38,4.0091,24.28,25.4,4.1461
2812,126.24,49.4,4.0043,24.36,25.4,4.1429
2813,126.28,49.38,4.0107,24.43,25.4,4.1492
2814,126.32,49.3,4.0059,24.36,25.4,4.1508
2815,126.36,49.33,4.0075,24.51,25.4,4.1461
2816,126.41,49.04,3.9821,24.28,25.4,4.1508
2817,126.45,48.77,3.998,24.51,25.4,4.1476
2818,126.5,48.57,4.0043,24.51,25.4,4.1476
2819,126.54,48.38,4.0059,24.2,25.4,4.1476
2820,126.58,48.03,3.998,24.36,25.4,4.1429
2821,126.62,47.5,4.0043,24.36,25.4,4.1476
2822,126.66,46.79,4.0043,24.28,25.4,4.1429
2823,126.71,45.91,4.0091,24.43,25.4,4.1476
2824,126.75,45.3,3.998,24.2,25.4,4.1445
2825,126.8,44.86,3.9773,23.96,25.4,4.1461
2826,126.84,43.88,4.0012,24.2,25.4,4.1461
2827,126.88,43.15,4.0043,24.28,25.4,4.1429
2828,126.92,42.66,4.0043,24.28,25.4,4.1445
2829,126.96,42.05,4.0075,24.28,25.4,4.1476
2830,127.01,41.42,4.0028,24.51,25.4,4.1461
2831,127.05,40.93,4.0012,24.2,25.4,4.1476
2832,127.09,40.07,4.0043,24.36,25.4,4.1476
2833,127.14,38.51,3.9836,24.12,25.4,4.1476
2834,127.18,37.17,4.0075,24.36,25.4,4.1461
2835,127.22,36.97,4.0075,24.2,25.4,4.1461
2836,127.26,37.0,4.0075,24.12,25.4,4.1492
2837,127.31,34.55,4.0091,24.43,25.4,4.1492
2838,127.35,32.36,4.0059,24.43,25.4,4.1445
2839,127.39,32.5,4.0043,24.28,25.4,4.1524
2840,127.43,31.53,3.998,24.36,25.4,4.1476
2841,127.47,28.94,4.0107,24.2,25.4,4.1461
2842,127.52,26.64,3.9868,24.36,25.4,4.1461
2843,127.56,25.45,4.0091,23.88,25.4,4.1492
2844,127.61,24.32,4.0012,24.28,25.4,4.1492
2845,127.65,23.69,4.0075,24.43,25.4,4.1445
2846,127.69,23.86,4.0107,24.51,25.4,4.1445
2847,127.73,25.05,4.0075,24.36,25.4,4.1445
2848,127.77,25.45,3.9996,24.12,25.4,4.1476
2849,127.82,25.47,4.0043,24.36,25.4,4.1476
2850,127.86,25.47,4.0059,24.43,25.4,4.1476
2851,127.91,25.23,3.9836,24.2,25.4,4.1476
2852,127.95,25.18,4.0075,24.28,25.4,4.1492
2853,127.99,25.49,4.0091,24.28,25.4,4.1492
2854,128.03,25.74,4.0139,24.2,25.4,4.1461
2855,128.07,25.84,4.0075,24.36,25.4,4.1492
2856,128.12,25.86,4.0075,24.2,25.4,4.1461
2857,128.16,25.98,4.0075,24.2,25.4,4.1476
2858,128.2,25.91,4.0059,24.51,25.4,4.1524
2859,128.24,25.79,4.0059,24.43,25.4,4.1413
2860,128.29,26.11,3.9821,24.2,25.4,4.1445
2861,128.33,26.32,4.0059,24.28,25.4,4.1429
2862,128.37,26.3,4.0075,24.28,25.4,4.1461
2863,128.42,26.3,4.0059,24.51,25.4,4.1461
2864,128.46,26.3,4.0012,24.36,25.4,4.1461
2865,128.5,26.47,4.0075,24.28,25.4,4.1445
2866,128.54,26.54,4.0043,24.2,25.4,4.1476
2867,128.58,26.59,4.0012,24.28,25.4,4.1476
2868,128.63,26.52,4.0043,24.28,25.4,4.1461
2869,128.67,26.57,3.9757,24.28,25.4,4.1476
2870,128.72,26.64,4.0028,24.36,25.4,4.1461
2871,128.76,26.69,4.0059,24.12,25.4,4.1476
2872,128.8,26.69,4.0059,24.12,25.4,4.1476
2873,128.84,26.76,4.0075,24.28,25.4,4.1429
2874,128.88,26.69,4.0107,24.2,25.4,4.1445
2875,128.93,26.79,4.0043,24.59,25.4,4.1461
2876,128.97,26.84,4.0043,24.28,25.4,4.1461
2877,129.02,26.76,4.0075,24.36,25.4,4.1461
2878,129.06,26.81,3.9821,24.36,25.4,4.1445
2879,129.1,26.74,4.0059,24.2,25.4,4.1508
2880,129.14,26.76,4.0059,24.28,25.4,4.1461
2881,129.18,26.79,4.0075,24.2,25.4,4.1445
2882,129.23,26.76,4.0091,24.2,25.4,4.1492
2883,129.27,26.91,3.9996,24.28,25.4,4.1476
2884,129.31,27.03,4.0107,23.96,25.4,4.1461
2885,129.35,26.98,4.0059,24.2,25.4,4.1492
2886,129.4,26.94,3.9868,23.96,25.4,4.1476
2887,129.44,27.01,4.0075,24.36,25.4,4.1476
2888,129.48,27.01,4.0043,24.2,25.4,4.1476
2889,129.53,27.01,4.0075,24.51,25.4,4.1461
2890,129.57,27.11,4.0043,24.28,25.4,4.1445
2891,129.61,27.13,4.0091,24.2,25.4,4.1445
2892,129.65,27.06,4.0091,24.36,25.4,4.1461
2893,129.69,27.11,4.0043,24.36,25.4,4.1492
2894,129.74,27.11,4.0059,24.43,25.4,4.1461
2895,129.78,27.16,3.9821,24.12,25.4,4.1429
2896,129.83,27.25,4.0059,24.43,25.4,4.1492
2897,129.89,27.18,3.9773,23.96,25.4,4.1445
2898,129.93,27.2,3.9836,24.36,25.4,4.1476
2899,129.97,27.2,3.9805,24.04,25.4,4.1461
2900,130.02,27.2,3.9821,24.43,25.4,4.1445
2901,130.06,27.18,3.9868,24.2,25.4,4.1476
2902,130.1,27.23,3.9852,24.2,25.4,4.1461
2903,130.14,27.18,3.9821,24.43,25.4,4.1429
2904,130.2,27.13,3.9805,24.2,25.4,4.1524
2905,130.25,27.16,4.0075,24.59,25.4,4.1476
2906,130.29,27.11,4.0075,24.51,25.4,4.1445
2907,130.33,27.18,4.0091,24.43,25.4,4.1476
2908,130.37,27.3,4.0012,24.28,25.4,4.1492
2909,130.41,27.33,4.0043,24.28,25.4,4.1476
2910,130.46,27.35,3.9996,24.2,25.4,4.1461
2911,130.5,27.47,4.0091,24.2,25.4,4.1445
2912,130.54,27.47,4.0028,24.2,25.4,4.1461
2913,130.59,27.59,3.9836,24.43,25.4,4.1461
2914,130.63,27.62,4.0059,24.43,25.4,4.1476
2915,130.67,27.55,4.0043,24.67,25.4,4.1508
2916,130.71,27.47,4.0043,24.2,25.4,4.1429
2917,130.76,27.4,4.0059,24.28,25.4,4.1445
2918,130.8,27.42,4.0123,24.43,25.4,4.1476
2919,130.84,27.37,4.0028,24.2,25.4,4.1445
2920,130.88,27.23,3.9996,24.28,25.4,4.1429
2921,130.93,27.13,4.0075,24.43,25.4,4.1461
2922,130.97,27.16,3.9789,24.51,25.4,4.1461
2923,131.01,27.06,4.0091,24.28,25.4,4.1445
2924,131.06,26.94,4.0059,24.28,25.4,4.1476
2925,131.1,26.91,4.0075,24.28,25.4,4.1413
2926,131.14,26.84,4.0091,24.2,25.4,4.1508
2927,131.18,26.81,4.0059,24.12,25.4,4.1476
2928,131.22,26.62,4.0028,24.28,25.4,4.1461
2929,131.27,26.47,4.0043,24.28,25.4,4.1429
2930,131.31,26.35,4.0059,24.2,25.4,4.1461
2931,131.36,26.08,3.9805,24.43,25.4,4.1524
2932,131.4,26.03,4.0139,24.12,25.4,4.1492
2933,131.44,25.93,4.0091,24.2,25.4,4.1461
2934,131.48,25.69,4.0107,24.28,25.4,4.1476
2935,131.52,25.54,4.0075,24.36,25.4,4.1524
2936,131.57,25.4,4.0107,24.36,25.4,4.1445
2937,131.61,25.54,4.0075,24.2,25.4,4.1445
2938,131.65,25.4,4.0043,24.43,25.4,4.1445
2939,131.7,25.45,3.9805,24.04,25.4,4.1461
2940,131.74,24.64,4.0059,24.28,25.4,4.1524
2941,131.78,24.74,4.0075,24.2,25.4,4.1461
2942,131.82,26.15,4.0043,24.43,25.4,4.1492
2943,131.87,30.31,3.9996,24.12,25.4,4.1492
2944,131.91,34.95,4.0075,24.36,25.4,4.1508
2945,131.95,39.15,3.9996,24.36,25.4,4.1461
2946,131.99,42.52,3.998,24.43,25.4,4.1492
2947,132.03,45.32,4.0043,24.28,25.4,4.1445
2948,132.08,47.18,3.9821,24.28,25.4,4.1492
2949,132.12,47.91,4.0059,24.43,25.4,4.1476
2950,132.17,48.45,4.0043,24.51,25.4,4.1445
2951,132.21,48.79,4.0012,24.28,25.4,4.1476
2952,132.25,49.06,4.0075,24.28,25.4,4.1429
2953,132.29,49.23,4.0075,24.12,25.4,4.1476
2954,132.33,49.28,4.0043,24.36,25.4,4.154
2955,132.38,49.28,4.0075,24.28,25.4,4.1429
2956,132.42,49.3,4.0107,24.36,25.4,4.1461
2957,132.47,49.38,3.9821,24.2,25.3,4.1508
2958,132.51,49.33,4.0012,24.43,25.4,4.1445
2959,132.55,49.33,3.9996,24.36,25.4,4.1461
2960,132.59,49.33,4.0059,24.2,25.4,4.1476
2961,132.63,49.35,3.9996,24.36,25.4,4.1476
2962,132.68,49.33,3.9996,24.28,25.4,4.1476
2963,132.72,49.45,4.0043,24.28,25.4,4.1476
2964,132.76,49.4,4.0059,24.36,25.4,4.1429
2965,132.8,49.35,4.0059,24.2,25.4,4.1476
2966,132.85,49.43,3.9852,24.2,25.4,4.1413
2967,132.89,49.38,4.0059,24.2,25.4,4.1476
2968,132.93,49.43,4.0028,24.36,25.4,4.1476
2969,132.98,49.43,4.0028,24.12,25.4,4.1445
2970,133.02,49.38,4.0028,24.36,25.4,4.1476
2971,133.06,49.3,4.0043,24.12,25.4,4.1492
2972,133.1,49.28,4.0107,24.28,25.4,4.1508
2973,133.14,49.28,4.0043,24.28,25.4,4.1461
2974,133.19,49.04,4.0075,24.12,25.4,4.1413
2975,133.23,48.84,3.9773,24.36,25.3,4.1429
2976,133.28,48.42,4.0123,24.2,25.4,4.1476
2977,133.32,47.99,4.0028,24.75,25.4,4.1476
2978,133.36,47.62,4.0091,24.2,25.4,4.1445
2979,133.4,47.16,4.0075,24.36,25.4,4.1492
2980,133.44,46.74,4.0028,24.28,25.4,4.1461
2981,133.49,46.25,4.0043,24.36,25.4,4.1476
2982,133.53,45.86,4.0028,24.36,25.4,4.1492
2983,133.58,45.52,3.9805,24.04,25.4,4.1413
2984,133.62,45.49,4.0075,24.36,25.3,4.1461
2985,133.66,45.4,4.0012,24.28,25.4,4.1445
2986,133.7,45.49,3.998,24.43,25.4,4.1429
2987,133.74,45.62,3.998,24.12,25.4,4.1461
2988,133.79,45.64,4.0028,24.2,25.4,4.1524
2989,133.83,45.62,4.0075,24.2,25.4,4.1476
2990,133.89,45.67,3.9836,24.12,25.4,4.1461
2991,133.93,45.57,3.9821,24.2,25.4,4.1445
2992,133.98,45.64,3.9805,24.28,25.4,4.1461
2993,134.02,45.69,4.0012,24.12,25.4,4.1476
2994,134.06,45.57,4.0028,24.12,25.3,4.1492
2995,134.1,45.64,4.0059,24.28,25.4,4.1445
2996,134.15,45.62,4.0043,24.43,25.4,4.1476
2997,134.19,45.64,4.0075,24.2,25.4,4.1429
2998,134.23,45.57,4.0043,24.36,25.4,4.1492
2999,134.27,45.64,4.0091,24.28,25.4,4.1492
3000,134.31,45.67,4.0107,24.36,25.4,4.1429
3001,134.36,45.69,3.9773,24.36,25.4,4.1508
3002,134.41,45.54,3.9996,24.28,25.4,4.1429
3003,134.45,45.54,4.0059,24.28,25.4,4.1445
3004,134.49,45.49,4.0075,24.04,25.4,4.1476
3005,134.53,45.49,4.0059,24.43,25.3,4.1429
3006,134.57,45.52,4.0075,24.43,25.4,4.1461
3007,134.62,45.54,3.9996,24.36,25.4,4.1461
3008,134.66,45.57,4.0059,24.2,25.4,4.1461
3009,134.7,45.52,4.0059,24.43,25.4,4.1413
3010,134.75,45.54,3.9836,24.43,25.4,4.1476
3011,134.79,45.64,4.0043,24.2,25.4,4.1476
3012,134.83,45.62,4.0075,24.2,25.4,4.1445
3013,134.87,45.64,4.0059,24.12,25.4,4.1524
3014,134.92,45.62,4.0012,24.2,25.4,4.1492
3015,134.96,45.57,4.0075,24.28,25.4,4.1461
3016,135.0,45.59,4.0075,24.28,25.4,4.1461
3017,135.04,45.64,4.0091,24.2,25.4,4.1461
3018,135.08,45.69,4.0075,24.36,25.4,4.1461
3019,135.13,45.64,3.9757,24.2,25.4,4.1461
3020,135.17,45.62,4.0028,24.04,25.4,4.1445
3021,135.22,45.62,4.0028,24.36,25.4,4.1476
3022,135.26,45.67,4.0107,24.28,25.4,4.1476
3023,135.3,45.67,4.0091,24.28,25.4,4.1461
3024,135.34,45.67,4.0059,24.43,25.4,4.1508
3025,135.38,45.64,4.0091,24.43,25.4,4.1445
3026,135.43,45.64,4.0059,24.43,25.4,4.1492
3027,135.47,45.54,4.0012,24.36,25.4,4.1445
