Munged Temp Data File

microseconds, seconds, light, USB, T1, T2, BAT, 
53967703, 53.97, 50.01, 4.0043, 24.75, 25.10, 4.1445, 
54009697, 54.01, 49.87, 4.0028, 24.75, 25.00, 4.1461, 
54051705, 54.05, 50.01, 4.0075, 24.99, 25.10, 4.1476, 
54093700, 54.09, 49.96, 4.0012, 24.83, 25.00, 4.1492, 
54135700, 54.14, 49.89, 4.0028, 24.83, 25.00, 4.1461, 
54177698, 54.18, 49.99, 4.0075, 24.83, 25.00, 4.1492, 
54219699, 54.22, 50.01, 4.0075, 24.83, 25.00, 4.1429, 
54261700, 54.26, 49.99, 4.0043, 24.59, 25.00, 4.1429, 
54309700, 54.31, 49.99, 3.9757, 24.75, 25.00, 4.1492, 
54351699, 54.35, 49.89, 4.0059, 24.75, 25.00, 4.1461, 
54393696, 54.39, 49.94, 4.0043, 24.75, 25.00, 4.1492, 
54435697, 54.44, 49.99, 4.0012, 24.83, 25.00, 4.1461, 
54477697, 54.48, 49.99, 4.0075, 24.75, 25.00, 4.1445, 
54519697, 54.52, 49.87, 4.0091, 24.91, 25.00, 4.1556, 
54561698, 54.56, 49.94, 3.9996, 24.43, 25.00, 4.1492, 
54603697, 54.60, 49.94, 3.9980, 24.75, 25.00, 4.1476, 
54645699, 54.65, 49.91, 3.9964, 24.59, 25.00, 4.1445, 
54693697, 54.69, 49.91, 3.9741, 24.83, 25.00, 4.1492, 
54735697, 54.74, 49.89, 3.9996, 24.59, 25.00, 4.1476, 
54777698, 54.78, 49.91, 4.0012, 24.59, 25.00, 4.1461, 
54819700, 54.82, 49.89, 4.0043, 24.91, 25.00, 4.1445, 
54861697, 54.86, 49.82, 4.0043, 24.75, 25.00, 4.1476, 
54903697, 54.90, 49.89, 3.9980, 24.75, 25.00, 4.1445, 
54945700, 54.95, 49.82, 4.0059, 24.43, 25.00, 4.1476, 
54987698, 54.99, 49.87, 3.9996, 24.83, 25.00, 4.1492, 
55029697, 55.03, 49.89, 3.9980, 24.75, 25.00, 4.1476, 
55077697, 55.08, 49.84, 3.9773, 24.43, 25.00, 4.1461, 
55119697, 55.12, 49.89, 4.0012, 24.83, 25.00, 4.1508, 
55161697, 55.16, 49.87, 4.0028, 24.75, 25.00, 4.1476, 
55203697, 55.20, 49.87, 4.0059, 24.75, 25.00, 4.1476, 
55245694, 55.25, 49.91, 4.0012, 25.07, 25.00, 4.1413, 
55287699, 55.29, 49.87, 4.0075, 24.67, 25.00, 4.1461, 
55329697, 55.33, 49.87, 4.0028, 24.91, 25.00, 4.1461, 
55371697, 55.37, 49.89, 4.0028, 24.75, 25.00, 4.1461, 
55413698, 55.41, 49.84, 3.9996, 24.99, 25.00, 4.1429, 
55455700, 55.46, 49.77, 4.0028, 24.91, 25.00, 4.1413, 
55503698, 55.50, 49.87, 3.9821, 24.83, 25.00, 4.1492, 
55545697, 55.55, 49.87, 3.9996, 24.91, 25.00, 4.1508, 
55587694, 55.59, 49.87, 4.0028, 24.99, 25.00, 4.1445, 
55629697, 55.63, 49.84, 3.9932, 24.67, 25.00, 4.1508, 
55671700, 55.67, 49.84, 3.9964, 24.91, 25.00, 4.1476, 
55713700, 55.71, 49.84, 4.0075, 24.83, 25.00, 4.1508, 
55755698, 55.76, 49.82, 4.0028, 24.59, 25.00, 4.1508, 
55797696, 55.80, 49.89, 4.0012, 24.83, 25.00, 4.1413, 
55839697, 55.86, 49.91, 3.9948, 24.51, 25.00, 4.1445, 
55900697, 55.90, 49.94, 3.9789, 24.83, 25.00, 4.1492, 
55942696, 55.94, 49.84, 3.9996, 24.99, 25.00, 4.1476, 
55984697, 55.98, 49.84, 4.0043, 24.59, 25.00, 4.1492, 
56026699, 56.03, 49.82, 4.0043, 24.67, 25.00, 4.1524, 
56068698, 56.07, 49.82, 4.0059, 24.83, 25.00, 4.1476, 
56110697, 56.11, 49.79, 4.0091, 24.67, 25.00, 4.1445, 
56152697, 56.15, 49.94, 4.0075, 24.83, 25.00, 4.1461, 
56194696, 56.19, 49.87, 4.0028, 24.67, 25.00, 4.1508, 
56236697, 56.24, 49.89, 4.0075, 24.67, 25.00, 4.1461, 
56283699, 56.28, 49.91, 3.9836, 24.67, 25.00, 4.1476, 
56325697, 56.33, 49.89, 4.0043, 24.67, 25.00, 4.1445, 
56367698, 56.37, 49.87, 4.0059, 24.83, 25.00, 4.1429, 
56409699, 56.41, 49.87, 4.0075, 24.91, 25.00, 4.1445, 
56451698, 56.45, 49.87, 4.0012, 24.83, 25.00, 4.1476, 
56493698, 56.49, 49.87, 4.0012, 24.67, 25.00, 4.1508, 
56535698, 56.54, 49.87, 4.0075, 24.91, 25.00, 4.1476, 
56577698, 56.58, 49.84, 4.0028, 24.83, 25.00, 4.1461, 
56619698, 56.62, 49.82, 4.0059, 24.59, 25.00, 4.1476, 
56667697, 56.67, 49.82, 3.9773, 24.91, 25.00, 4.1476, 
56709697, 56.71, 49.77, 4.0028, 24.59, 25.00, 4.1461, 
56751698, 56.75, 49.89, 4.0028, 24.83, 25.00, 4.1508, 
56793689, 56.79, 49.87, 4.0059, 24.59, 25.00, 4.1476, 
56835696, 56.84, 49.89, 4.0012, 24.67, 25.00, 4.1445, 
56877700, 56.88, 49.87, 3.9980, 24.83, 25.00, 4.1461, 
56919700, 56.92, 49.87, 4.0012, 24.75, 25.00, 4.1445, 
56961694, 56.96, 49.89, 4.0075, 25.15, 25.00, 4.1476, 
57003696, 57.00, 49.91, 4.0075, 24.67, 25.00, 4.1429, 
57051700, 57.05, 49.87, 3.9773, 24.67, 25.00, 4.1492, 
57093700, 57.09, 49.91, 4.0012, 24.75, 25.00, 4.1476, 
57135700, 57.14, 49.94, 4.0091, 24.83, 25.00, 4.1476, 
57177697, 57.18, 49.84, 3.9980, 24.51, 25.00, 4.1492, 
57219697, 57.22, 49.91, 4.0043, 24.59, 25.00, 4.1429, 
57261697, 57.26, 49.87, 4.0043, 24.75, 25.00, 4.1476, 
57303697, 57.30, 49.94, 3.9996, 24.83, 25.00, 4.1461, 
57363696, 57.37, 49.96, 3.9789, 24.36, 25.00, 4.1429, 
57409700, 57.41, 49.94, 3.9805, 24.91, 25.00, 4.1445, 
57457695, 57.46, 49.89, 3.9884, 24.75, 25.00, 4.1508, 
57499700, 57.50, 49.87, 3.9996, 24.51, 25.00, 4.1508, 
57541700, 57.54, 49.87, 3.9996, 24.59, 25.00, 4.1476, 
57583698, 57.58, 49.94, 4.0043, 24.75, 25.00, 4.1461, 
57625696, 57.63, 49.96, 4.0091, 24.91, 25.00, 4.1461, 
57667699, 57.67, 50.11, 3.9980, 24.67, 25.00, 4.1492, 
57709695, 57.71, 50.09, 3.9964, 24.75, 25.00, 4.1476, 
57751697, 57.75, 50.09, 3.9996, 24.91, 25.00, 4.1461, 
57793700, 57.79, 50.04, 4.0043, 24.59, 25.00, 4.1445, 
57842700, 57.84, 50.04, 3.9805, 24.59, 25.00, 4.1492, 
57884698, 57.88, 50.09, 3.9964, 24.59, 25.00, 4.1445, 
57926699, 57.93, 50.11, 3.9964, 24.59, 25.00, 4.1461, 
57968700, 57.97, 50.04, 3.9964, 24.67, 25.00, 4.1461, 
58010699, 58.01, 50.01, 4.0091, 24.51, 25.00, 4.1492, 
58052697, 58.05, 50.16, 4.0075, 24.51, 25.00, 4.1476, 
58094700, 58.09, 50.09, 4.0075, 24.67, 25.00, 4.1476, 
58136693, 58.14, 50.01, 4.0059, 24.51, 25.00, 4.1492, 
58178696, 58.18, 50.09, 4.0075, 24.51, 25.00, 4.1445, 
58220697, 58.23, 50.04, 4.0075, 24.75, 25.00, 4.1476, 
58268697, 58.27, 50.09, 3.9836, 24.75, 25.00, 4.1492, 
58310698, 58.31, 50.06, 4.0075, 24.91, 25.00, 4.1476, 
58352698, 58.35, 50.09, 3.9996, 24.91, 25.00, 4.1540, 
58394689, 58.39, 50.11, 4.0075, 24.83, 25.00, 4.1461, 
58436697, 58.44, 50.09, 4.0043, 24.83, 25.00, 4.1461, 
58478700, 58.48, 50.06, 4.0012, 24.83, 25.00, 4.1445, 
58520697, 58.52, 50.09, 4.0075, 24.75, 25.00, 4.1476, 
58562689, 58.56, 50.04, 4.0059, 24.59, 25.00, 4.1492, 
58604697, 58.61, 50.01, 4.0043, 24.67, 25.00, 4.1429, 
58652689, 58.65, 50.11, 3.9789, 24.83, 25.00, 4.1461, 
58694699, 58.69, 50.13, 3.9996, 24.75, 25.00, 4.1461, 
58736699, 58.74, 50.11, 4.0028, 24.59, 25.00, 4.1461, 
58778697, 58.78, 50.11, 3.9980, 24.67, 25.00, 4.1461, 
58820696, 58.82, 50.04, 4.0091, 24.67, 25.00, 4.1476, 
58862698, 58.86, 50.04, 3.9980, 24.83, 25.00, 4.1476, 
58904698, 58.90, 50.06, 4.0043, 24.51, 25.00, 4.1445, 
58946699, 58.95, 50.11, 4.0075, 24.67, 25.00, 4.1492, 
58988697, 58.99, 50.09, 4.0012, 24.59, 25.00, 4.1429, 
59036696, 59.04, 50.01, 3.9821, 24.75, 25.00, 4.1492, 
59078697, 59.08, 50.16, 4.0043, 24.75, 25.00, 4.1461, 
59120697, 59.12, 50.04, 3.9980, 24.91, 25.00, 4.1476, 
59162698, 59.16, 49.99, 4.0028, 24.75, 25.00, 4.1445, 
59204699, 59.20, 50.06, 4.0091, 24.75, 25.00, 4.1445, 
59246699, 59.25, 50.06, 4.0028, 24.67, 25.00, 4.1429, 
59288696, 59.29, 50.09, 4.0028, 24.43, 25.00, 4.1461, 
59330698, 59.33, 49.99, 4.0059, 24.83, 25.00, 4.1445, 
59372693, 59.37, 50.09, 4.0012, 24.83, 25.00, 4.1492, 
59420698, 59.42, 50.04, 3.9836, 24.91, 25.00, 4.1445, 
59462699, 59.46, 49.99, 4.0012, 24.67, 25.00, 4.1461, 
59504699, 59.50, 49.84, 4.0043, 24.51, 25.00, 4.1461, 
59546695, 59.55, 49.72, 3.9980, 24.75, 25.00, 4.1461, 
59588700, 59.59, 49.69, 3.9996, 24.83, 25.00, 4.1492, 
59630695, 59.63, 49.65, 4.0028, 24.67, 25.00, 4.1461, 
59672698, 59.67, 49.77, 4.0043, 24.59, 25.00, 4.1524, 
59714697, 59.71, 49.69, 4.0091, 24.83, 25.00, 4.1540, 
59756697, 59.76, 49.65, 3.9980, 24.67, 25.00, 4.1429, 
59804693, 59.80, 49.60, 3.9836, 24.59, 25.00, 4.1476, 
59846694, 59.85, 49.72, 4.0059, 24.75, 25.00, 4.1492, 
59888698, 59.89, 49.67, 3.9980, 24.91, 25.00, 4.1461, 
59930696, 59.93, 49.60, 4.0059, 24.59, 25.00, 4.1429, 
59972697, 59.97, 49.57, 3.9996, 24.59, 25.00, 4.1508, 
60014700, 60.01, 49.57, 4.0075, 24.43, 25.00, 4.1461, 
60056700, 60.06, 49.60, 4.0091, 24.59, 25.00, 4.1524, 
60098698, 60.10, 49.57, 4.0028, 24.91, 25.00, 4.1492, 
60140699, 60.14, 49.57, 4.0043, 24.75, 25.00, 4.1461, 
60188696, 60.19, 49.67, 3.9836, 24.59, 25.00, 4.1476, 
60230699, 60.23, 49.60, 4.0028, 24.67, 25.00, 4.1445, 
60272698, 60.27, 49.57, 4.0075, 24.43, 25.00, 4.1461, 
60314695, 60.31, 49.62, 4.0012, 24.75, 25.00, 4.1476, 
60356698, 60.36, 49.65, 4.0028, 24.59, 25.00, 4.1508, 
60398697, 60.40, 49.62, 3.9996, 24.59, 25.00, 4.1461, 
60440695, 60.44, 49.55, 4.0107, 24.67, 25.00, 4.1492, 
60482697, 60.48, 49.57, 4.0075, 24.83, 25.00, 4.1445, 
60524694, 60.52, 49.55, 4.0091, 24.75, 25.00, 4.1492, 
60572698, 60.57, 49.45, 3.9805, 24.43, 25.00, 4.1476, 
60614689, 60.61, 49.47, 3.9980, 24.75, 25.00, 4.1461, 
60656698, 60.66, 49.43, 4.0012, 24.59, 25.00, 4.1461, 
60698700, 60.70, 49.43, 4.0028, 24.51, 25.00, 4.1461, 
60740698, 60.74, 49.55, 4.0028, 24.59, 25.00, 4.1508, 
60782697, 60.78, 49.45, 4.0028, 24.75, 25.00, 4.1461, 
60824699, 60.82, 49.50, 4.0012, 24.75, 25.00, 4.1476, 
60866696, 60.87, 49.40, 4.0043, 24.75, 25.00, 4.1476, 
60908699, 60.91, 49.40, 4.0028, 24.75, 25.00, 4.1492, 
60950701, 60.96, 49.38, 3.9980, 24.99, 25.00, 4.1445, 
60998697, 61.00, 49.47, 3.9789, 24.51, 25.00, 4.1476, 
61040697, 61.04, 49.50, 3.9996, 24.67, 25.00, 4.1476, 
61082695, 61.08, 49.40, 4.0059, 24.75, 25.00, 4.1476, 
61124700, 61.12, 49.35, 4.0043, 24.75, 25.00, 4.1429, 
61166699, 61.17, 49.21, 4.0059, 24.59, 25.00, 4.1461, 
61208700, 61.21, 49.33, 4.0075, 24.59, 25.00, 4.1461, 
61250697, 61.25, 49.21, 4.0028, 24.51, 25.00, 4.1476, 
61292699, 61.29, 49.33, 3.9996, 24.51, 25.00, 4.1492, 
61334698, 61.34, 49.21, 4.0075, 24.51, 25.00, 4.1413, 
61400699, 61.40, 49.30, 3.9805, 24.43, 25.00, 4.1429, 
61446700, 61.45, 49.33, 3.9821, 24.75, 25.00, 4.1445, 
61488696, 61.49, 49.26, 3.9836, 24.75, 25.00, 4.1461, 
61530699, 61.53, 49.26, 3.9852, 24.67, 25.00, 4.1508, 
61572699, 61.57, 49.23, 3.9789, 24.51, 25.00, 4.1413, 
61614697, 61.61, 49.11, 3.9836, 24.75, 25.00, 4.1461, 
61656697, 61.66, 49.18, 3.9805, 24.75, 25.00, 4.1476, 
61698698, 61.70, 49.13, 3.9805, 24.59, 25.00, 4.1429, 
61740697, 61.74, 49.11, 3.9773, 24.59, 25.00, 4.1461, 
61788699, 61.79, 49.13, 3.9821, 24.59, 25.00, 4.1492, 
61830699, 61.83, 49.16, 4.0028, 24.59, 25.00, 4.1508, 
61872698, 61.87, 49.23, 4.0059, 24.99, 25.00, 4.1445, 
61914698, 61.91, 49.21, 3.9996, 24.75, 25.00, 4.1445, 
61956697, 61.96, 49.23, 4.0028, 24.67, 25.00, 4.1492, 
61998698, 62.00, 49.23, 4.0075, 24.59, 25.00, 4.1445, 
62040697, 62.04, 49.23, 4.0028, 24.67, 25.00, 4.1492, 
62082700, 62.08, 49.26, 4.0043, 24.67, 25.00, 4.1429, 
62124699, 62.12, 49.26, 4.0028, 24.75, 25.00, 4.1413, 
62173699, 62.17, 49.28, 3.9789, 24.59, 25.00, 4.1461, 
62215699, 62.22, 49.28, 4.0075, 24.43, 25.00, 4.1461, 
62257697, 62.26, 49.28, 4.0043, 24.67, 25.00, 4.1492, 
62299697, 62.30, 49.33, 4.0043, 24.59, 25.00, 4.1492, 
62341700, 62.34, 49.35, 4.0075, 24.83, 25.00, 4.1476, 
62383700, 62.38, 49.33, 4.0059, 24.51, 25.00, 4.1461, 
62425700, 62.43, 49.33, 3.9996, 24.75, 25.00, 4.1445, 
62467698, 62.47, 49.28, 4.0028, 24.59, 25.00, 4.1508, 
62509699, 62.51, 49.30, 3.9996, 24.75, 25.00, 4.1429, 
62556697, 62.56, 49.33, 3.9805, 24.67, 25.00, 4.1492, 
62598700, 62.60, 49.28, 3.9964, 24.51, 25.00, 4.1508, 
62640697, 62.64, 49.28, 4.0028, 24.75, 25.00, 4.1476, 
62682697, 62.68, 49.23, 3.9996, 24.43, 25.00, 4.1476, 
62724700, 62.72, 49.16, 3.9964, 24.59, 25.00, 4.1461, 
62766700, 62.77, 49.11, 4.0028, 24.43, 25.00, 4.1445, 
62808699, 62.81, 49.11, 4.0059, 24.59, 25.00, 4.1508, 
62850700, 62.85, 49.16, 4.0028, 24.59, 25.00, 4.1476, 
62892697, 62.89, 49.08, 4.0043, 24.75, 25.00, 4.1429, 
62940700, 62.94, 49.21, 3.9805, 24.51, 25.00, 4.1445, 
62982697, 62.98, 49.26, 4.0043, 24.75, 25.00, 4.1476, 
63024698, 63.02, 49.23, 3.9996, 24.99, 25.00, 4.1429, 
63066700, 63.07, 49.13, 4.0059, 24.51, 25.00, 4.1476, 
63108698, 63.11, 49.18, 4.0028, 24.99, 25.00, 4.1476, 
63150696, 63.15, 49.04, 4.0075, 24.67, 25.00, 4.1445, 
63192693, 63.19, 48.99, 4.0075, 25.07, 25.00, 4.1492, 
63234697, 63.23, 48.99, 4.0028, 24.75, 25.00, 4.1508, 
63276697, 63.28, 48.94, 4.0059, 24.67, 25.00, 4.1476, 
63324698, 63.32, 48.96, 3.9789, 24.59, 25.00, 4.1461, 
63366697, 63.37, 49.04, 4.0075, 24.83, 25.00, 4.1476, 
63408698, 63.41, 49.06, 4.0059, 24.59, 25.00, 4.1445, 
63450697, 63.45, 48.91, 4.0091, 24.75, 25.00, 4.1429, 
63492697, 63.49, 48.91, 4.0028, 24.59, 25.00, 4.1461, 
63534696, 63.53, 48.86, 4.0075, 24.51, 25.00, 4.1476, 
63576699, 63.58, 48.77, 4.0028, 24.67, 25.00, 4.1492, 
63618699, 63.62, 48.67, 3.9996, 24.51, 25.00, 4.1492, 
63660697, 63.66, 48.82, 4.0043, 24.43, 25.00, 4.1492, 
63702696, 63.71, 48.89, 4.0028, 24.67, 25.00, 4.1429, 
63750697, 63.75, 49.06, 3.9773, 24.75, 25.00, 4.1476, 
63792697, 63.79, 49.16, 3.9996, 24.36, 25.00, 4.1461, 
63834696, 63.83, 49.23, 4.0043, 24.75, 25.00, 4.1461, 
63876698, 63.88, 49.21, 4.0059, 24.59, 25.00, 4.1461, 
63918697, 63.92, 49.26, 4.0043, 24.67, 25.00, 4.1476, 
63960700, 63.96, 49.13, 4.0043, 24.59, 25.00, 4.1429, 
64002697, 64.00, 49.33, 4.0043, 24.75, 25.00, 4.1461, 
64044697, 64.04, 49.35, 4.0012, 24.75, 25.00, 4.1476, 
64086697, 64.09, 49.43, 4.0091, 24.75, 25.00, 4.1461, 
64134699, 64.13, 49.47, 3.9868, 24.51, 25.00, 4.1476, 
64176697, 64.18, 49.45, 4.0043, 24.59, 25.00, 4.1476, 
64218700, 64.22, 49.47, 4.0043, 24.43, 25.00, 4.1429, 
64260698, 64.26, 49.47, 4.0091, 24.59, 25.00, 4.1492, 
64302697, 64.30, 49.50, 4.0075, 24.59, 25.00, 4.1413, 
64344699, 64.34, 49.50, 3.9980, 24.75, 25.00, 4.1476, 
64386697, 64.39, 49.55, 4.0059, 24.67, 25.00, 4.1508, 
64428702, 64.43, 49.55, 4.0028, 24.75, 25.10, 4.1476, 
64470697, 64.47, 49.52, 4.0091, 24.59, 25.00, 4.1476, 
64518697, 64.52, 49.57, 3.9789, 24.67, 25.00, 4.1461, 
64560697, 64.56, 49.60, 4.0012, 24.83, 25.00, 4.1492, 
64602697, 64.60, 49.67, 4.0043, 24.59, 25.00, 4.1492, 
64644697, 64.64, 49.69, 4.0012, 24.51, 25.00, 4.1492, 
64686697, 64.69, 49.77, 4.0028, 24.83, 25.00, 4.1476, 
64728697, 64.73, 49.82, 4.0012, 24.51, 25.00, 4.1461, 
64770696, 64.77, 49.74, 4.0012, 24.67, 25.00, 4.1445, 
64812696, 64.81, 49.84, 4.0059, 24.67, 25.00, 4.1461, 
64854699, 64.85, 49.74, 3.9964, 24.67, 25.00, 4.1445, 
64902697, 64.90, 49.87, 3.9836, 24.59, 25.00, 4.1461, 
64944697, 64.94, 49.79, 4.0028, 24.83, 25.00, 4.1461, 
64986704, 64.99, 49.77, 3.9964, 24.67, 25.10, 4.1508, 
65028701, 65.03, 49.84, 4.0043, 24.75, 25.10, 4.1461, 
65070700, 65.07, 49.79, 4.0012, 24.59, 25.00, 4.1508, 
65112697, 65.11, 49.87, 4.0091, 24.36, 25.00, 4.1492, 
65154699, 65.15, 49.87, 4.0059, 24.59, 25.00, 4.1461, 
65196700, 65.20, 49.82, 4.0075, 24.83, 25.00, 4.1445, 
65238702, 65.24, 49.77, 4.0059, 24.59, 25.10, 4.1476, 
65286700, 65.29, 49.79, 3.9821, 24.75, 25.00, 4.1540, 
65328701, 65.33, 49.84, 4.0028, 24.51, 25.10, 4.1476, 
65370705, 65.37, 49.82, 4.0091, 24.59, 25.10, 4.1492, 
65430698, 65.43, 49.77, 3.9741, 24.28, 25.00, 4.1461, 
65476700, 65.48, 49.84, 3.9805, 24.59, 25.00, 4.1476, 
65518697, 65.52, 49.72, 3.9836, 24.67, 25.00, 4.1492, 
65560704, 65.56, 49.74, 3.9836, 24.59, 25.10, 4.1476, 
65602694, 65.60, 49.77, 3.9805, 24.51, 25.00, 4.1476, 
65644701, 65.64, 49.82, 3.9789, 24.75, 25.10, 4.1445, 
65692697, 65.69, 49.74, 3.9836, 24.75, 25.00, 4.1476, 
65734703, 65.73, 49.72, 3.9996, 24.67, 25.10, 4.1492, 
65776699, 65.78, 49.87, 4.0012, 24.75, 25.00, 4.1524, 
65818697, 65.82, 49.77, 4.0043, 24.67, 25.00, 4.1445, 
65860701, 65.86, 49.79, 4.0043, 24.51, 25.10, 4.1492, 
65902701, 65.90, 49.82, 4.0059, 24.83, 25.10, 4.1445, 
65944702, 65.94, 49.87, 4.0043, 24.59, 25.10, 4.1445, 
65986701, 65.99, 49.87, 3.9996, 24.51, 25.10, 4.1508, 
66028701, 66.03, 49.82, 4.0059, 24.75, 25.10, 4.1445, 
66077694, 66.08, 49.89, 3.9805, 24.04, 25.00, 4.1461, 
66119704, 66.12, 49.87, 4.0028, 24.59, 25.10, 4.1508, 
66161701, 66.16, 49.89, 4.0043, 24.67, 25.10, 4.1461, 
66203704, 66.20, 49.89, 3.9996, 24.67, 25.10, 4.1476, 
66245703, 66.25, 49.94, 4.0059, 24.51, 25.10, 4.1476, 
66287700, 66.29, 49.99, 4.0075, 24.59, 25.00, 4.1461, 
66329701, 66.33, 49.91, 3.9980, 24.67, 25.10, 4.1429, 
66371698, 66.37, 49.87, 4.0043, 24.43, 25.00, 4.1461, 
66413702, 66.41, 49.99, 4.0091, 24.75, 25.10, 4.1476, 
66455703, 66.46, 49.99, 4.0107, 24.75, 25.10, 4.1429, 
66503699, 66.50, 50.01, 3.9773, 24.75, 25.00, 4.1492, 
66545701, 66.55, 49.99, 4.0043, 24.36, 25.10, 4.1476, 
66587702, 66.59, 50.09, 3.9996, 24.51, 25.10, 4.1508, 
66629703, 66.63, 49.96, 4.0059, 24.59, 25.10, 4.1508, 
66671693, 66.67, 49.96, 3.9980, 24.75, 25.10, 4.1524, 
66713702, 66.71, 49.84, 4.0059, 24.75, 25.10, 4.1461, 
66755703, 66.76, 49.82, 4.0043, 24.43, 25.10, 4.1476, 
66797703, 66.80, 49.96, 4.0091, 24.67, 25.10, 4.1461, 
66839702, 66.85, 50.11, 3.9996, 24.43, 25.10, 4.1413, 
66887702, 66.89, 50.11, 3.9868, 24.67, 25.10, 4.1476, 
66929697, 66.93, 50.18, 4.0012, 24.75, 25.00, 4.1445, 
66971703, 66.97, 50.18, 4.0028, 24.91, 25.10, 4.1476, 
67013704, 67.01, 50.18, 3.9980, 24.36, 25.10, 4.1492, 
67055697, 67.06, 50.09, 4.0139, 24.59, 25.00, 4.1508, 
67097701, 67.10, 50.16, 4.0043, 24.67, 25.10, 4.1492, 
67139700, 67.14, 50.21, 3.9980, 24.36, 25.10, 4.1476, 
67181703, 67.18, 50.18, 4.0043, 24.51, 25.10, 4.1461, 
67223703, 67.22, 50.18, 4.0028, 24.51, 25.10, 4.1429, 
67271702, 67.27, 50.18, 3.9757, 24.67, 25.10, 4.1476, 
67313693, 67.31, 50.16, 4.0059, 24.43, 25.10, 4.1476, 
67355703, 67.36, 50.23, 4.0075, 24.91, 25.10, 4.1476, 
67397702, 67.40, 50.11, 4.0075, 24.67, 25.10, 4.1476, 
67439698, 67.44, 50.13, 4.0043, 24.67, 25.00, 4.1461, 
67481702, 67.48, 50.11, 4.0059, 24.28, 25.10, 4.1476, 
67523701, 67.52, 50.16, 4.0028, 24.51, 25.10, 4.1461, 
67565700, 67.57, 50.09, 4.0028, 24.91, 25.10, 4.1492, 
67607702, 67.61, 50.04, 4.0028, 24.51, 25.10, 4.1476, 
67655702, 67.66, 50.13, 3.9836, 24.59, 25.10, 4.1461, 
67697703, 67.70, 50.04, 4.0028, 24.43, 25.10, 4.1476, 
67739701, 67.74, 50.13, 4.0107, 24.59, 25.10, 4.1508, 
67781702, 67.78, 50.16, 4.0043, 24.59, 25.10, 4.1445, 
67823702, 67.82, 50.16, 4.0043, 24.59, 25.10, 4.1429, 
67865701, 67.87, 50.18, 4.0012, 24.59, 25.10, 4.1508, 
67907701, 67.91, 50.16, 4.0059, 24.67, 25.10, 4.1508, 
67949700, 67.95, 50.28, 3.9980, 24.43, 25.10, 4.1461, 
67991703, 67.99, 50.23, 3.9980, 24.51, 25.10, 4.1461, 
68039704, 68.04, 50.35, 3.9836, 24.59, 25.10, 4.1476, 
68081704, 68.08, 50.18, 4.0043, 24.59, 25.10, 4.1461, 
68123699, 68.12, 50.28, 4.0059, 24.51, 25.10, 4.1524, 
68165703, 68.17, 50.33, 4.0123, 24.51, 25.10, 4.1429, 
68207701, 68.21, 50.33, 3.9996, 24.67, 25.10, 4.1461, 
68249705, 68.25, 50.31, 4.0028, 24.43, 25.10, 4.1445, 
68291702, 68.29, 50.28, 4.0012, 24.75, 25.10, 4.1476, 
68333702, 68.33, 50.40, 4.0075, 24.59, 25.10, 4.1461, 
68375702, 68.38, 50.26, 4.0075, 24.67, 25.10, 4.1429, 
68422702, 68.42, 50.33, 3.9821, 24.75, 25.10, 4.1508, 
68464702, 68.46, 50.35, 4.0075, 24.67, 25.10, 4.1461, 
68506701, 68.51, 50.35, 4.0075, 24.59, 25.10, 4.1476, 
68548703, 68.55, 50.31, 4.0012, 24.43, 25.10, 4.1429, 
68590703, 68.59, 50.35, 3.9980, 24.43, 25.10, 4.1492, 
68632703, 68.63, 50.33, 4.0043, 24.59, 25.10, 4.1476, 
68674701, 68.67, 50.31, 3.9980, 24.75, 25.10, 4.1445, 
68716701, 68.72, 50.33, 4.0043, 24.83, 25.10, 4.1461, 
68758701, 68.76, 50.23, 4.0059, 24.51, 25.10, 4.1508, 
68805701, 68.81, 50.33, 3.9836, 24.36, 25.10, 4.1461, 
68847693, 68.85, 50.28, 4.0028, 24.59, 25.10, 4.1508, 
68889700, 68.89, 50.18, 4.0043, 24.51, 25.10, 4.1492, 
68931701, 68.93, 49.87, 3.9964, 24.51, 25.10, 4.1476, 
68973700, 68.97, 49.69, 4.0043, 24.43, 25.10, 4.1508, 
69015703, 69.02, 49.57, 4.0012, 24.36, 25.10, 4.1429, 
69057704, 69.06, 49.16, 4.0091, 24.59, 25.10, 4.1461, 
69099703, 69.10, 48.35, 4.0028, 24.75, 25.10, 4.1461, 
69141702, 69.14, 47.33, 3.9980, 24.59, 25.10, 4.1476, 
69183704, 69.19, 46.08, 4.0012, 24.67, 25.10, 4.1445, 
69231701, 69.23, 45.32, 3.9805, 24.43, 25.10, 4.1492, 
69273703, 69.27, 45.05, 4.0075, 24.51, 25.10, 4.1524, 
69315702, 69.32, 44.96, 4.0028, 24.67, 25.10, 4.1508, 
69357704, 69.36, 44.71, 3.9964, 24.59, 25.10, 4.1461, 
69399700, 69.40, 44.30, 4.0043, 24.67, 25.10, 4.1476, 
69459699, 69.46, 43.74, 3.9805, 24.04, 25.10, 4.1429, 
69505703, 69.51, 43.39, 3.9805, 24.51, 25.10, 4.1429, 
69547700, 69.55, 43.27, 3.9868, 24.51, 25.10, 4.1461, 
69589700, 69.60, 43.17, 3.9805, 24.59, 25.10, 4.1429, 
69637693, 69.64, 43.00, 3.9821, 24.51, 25.10, 4.1540, 
69679700, 69.68, 42.95, 4.0075, 24.43, 25.10, 4.1476, 
