Munged Temp Data File

microseconds, seconds, light, USB, T1, T2, BAT, 
21271698, 21.27, 46.91, 3.9805, 26.19, 25.10, 4.1461, 
21313697, 21.31, 46.96, 3.9821, 25.95, 25.10, 4.1429, 
21361701, 21.36, 46.89, 3.9852, 26.11, 25.10, 4.1476, 
21403700, 21.40, 46.86, 4.0075, 26.19, 25.10, 4.1508, 
21445700, 21.45, 46.84, 4.0075, 26.19, 25.10, 4.1461, 
21487703, 21.49, 46.89, 4.0043, 26.27, 25.10, 4.1429, 
21529702, 21.53, 46.89, 4.0043, 26.19, 25.10, 4.1461, 
21571701, 21.57, 46.84, 4.0059, 26.19, 25.10, 4.1492, 
21613705, 21.61, 46.89, 4.0075, 26.11, 25.10, 4.1445, 
21655702, 21.66, 46.84, 4.0059, 26.19, 25.10, 4.1492, 
21697702, 21.70, 46.91, 4.0012, 25.95, 25.10, 4.1445, 
21746702, 21.75, 46.84, 3.9805, 26.11, 25.10, 4.1508, 
21788705, 21.79, 46.89, 3.9996, 25.95, 25.10, 4.1429, 
21830704, 21.83, 46.91, 4.0028, 26.19, 25.10, 4.1476, 
21872702, 21.87, 46.89, 3.9980, 26.27, 25.10, 4.1445, 
21914701, 21.91, 46.89, 4.0043, 26.27, 25.10, 4.1445, 
21956703, 21.96, 46.91, 3.9996, 26.27, 25.10, 4.1429, 
21998700, 22.00, 46.86, 4.0059, 26.19, 25.10, 4.1476, 
22040702, 22.04, 46.84, 4.0059, 26.27, 25.10, 4.1476, 
22082698, 22.08, 46.91, 4.0043, 26.03, 25.10, 4.1461, 
22130701, 22.13, 46.91, 3.9805, 25.71, 25.10, 4.1476, 
22172698, 22.17, 46.84, 4.0043, 26.03, 25.10, 4.1445, 
22214704, 22.21, 46.91, 4.0107, 26.35, 25.10, 4.1476, 
22256697, 22.26, 46.89, 4.0043, 26.35, 25.10, 4.1461, 
22298702, 22.30, 46.81, 4.0012, 26.11, 25.20, 4.1492, 
22340700, 22.34, 46.91, 4.0075, 26.19, 25.10, 4.1445, 
22382701, 22.38, 46.94, 4.0107, 26.27, 25.10, 4.1445, 
22424704, 22.42, 46.94, 4.0059, 26.19, 25.20, 4.1461, 
22466699, 22.47, 46.91, 3.9980, 26.27, 25.20, 4.1476, 
22508698, 22.51, 46.91, 3.9996, 26.03, 25.20, 4.1476, 
22556700, 22.56, 46.89, 3.9789, 26.03, 25.20, 4.1524, 
22598705, 22.60, 46.86, 3.9996, 26.19, 25.20, 4.1476, 
22640701, 22.64, 46.96, 3.9996, 25.95, 25.20, 4.1476, 
22682701, 22.68, 46.94, 3.9980, 26.35, 25.20, 4.1476, 
22724700, 22.72, 46.91, 4.0028, 26.11, 25.20, 4.1508, 
22766702, 22.77, 46.84, 4.0043, 26.19, 25.20, 4.1476, 
22808705, 22.81, 46.94, 3.9996, 26.11, 25.20, 4.1445, 
22850697, 22.85, 46.91, 4.0012, 26.27, 25.20, 4.1476, 
22892703, 22.90, 46.98, 3.9964, 26.35, 25.20, 4.1476, 
22940702, 22.94, 46.94, 3.9805, 26.11, 25.20, 4.1476, 
22982698, 22.98, 46.96, 3.9980, 26.03, 25.20, 4.1492, 
23024700, 23.02, 46.96, 3.9996, 26.50, 25.20, 4.1476, 
23066701, 23.07, 46.96, 3.9980, 26.35, 25.20, 4.1476, 
23108701, 23.11, 46.98, 4.0075, 26.27, 25.20, 4.1445, 
23150701, 23.15, 46.89, 4.0075, 26.35, 25.20, 4.1429, 
23192703, 23.19, 46.86, 4.0043, 26.27, 25.20, 4.1492, 
23234702, 23.23, 46.91, 4.0043, 26.11, 25.20, 4.1429, 
23276702, 23.28, 46.91, 4.0043, 26.27, 25.30, 4.1429, 
23324693, 23.32, 46.91, 3.9805, 26.42, 25.30, 4.1476, 
23366699, 23.37, 46.94, 4.0043, 26.11, 25.30, 4.1429, 
23408698, 23.41, 46.91, 4.0028, 26.35, 25.30, 4.1461, 
23450703, 23.45, 46.91, 4.0028, 26.27, 25.30, 4.1508, 
23492703, 23.49, 46.91, 4.0043, 26.42, 25.30, 4.1508, 
23534703, 23.53, 46.89, 3.9964, 26.42, 25.30, 4.1492, 
23576701, 23.58, 46.91, 4.0043, 26.27, 25.30, 4.1492, 
23618704, 23.62, 46.94, 3.9980, 26.35, 25.30, 4.1508, 
23660701, 23.66, 46.94, 4.0059, 26.35, 25.30, 4.1492, 
23708703, 23.71, 46.86, 3.9757, 26.35, 25.30, 4.1476, 
23750702, 23.75, 46.94, 3.9980, 26.11, 25.30, 4.1476, 
23792700, 23.79, 46.91, 3.9996, 26.35, 25.30, 4.1476, 
23834703, 23.83, 46.84, 3.9980, 26.58, 25.30, 4.1492, 
23876701, 23.88, 46.86, 4.0059, 26.19, 25.30, 4.1461, 
23918697, 23.92, 46.84, 3.9996, 26.42, 25.30, 4.1476, 
23960701, 23.96, 46.86, 4.0012, 26.42, 25.30, 4.1461, 
24002703, 24.00, 46.81, 3.9980, 26.35, 25.30, 4.1476, 
24044700, 24.04, 46.84, 4.0028, 26.11, 25.40, 4.1492, 
24092699, 24.09, 46.84, 3.9805, 26.35, 25.40, 4.1508, 
24134699, 24.13, 46.81, 3.9980, 26.35, 25.40, 4.1445, 
24176694, 24.18, 46.89, 4.0059, 26.50, 25.40, 4.1492, 
24218697, 24.22, 46.86, 4.0043, 26.50, 25.40, 4.1461, 
24260701, 24.26, 46.81, 4.0043, 26.66, 25.40, 4.1476, 
24302701, 24.30, 46.89, 4.0028, 26.35, 25.40, 4.1492, 
24344704, 24.34, 46.86, 4.0075, 26.58, 25.40, 4.1492, 
24386703, 24.39, 46.89, 4.0059, 26.27, 25.40, 4.1508, 
24428699, 24.43, 46.89, 4.0075, 26.58, 25.40, 4.1397, 
24475701, 24.48, 46.89, 3.9852, 26.42, 25.40, 4.1476, 
24517700, 24.52, 46.76, 4.0043, 26.27, 25.40, 4.1492, 
24559702, 24.56, 46.84, 4.0075, 26.42, 25.40, 4.1461, 
24601701, 24.60, 46.89, 4.0028, 26.35, 25.40, 4.1508, 
24643698, 24.64, 46.81, 3.9996, 26.50, 25.40, 4.1461, 
24685701, 24.69, 46.81, 4.0059, 26.42, 25.40, 4.1461, 
24727701, 24.73, 46.89, 4.0012, 26.42, 25.40, 4.1445, 
24769702, 24.77, 46.89, 3.9996, 26.58, 25.40, 4.1476, 
24811704, 24.81, 46.84, 3.9996, 26.42, 25.40, 4.1445, 
24858703, 24.86, 46.84, 3.9805, 26.27, 25.40, 4.1461, 
24900699, 24.90, 46.89, 3.9948, 26.50, 25.40, 4.1461, 
24942703, 24.94, 46.86, 4.0043, 26.27, 25.40, 4.1492, 
24984703, 24.98, 46.79, 3.9996, 26.35, 25.40, 4.1461, 
25026702, 25.03, 46.84, 4.0028, 26.58, 25.40, 4.1445, 
25068699, 25.07, 46.79, 3.9980, 26.50, 25.40, 4.1461, 
25128700, 25.13, 46.79, 3.9805, 26.03, 25.40, 4.1476, 
25174700, 25.17, 46.81, 3.9773, 26.50, 25.40, 4.1476, 
25216700, 25.22, 46.79, 3.9789, 26.58, 25.40, 4.1429, 
25258701, 25.26, 46.79, 3.9821, 26.42, 25.40, 4.1476, 
25306704, 25.31, 46.89, 3.9773, 26.42, 25.40, 4.1508, 
25348701, 25.35, 46.84, 4.0043, 26.50, 25.40, 4.1461, 
25390703, 25.39, 46.81, 4.0075, 26.66, 25.40, 4.1476, 
25432704, 25.43, 46.84, 4.0075, 26.42, 25.40, 4.1476, 
25474701, 25.47, 46.79, 4.0043, 26.19, 25.40, 4.1508, 
25516701, 25.52, 46.86, 4.0012, 26.35, 25.40, 4.1476, 
25558704, 25.56, 46.79, 4.0028, 26.35, 25.40, 4.1476, 
25600704, 25.60, 46.91, 4.0028, 26.35, 25.40, 4.1476, 
25642701, 25.65, 46.84, 3.9980, 26.35, 25.40, 4.1445, 
25691701, 25.69, 46.79, 3.9757, 26.35, 25.40, 4.1524, 
25733701, 25.73, 46.72, 4.0028, 26.42, 25.40, 4.1508, 
25775702, 25.78, 46.67, 3.9980, 26.74, 25.40, 4.1492, 
25817701, 25.82, 46.59, 4.0012, 26.50, 25.40, 4.1508, 
25859701, 25.86, 46.62, 3.9996, 26.50, 25.40, 4.1461, 
25901704, 25.90, 46.57, 4.0075, 26.58, 25.40, 4.1461, 
25943701, 25.94, 46.40, 4.0043, 26.58, 25.40, 4.1476, 
25985702, 25.99, 46.25, 3.9980, 26.42, 25.40, 4.1476, 
26027701, 26.03, 46.15, 4.0012, 26.42, 25.40, 4.1445, 
26075701, 26.08, 46.30, 3.9836, 26.35, 25.40, 4.1492, 
26117700, 26.12, 46.47, 4.0059, 26.66, 25.40, 4.1492, 
26159699, 26.16, 46.86, 4.0075, 26.66, 25.40, 4.1476, 
26201701, 26.20, 47.08, 4.0091, 26.58, 25.40, 4.1476, 
26243697, 26.24, 47.20, 4.0028, 26.50, 25.40, 4.1524, 
26285701, 26.29, 47.47, 4.0043, 26.66, 25.40, 4.1461, 
26327698, 26.33, 47.64, 4.0075, 26.50, 25.40, 4.1524, 
26369700, 26.37, 47.96, 3.9980, 26.50, 25.40, 4.1461, 
26411701, 26.41, 48.38, 4.0043, 26.42, 25.40, 4.1461, 
26459701, 26.46, 48.60, 3.9821, 26.58, 25.40, 4.1492, 
26501701, 26.50, 48.77, 4.0091, 26.58, 25.40, 4.1445, 
26543704, 26.54, 48.79, 4.0012, 26.66, 25.40, 4.1429, 
26585704, 26.59, 48.89, 4.0012, 26.82, 25.40, 4.1492, 
26627702, 26.63, 48.86, 4.0012, 26.58, 25.40, 4.1429, 
26669701, 26.67, 48.82, 4.0012, 26.66, 25.40, 4.1429, 
26711700, 26.71, 48.84, 4.0091, 26.66, 25.40, 4.1492, 
26753699, 26.75, 48.84, 4.0059, 26.27, 25.40, 4.1461, 
26795698, 26.80, 48.74, 4.0012, 26.50, 25.40, 4.1445, 
26843698, 26.84, 48.77, 3.9821, 26.50, 25.40, 4.1492, 
26885692, 26.89, 48.74, 3.9996, 26.66, 25.40, 4.1492, 
26927701, 26.93, 48.72, 4.0059, 26.35, 25.40, 4.1476, 
26969703, 26.97, 48.79, 4.0028, 26.42, 25.40, 4.1461, 
27011699, 27.01, 48.79, 4.0059, 26.66, 25.40, 4.1461, 
27053703, 27.05, 48.77, 4.0059, 26.58, 25.40, 4.1461, 
27095701, 27.10, 48.77, 4.0059, 26.35, 25.40, 4.1445, 
27137701, 27.14, 48.79, 4.0091, 26.35, 25.40, 4.1445, 
27179697, 27.18, 48.74, 3.9996, 26.50, 25.40, 4.1445, 
27227699, 27.23, 48.77, 3.9789, 26.35, 25.40, 4.1445, 
27269698, 27.27, 48.79, 4.0091, 26.50, 25.40, 4.1476, 
27311703, 27.31, 48.82, 4.0059, 26.42, 25.40, 4.1492, 
27353700, 27.35, 48.82, 3.9996, 26.42, 25.40, 4.1461, 
27395702, 27.40, 48.77, 3.9980, 26.42, 25.40, 4.1476, 
27437701, 27.44, 48.79, 4.0043, 26.42, 25.40, 4.1476, 
27479702, 27.48, 48.86, 4.0043, 26.11, 25.40, 4.1492, 
27521702, 27.52, 48.86, 3.9996, 26.27, 25.40, 4.1476, 
27563701, 27.56, 48.86, 4.0043, 26.27, 25.40, 4.1413, 
27611700, 27.61, 48.89, 3.9773, 25.87, 25.40, 4.1445, 
27653701, 27.65, 48.89, 4.0028, 26.42, 25.40, 4.1445, 
27695699, 27.70, 48.99, 3.9996, 26.27, 25.40, 4.1476, 
27737701, 27.74, 48.96, 4.0028, 26.27, 25.40, 4.1476, 
27779703, 27.78, 49.01, 4.0028, 26.35, 25.40, 4.1429, 
27821702, 27.82, 49.06, 4.0043, 26.27, 25.40, 4.1476, 
27863699, 27.86, 49.13, 3.9996, 26.27, 25.40, 4.1445, 
27905699, 27.91, 49.04, 4.0043, 26.27, 25.40, 4.1476, 
27947698, 27.95, 49.18, 3.9996, 26.50, 25.40, 4.1445, 
27989701, 28.00, 49.23, 4.0012, 26.42, 25.40, 4.1413, 
28037703, 28.04, 49.28, 3.9805, 26.19, 25.40, 4.1461, 
28079702, 28.08, 49.26, 4.0028, 26.42, 25.40, 4.1461, 
28121702, 28.12, 49.26, 4.0028, 26.11, 25.40, 4.1445, 
28163700, 28.16, 49.35, 4.0075, 26.27, 25.40, 4.1461, 
28205700, 28.21, 49.35, 4.0059, 26.35, 25.40, 4.1476, 
28247703, 28.25, 49.43, 4.0028, 26.27, 25.40, 4.1476, 
28289702, 28.29, 49.43, 4.0059, 26.19, 25.40, 4.1524, 
28331704, 28.33, 49.47, 4.0028, 26.27, 25.40, 4.1492, 
28373702, 28.38, 49.47, 4.0059, 26.19, 25.40, 4.1413, 
28421703, 28.42, 49.55, 3.9805, 26.27, 25.40, 4.1461, 
28463703, 28.46, 49.60, 4.0012, 26.27, 25.40, 4.1492, 
28505701, 28.51, 49.57, 4.0075, 26.19, 25.40, 4.1445, 
28547702, 28.55, 49.57, 3.9996, 26.42, 25.40, 4.1508, 
28589702, 28.59, 49.60, 4.0012, 26.35, 25.40, 4.1429, 
28631704, 28.63, 49.60, 3.9980, 26.11, 25.40, 4.1508, 
28673699, 28.67, 49.65, 4.0075, 26.03, 25.40, 4.1492, 
28715699, 28.72, 49.62, 3.9964, 26.03, 25.40, 4.1461, 
28757693, 28.76, 49.62, 4.0059, 26.19, 25.40, 4.1445, 
28805702, 28.81, 49.62, 3.9805, 26.27, 25.40, 4.1445, 
28847702, 28.85, 49.65, 3.9980, 26.19, 25.40, 4.1429, 
28889698, 28.89, 49.57, 4.0043, 26.03, 25.40, 4.1492, 
28931701, 28.93, 49.69, 3.9980, 26.35, 25.40, 4.1445, 
28973701, 28.97, 49.62, 3.9996, 26.27, 25.40, 4.1476, 
29015702, 29.02, 49.67, 3.9996, 26.19, 25.40, 4.1445, 
29057702, 29.06, 49.62, 4.0059, 26.19, 25.40, 4.1476, 
29099702, 29.10, 49.65, 4.0075, 26.11, 25.40, 4.1413, 
29159702, 29.16, 49.65, 3.9805, 25.79, 25.40, 4.1445, 
29211698, 29.21, 49.72, 3.9741, 26.03, 25.40, 4.1461, 
29253702, 29.25, 49.67, 4.0059, 26.11, 25.40, 4.1492, 
29295702, 29.30, 49.65, 4.0012, 26.19, 25.40, 4.1492, 
29337700, 29.34, 49.60, 4.0091, 26.27, 25.40, 4.1524, 
29379702, 29.38, 49.65, 4.0012, 25.95, 25.40, 4.1461, 
29421700, 29.42, 49.67, 4.0059, 26.27, 25.40, 4.1508, 
29463702, 29.46, 49.67, 4.0028, 26.11, 25.40, 4.1476, 
29505702, 29.51, 49.62, 4.0012, 25.87, 25.40, 4.1508, 
29547697, 29.55, 49.60, 3.9996, 26.03, 25.40, 4.1461, 
29597702, 29.60, 49.65, 3.9805, 25.95, 25.40, 4.1461, 
29639705, 29.64, 49.62, 4.0075, 26.11, 25.40, 4.1492, 
29681701, 29.68, 49.62, 3.9980, 26.11, 25.40, 4.1397, 
29723705, 29.72, 49.65, 4.0043, 26.11, 25.40, 4.1492, 
29765701, 29.77, 49.65, 3.9996, 26.11, 25.40, 4.1445, 
29807701, 29.81, 49.72, 3.9964, 26.03, 25.40, 4.1476, 
29849698, 29.85, 49.65, 4.0043, 26.03, 25.40, 4.1476, 
29891697, 29.89, 49.67, 4.0043, 26.03, 25.40, 4.1445, 
29933702, 29.93, 49.62, 3.9996, 26.11, 25.40, 4.1461, 
29981698, 29.98, 49.69, 3.9805, 26.03, 25.40, 4.1476, 
30023701, 30.02, 49.67, 4.0012, 26.19, 25.40, 4.1445, 
30065702, 30.07, 49.69, 4.0043, 26.11, 25.30, 4.1476, 
30107700, 30.11, 49.72, 4.0028, 25.87, 25.40, 4.1476, 
30149701, 30.15, 49.65, 4.0075, 26.27, 25.40, 4.1476, 
30191702, 30.19, 49.72, 4.0012, 25.79, 25.30, 4.1508, 
30233703, 30.23, 49.69, 4.0091, 26.11, 25.40, 4.1492, 
30275702, 30.28, 49.67, 4.0043, 25.95, 25.40, 4.1429, 
30317701, 30.32, 49.67, 4.0043, 25.79, 25.30, 4.1476, 
30365701, 30.37, 49.67, 3.9789, 25.87, 25.40, 4.1492, 
30407703, 30.41, 49.65, 4.0075, 25.95, 25.40, 4.1445, 
30449702, 30.45, 49.69, 4.0012, 25.87, 25.30, 4.1461, 
30491704, 30.49, 49.65, 4.0075, 25.95, 25.30, 4.1461, 
30533700, 30.53, 49.67, 4.0059, 25.95, 25.30, 4.1445, 
30575700, 30.58, 49.67, 3.9948, 25.87, 25.30, 4.1492, 
30617700, 30.62, 49.62, 3.9980, 25.95, 25.30, 4.1476, 
30659701, 30.66, 49.65, 4.0059, 25.87, 25.30, 4.1413, 
30701697, 30.70, 49.60, 4.0043, 26.03, 25.30, 4.1508, 
30743699, 30.76, 49.74, 3.9980, 26.03, 25.30, 4.1476, 
30804698, 30.80, 49.72, 3.9789, 25.87, 25.30, 4.1461, 
30846700, 30.85, 49.65, 3.9980, 26.03, 25.30, 4.1492, 
30888703, 30.89, 49.67, 4.0028, 26.19, 25.30, 4.1508, 
30930693, 30.93, 49.72, 3.9980, 26.03, 25.30, 4.1476, 
30972699, 30.97, 49.72, 4.0043, 25.87, 25.30, 4.1429, 
31014704, 31.01, 49.62, 4.0012, 25.95, 25.30, 4.1461, 
31056701, 31.06, 49.69, 4.0043, 25.95, 25.30, 4.1508, 
31098704, 31.10, 49.62, 4.0043, 26.11, 25.30, 4.1461, 
31140703, 31.15, 49.72, 4.0059, 25.87, 25.30, 4.1429, 
31187700, 31.19, 49.69, 3.9821, 25.79, 25.30, 4.1445, 
31229701, 31.23, 49.69, 4.0091, 25.95, 25.30, 4.1445, 
31271701, 31.27, 49.67, 4.0028, 25.87, 25.30, 4.1492, 
31313701, 31.31, 49.62, 4.0091, 25.79, 25.30, 4.1492, 
31355701, 31.36, 49.67, 4.0059, 25.79, 25.30, 4.1445, 
31397699, 31.40, 49.67, 4.0028, 25.63, 25.30, 4.1492, 
31439701, 31.44, 49.65, 4.0107, 25.95, 25.30, 4.1461, 
31481698, 31.48, 49.74, 4.0059, 26.03, 25.30, 4.1508, 
31523701, 31.52, 49.65, 4.0075, 25.95, 25.30, 4.1476, 
31571703, 31.57, 49.72, 3.9821, 25.87, 25.30, 4.1461, 
31613700, 31.61, 49.65, 3.9996, 25.71, 25.30, 4.1492, 
31655701, 31.66, 49.65, 4.0059, 25.87, 25.30, 4.1524, 
31697701, 31.70, 49.74, 4.0075, 25.71, 25.30, 4.1429, 
31739700, 31.74, 49.77, 4.0059, 25.79, 25.30, 4.1492, 
31781701, 31.78, 49.69, 4.0012, 26.11, 25.30, 4.1508, 
31823701, 31.82, 49.77, 4.0028, 25.63, 25.30, 4.1445, 
31865701, 31.87, 49.69, 4.0028, 25.71, 25.30, 4.1492, 
31907702, 31.91, 49.67, 3.9996, 25.79, 25.30, 4.1445, 
31955701, 31.96, 49.74, 3.9789, 25.71, 25.30, 4.1461, 
31997701, 32.00, 49.69, 4.0043, 25.71, 25.30, 4.1445, 
32039701, 32.04, 49.74, 3.9980, 25.87, 25.30, 4.1461, 
32081700, 32.08, 49.69, 4.0012, 25.71, 25.30, 4.1461, 
32123699, 32.12, 49.69, 4.0075, 25.55, 25.30, 4.1508, 
32165701, 32.17, 49.74, 4.0043, 25.87, 25.30, 4.1461, 
32207702, 32.21, 49.67, 4.0075, 25.79, 25.30, 4.1492, 
32249700, 32.25, 49.67, 4.0059, 25.63, 25.30, 4.1556, 
32291702, 32.29, 49.74, 4.0043, 25.55, 25.30, 4.1413, 
32339701, 32.34, 49.74, 3.9805, 25.79, 25.30, 4.1476, 
32381702, 32.38, 49.74, 4.0075, 25.79, 25.30, 4.1429, 
32423701, 32.42, 49.74, 4.0075, 25.63, 25.30, 4.1461, 
32465701, 32.47, 49.67, 4.0043, 25.71, 25.30, 4.1445, 
32507701, 32.51, 49.69, 4.0043, 25.55, 25.30, 4.1461, 
32549699, 32.55, 49.67, 4.0043, 25.87, 25.30, 4.1461, 
32591700, 32.59, 49.72, 4.0012, 25.55, 25.30, 4.1461, 
32633704, 32.63, 49.79, 4.0043, 25.63, 25.30, 4.1461, 
32675701, 32.68, 49.72, 4.0043, 25.71, 25.30, 4.1429, 
32723703, 32.72, 49.72, 3.9805, 25.71, 25.30, 4.1540, 
32765702, 32.77, 49.69, 4.0012, 25.55, 25.30, 4.1476, 
32807701, 32.81, 49.67, 4.0059, 25.71, 25.30, 4.1492, 
32849700, 32.85, 49.69, 4.0012, 25.55, 25.30, 4.1476, 
32891701, 32.89, 49.65, 4.0043, 25.79, 25.30, 4.1476, 
32933700, 32.93, 49.72, 4.0075, 25.63, 25.30, 4.1492, 
32975701, 32.98, 49.72, 4.0043, 25.87, 25.30, 4.1445, 
33017699, 33.02, 49.67, 3.9996, 25.87, 25.30, 4.1476, 
33059699, 33.06, 49.69, 4.0012, 25.63, 25.30, 4.1461, 
33107702, 33.11, 49.79, 3.9836, 25.31, 25.30, 4.1476, 
33167698, 33.17, 49.74, 3.9836, 25.07, 25.30, 4.1492, 
33213700, 33.21, 49.72, 3.9821, 25.31, 25.30, 4.1429, 
33255700, 33.26, 49.65, 3.9852, 25.31, 25.30, 4.1476, 
33297702, 33.30, 49.69, 3.9821, 25.55, 25.30, 4.1461, 
33339700, 33.34, 49.72, 3.9836, 25.71, 25.30, 4.1429, 
33381700, 33.38, 49.72, 3.9821, 25.63, 25.30, 4.1461, 
33423700, 33.42, 49.69, 3.9836, 25.55, 25.30, 4.1445, 
33465700, 33.47, 49.72, 3.9821, 25.63, 25.30, 4.1445, 
33507703, 33.51, 49.69, 3.9789, 25.87, 25.30, 4.1461, 
33555701, 33.56, 49.67, 3.9836, 25.47, 25.30, 4.1492, 
33597703, 33.60, 49.69, 4.0012, 25.71, 25.30, 4.1476, 
33639701, 33.64, 49.74, 4.0059, 25.47, 25.30, 4.1492, 
33681701, 33.68, 49.72, 3.9980, 25.47, 25.30, 4.1476, 
33723701, 33.72, 49.69, 4.0091, 25.47, 25.30, 4.1476, 
33765701, 33.77, 49.65, 3.9996, 25.39, 25.30, 4.1492, 
33807701, 33.81, 49.69, 4.0012, 25.71, 25.30, 4.1461, 
33849700, 33.85, 49.77, 4.0012, 25.63, 25.30, 4.1461, 
33891703, 33.90, 49.72, 3.9980, 25.71, 25.30, 4.1429, 
33940702, 33.94, 49.74, 3.9773, 25.71, 25.30, 4.1461, 
33982701, 33.98, 49.69, 3.9980, 25.39, 25.30, 4.1461, 
34024700, 34.02, 49.74, 4.0043, 25.55, 25.30, 4.1524, 
34066702, 34.07, 49.74, 4.0075, 25.55, 25.30, 4.1492, 
34108700, 34.11, 49.72, 3.9980, 25.63, 25.30, 4.1429, 
34150704, 34.15, 49.69, 4.0091, 25.47, 25.30, 4.1445, 
34192700, 34.19, 49.65, 4.0043, 25.71, 25.30, 4.1461, 
34234703, 34.23, 49.65, 3.9980, 25.47, 25.30, 4.1461, 
34276702, 34.28, 49.69, 4.0059, 25.55, 25.30, 4.1492, 
34324700, 34.32, 49.67, 3.9805, 25.23, 25.30, 4.1492, 
34366703, 34.37, 49.74, 4.0028, 25.23, 25.30, 4.1461, 
34408701, 34.41, 49.72, 4.0028, 25.55, 25.30, 4.1476, 
34450701, 34.45, 49.60, 3.9948, 25.47, 25.30, 4.1492, 
34492701, 34.49, 49.77, 4.0059, 25.55, 25.30, 4.1508, 
34534701, 34.53, 49.67, 4.0028, 25.71, 25.30, 4.1476, 
34576692, 34.58, 49.69, 4.0043, 25.55, 25.30, 4.1461, 
34618699, 34.62, 49.67, 4.0028, 25.31, 25.30, 4.1508, 
34660701, 34.66, 49.65, 4.0091, 25.63, 25.30, 4.1508, 
34708700, 34.71, 49.79, 3.9821, 25.71, 25.30, 4.1445, 
34750701, 34.75, 49.67, 3.9980, 25.63, 25.30, 4.1461, 
34792701, 34.79, 49.67, 4.0059, 25.55, 25.30, 4.1508, 
34834702, 34.83, 49.67, 4.0012, 25.47, 25.30, 4.1476, 
34876700, 34.88, 49.65, 4.0043, 25.47, 25.30, 4.1461, 
34918700, 34.92, 49.65, 4.0028, 25.39, 25.30, 4.1492, 
34960699, 34.96, 49.40, 4.0075, 25.55, 25.30, 4.1445, 
35002700, 35.00, 49.33, 4.0075, 25.47, 25.30, 4.1540, 
35044703, 35.04, 49.28, 4.0043, 25.47, 25.30, 4.1476, 
35092704, 35.09, 49.45, 3.9805, 25.55, 25.30, 4.1429, 
35134701, 35.13, 49.57, 4.0043, 25.55, 25.30, 4.1476, 
35176701, 35.18, 49.57, 4.0043, 25.39, 25.30, 4.1492, 
35218701, 35.22, 49.62, 4.0059, 25.47, 25.30, 4.1461, 
35260701, 35.26, 49.60, 4.0012, 25.55, 25.30, 4.1461, 
35302700, 35.30, 49.60, 3.9980, 25.47, 25.30, 4.1461, 
35344700, 35.34, 49.62, 3.9980, 25.55, 25.30, 4.1461, 
35386703, 35.39, 49.57, 3.9980, 25.31, 25.30, 4.1492, 
35428701, 35.43, 49.60, 3.9980, 25.31, 25.30, 4.1476, 
35476703, 35.48, 49.60, 3.9821, 25.39, 25.30, 4.1492, 
35518702, 35.52, 49.72, 4.0075, 25.47, 25.30, 4.1508, 
35560702, 35.56, 49.62, 4.0028, 25.39, 25.30, 4.1476, 
35602692, 35.60, 49.62, 4.0043, 25.71, 25.30, 4.1461, 
35644700, 35.64, 49.62, 4.0075, 25.55, 25.30, 4.1461, 
35686702, 35.69, 49.62, 4.0059, 25.55, 25.30, 4.1492, 
35728704, 35.73, 49.62, 4.0059, 25.23, 25.30, 4.1492, 
35770703, 35.77, 49.67, 4.0091, 25.47, 25.30, 4.1445, 
35812700, 35.81, 49.69, 4.0107, 25.39, 25.30, 4.1508, 
35860701, 35.86, 49.62, 3.9836, 24.99, 25.30, 4.1524, 
35902696, 35.90, 49.62, 4.0012, 25.07, 25.30, 4.1508, 
35944702, 35.94, 49.65, 4.0059, 25.31, 25.30, 4.1492, 
35986703, 35.99, 49.67, 4.0059, 25.31, 25.30, 4.1461, 
36028698, 36.03, 49.69, 4.0028, 25.07, 25.30, 4.1492, 
36070702, 36.07, 49.72, 4.0043, 25.47, 25.20, 4.1492, 
36112703, 36.11, 49.69, 4.0043, 25.39, 25.20, 4.1492, 
36154703, 36.15, 49.67, 4.0059, 25.23, 25.20, 4.1429, 
36196699, 36.20, 49.60, 4.0075, 25.47, 25.30, 4.1445, 
36238701, 36.24, 49.72, 4.0059, 25.15, 25.20, 4.1461, 
36286700, 36.29, 49.67, 3.9757, 25.39, 25.20, 4.1461, 
36328693, 36.33, 49.67, 4.0059, 25.15, 25.20, 4.1476, 
36370703, 36.37, 49.69, 4.0012, 25.23, 25.20, 4.1492, 
36412700, 36.41, 49.65, 4.0059, 25.55, 25.20, 4.1524, 
36454702, 36.45, 49.72, 4.0043, 25.55, 25.20, 4.1445, 
36496697, 36.50, 49.65, 4.0012, 25.07, 25.20, 4.1476, 
36538703, 36.54, 49.67, 4.0028, 25.39, 25.20, 4.1476, 
36580703, 36.58, 49.60, 3.9996, 25.15, 25.20, 4.1461, 
36622702, 36.63, 49.69, 3.9980, 25.31, 25.20, 4.1492, 
36670702, 36.67, 49.60, 3.9789, 25.31, 25.20, 4.1476, 
36712702, 36.71, 49.72, 4.0028, 25.31, 25.20, 4.1476, 
36754703, 36.75, 49.67, 4.0059, 25.47, 25.20, 4.1461, 
36796698, 36.80, 49.72, 3.9996, 25.07, 25.20, 4.1445, 
36838702, 36.84, 49.62, 4.0091, 25.31, 25.20, 4.1476, 
36880702, 36.88, 49.69, 3.9964, 25.23, 25.20, 4.1461, 
36922702, 36.92, 49.62, 3.9996, 25.47, 25.20, 4.1476, 
36964699, 36.96, 49.69, 4.0028, 25.15, 25.20, 4.1461, 
